Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
10-Mar-2025 06:55 PM,01-Apr-2025 11:00 AM,10-Mar-2025 06:55 PM,28-Mar-2025 05:00 PM,NA ,NA ,10-Mar-2025 06:55 PM,28-Mar-2025 05:00 PM,02-Jun-2025 04:00 PM,1.0,SBI Bank,"2,150",Nil,Nil,No,"1,94,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,",1.0,DATE,Date,,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1013 DT-03/03/2025,2025_YEIDA_1015781_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Balance work of RCC drain and Culvert along 100.00 mtr Wide Road (R3) left side in YEA wc-01,Balance work of RCC drain and Culvert along 100.00 mtr Wide Road (R3) left side in YEA wc-01,Please refer Tender documents. ,NA ,"96,92,984",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,AOC,Committee,Internal,Committee,BHARAM PAL SINGH,02-Jun-2025 01:57 PM,02-Jun-2025 04:00 PM,techsummary_1830756.pdf (536.98 KB),Finance,EVALUATION,BHARAM PAL SINGH,07-Jul-2025 03:06 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,07-Jul-2025 03:13 PM,finsummary_1830756.pdf (218.92 KB),Technical,UNDER EVALUATION,BHARAM PAL SINGH,02-Jun-2025 12:25 PM,,1,5088291,A.K CONSTRUCTION,28-Mar-2025 04:06 PM,Rejected-Technical,DISQUALIFIED,02-Jun-2025 01:57 PM,1.0,5084368.0,RIVER EDGE CONSTRUCTION,INR,"6,107,549.79",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1015781_5,YEA/GM(PROJECT)/2025/1013 DT-03/03/2025,Balance work of RCC drain and Culvert along 100.00 mtr Wide Road (R3) left side in YEA wc-01,07-Jul-2025,"INR 6,107,549.79",365.0,VIKAS KUMAR,24-Sep-2025 05:20 PM,AOC1013_5.pdf (967.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5088322,M/S A R INTERNATIONAL,28-Mar-2025 04:23 PM,Rejected-Finance,L4,07-Jul-2025 03:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5087643,M/S KAPIL ENTERPRISES,28-Mar-2025 02:06 PM,Rejected-Finance,L5,07-Jul-2025 03:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5059306,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,18-Mar-2025 05:50 PM,Rejected-Finance,L3,07-Jul-2025 03:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5084368,RIVER EDGE CONSTRUCTION,28-Mar-2025 09:59 AM,Accepted-AOC,L1,24-Sep-2025 05:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5064168,Vardhman Infrastructure,27-Mar-2025 09:31 PM,Rejected-Finance,L2,07-Jul-2025 03:13 PM,,,,,,,,,,,,,,,,,AOC
