S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,RTGS - RTGS Payment,08-May-2026 11:44 AM,16-May-2025 02:00 PM,08-May-2025 11:00 AM,16-May-2025 01:30 PM,08-May-2025 11:00 AM ,16-May-2025 01:00 PM ,08-May-2025 11:00 AM,16-May-2025 01:30 PM,20-May-2025 04:00 PM,"1,026",UPSCIDCO,Jhansi,Yes,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,17/EE/Jhansi/ET/2025-26,2025_SCIDC_1036410_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Janpad Jhansi ke block Bangra Vidhansabha Mauranipur ke gram panchayat Khisni Bujurg me shri Munna Singh ke makan se Barar Mohalla ki or 140 mtr apex road/drain nirman karya (under scheme SN 2024-25) Hon ble shri Anurag Sharma Ji MP Jhansi-Lalitpur,Janpad Jhansi ke block Bangra Vidhansabha Mauranipur ke gram panchayat Khisni Bujurg me shri Munna Singh ke makan se Barar Mohalla ki or 140 mtr apex road/drain nirman karya (under scheme SN 2024-25) Hon ble shri Anurag Sharma Ji MP Jhansi-Lalitpur,Please refer the tender document ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Vill. Khisni Bujurg,284205.0,NA ,NA ,NA ,Jhansi,No ,No,"12,000",Yes,fixed,,UPSCIDCO,Jhansi,1,Fee/PreQual/Technical,.pdf,Technical Document,Executive Engineer,UPSCIDCO Jhansi,AOC,Finance,Financial Summary,Rajesh Chaudhary,23-May-2025 03:53 PM,finance_1877668.pdf,BOQ Comparative Chart,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,20-May-2025 11:48 AM,20-May-2025 04:00 PM,techsummary_1877668.pdf (963.72 KB),Technical,Technical Summary,Rajesh Chaudhary,20-May-2025 11:44 AM,technical_1877668.pdf,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,23-May-2025 03:57 PM,finsummary_1877668.pdf (691.04 KB),24-May-2025,"INR 586,514",90.0,Rajesh Chaudhary,25-Sep-2025 05:18 PM,Khisniaoc.pdf (611.00 KB),The work is awarded to M/s Manvi Traders,1.0,5190991.0,MANVI TRADERS,INR,"586,514",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,2025_SCIDC_1036410_1,17/EE/Jhansi/ET/2025-26,Janpad Jhansi ke block Bangra Vidhansabha Mauranipur ke gram panchayat Khisni Bujurg me shri Munna Singh ke makan se Barar Mohalla ki or 140 mtr apex road/drain nirman karya (under scheme SN 2024-25) Hon ble shri Anurag Sharma Ji MP Jhansi-Lalitpur,1,5190991,MANVI TRADERS,15-May-2025 11:23 AM,Accepted-AOC,The rates quoted by the contractor are the lowest,25-Sep-2025 05:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ Document,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5191038,M/s Jamunameher Enterprises,15-May-2025 11:50 AM,Rejected-Finance,High Rate,23-May-2025 03:57 PM,AOC
