Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Under District Lucknow, Construction of Pandit Deen Dayal Upadhyaya Smriti Dwar near Lucknow Rae Bareli Mohanlalganj Tehsil Tiraha, Lot No 13","Under District Lucknow, Construction of Pandit Deen Dayal Upadhyaya Smriti Dwar near Lucknow Rae Bareli Mohanlalganj Tehsil Tiraha, Lot No 13",Please refer Tender documents. ,NA ,"15,60,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226001.0,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow ","EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow ",25-Jul-2025 11:00 AM ,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,911/EE RED LUCKNOW/25-26 Dt 30/06/2025,2025_REDUP_1059608_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,24-Jul-2025 12:00 PM,05-Aug-2025 12:53 AM,24-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,NA ,NA ,24-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,14-Aug-2025 12:00 PM,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow","EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow",1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,950.0,Nil,Nil,No,"32,000",No,fixed,,Nil,Nil,AOC,1.0,5380609.0,M/S Vidya Construction,INR,"1,542,966",Er A K Arora EE RED Lucknow,Internal,,Ashutosh Arora,15-Sep-2026 11:53 AM,finsummary_1929278.pdf (1087.18 KB),Finance,Summary,Ashutosh Arora,18-Aug-2025 10:58 AM,,BOQ Comparative Chart,1,5380716,M/S MEERA ASSOCIATE BUILDERS & TRADERS,28-Jul-2025 09:00 PM,Rejected-Finance,Rejected,15-Sep-2025 11:56 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,2025_REDUP_1059608_13,911/EE RED LUCKNOW/25-26 Dt 30/06/2025,"Under District Lucknow, Construction of Pandit Deen Dayal Upadhyaya Smriti Dwar near Lucknow Rae Bareli Mohanlalganj Tehsil Tiraha, Lot No 13",Er A K Arora EE RED Lucknow,Internal,"Er A K Arora EE RED Lucknow, Er M K Shukla AE RED Lucknow, Mr Amit Sinha DAO RED Lucknow",Ashutosh Arora,11-Aug-2025 10:00 AM,14-Aug-2025 12:00 PM,techsummary_1929278.pdf (1261.81 KB),15-Sep-2025,"INR 1,542,966",90.0,Ashutosh Arora,15-Sep-2025 12:02 AM,911_13.pdf (1087.00 KB),Technical,Summary,Ashutosh Arora,05-Aug-2025 01:27 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5380609,M/S Vidya Construction,28-Jul-2025 09:23 PM,Accepted-AOC,AOC,15-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
