EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"17,300",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"509/RED/E-Tender(13)/2025-26, Dt. 05.08.2025",2025_REDUP_1069382_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,29-Aug-2025 12:00 PM,06-Sep-2025 12:30 PM,29-Aug-2025 12:00 PM,06-Sep-2025 12:00 PM,NA ,NA ,29-Aug-2025 12:00 PM,06-Sep-2025 12:00 PM,09-Sep-2025 12:00 PM,788.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,Executive Engineer,"Office of the Executive Engineer, R.E.D. Bahraich",1.0,SBI Bank,Nagar Panchayat Rupaideeha me Deendayal Nagar me Badlu ke khet se R.C.C. puliya tak interlocking nirman karya_01,Nagar Panchayat Rupaideeha me Deendayal Nagar me Badlu ke khet se R.C.C. puliya tak interlocking nirman karya_01,Please refer Tender documents. ,NA ,"8,65,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,"Office of the Executive Engineer, R.E.D. Bahraich ","Office of the Executive Engineer, R.E.D. Bahraich ",29-Aug-2025 12:30 PM ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,AOC,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,09-Sep-2025 01:18 PM,finsummary_1951156.pdf (74.05 KB),Technical,Technical bid open,Sujit Kumar Sinha,06-Sep-2025 01:07 PM,technical_1951156.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,08-Sep-2025 04:01 PM,09-Sep-2025 12:00 PM,techsummary_1951156.pdf (387.83 KB),Finance,Financial bid open,Sujit Kumar Sinha,09-Sep-2025 12:51 PM,finance_1951156.pdf,BOQ Comparative Chart,1,5517134,M/s Vaishnavi Construction,04-Sep-2025 05:50 PM,Rejected-Finance,High,09-Sep-2025 01:18 PM,1.0,5512632.0,RAJ ENTERPRISES,INR,"1,019,817.81",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1069382_1,"509/RED/E-Tender(13)/2025-26, Dt. 05.08.2025",Nagar Panchayat Rupaideeha me Deendayal Nagar me Badlu ke khet se R.C.C. puliya tak interlocking nirman karya_01,10-Sep-2025,"INR 1,019,817.81",180.0,Sujit Kumar Sinha,10-Sep-2025 05:10 PM,001.pdf (95.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5512632,RAJ ENTERPRISES,03-Sep-2025 08:21 PM,Accepted-AOC,AOC,10-Sep-2025 05:11 PM,,,,,,,,,,,,,,,,AOC
