S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Time and Date Extension,Date,,05-Jun-2025 04:00 PM,22-Jul-2025 04:00 PM,05-Jun-2025 04:00 PM,21-Jul-2025 04:00 PM,NA ,NA ,05-Jun-2025 04:00 PM,21-Jul-2025 04:00 PM,11-Aug-2025 01:50 PM,"Annual Overhauling of Turbine and Generator of Unit No.-3 of 3X210MW, ATPS, Anpara","Annual Overhauling of Turbine and Generator of Unit No.-3 of 3X210MW, ATPS, Anpara",As per Tender Document ,NA ,"1,09,41,779",Miscellaneous Works,NA ,Rate Contract,120.0,30.0,Anpara,231225.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, OMC-II, ATPS, ANPARA",No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,UP Rajya Vidyut Utpadan Nigam Ltd||Anpara Thermal Power Project- UPRVUNL- Sonebhadra,09/TMD/OMC-II/ATPS/2025-26,2025_RVUNL_1046070_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,"SUPERINTENDING ENGINEER, OMC-II, ATPS, ANPARA","SUPERINTENDING ENGINEER, OMC-II, ATPS, ANPARA",1.0,RTGS - RTGS Payment,"1,180","Dy. C.A.O., CFA and BO, ATPS Anpara",Anpara,No,"1,90,000",No,fixed,,"Dy. C.A.O., CFA and BO, ATPS Anpara",A,AOC,J P Katiyar,Internal,,KUMAR GAURAV KAIN,11-Aug-2025 01:49 PM,11-Aug-2025 01:50 PM,techsummary_1899381.pdf (113.78 KB),Finance,Price Bid qualified firms opened,KUMAR GAURAV KAIN,02-Sep-2025 11:29 AM,,BOQ Comparative Chart,J P Katiyar,Internal,,KUMAR GAURAV KAIN,02-Sep-2025 11:45 AM,finsummary_1899381.pdf (113.78 KB),Technical,Part -I opened,RAJESH KUMAR SINGH,22-Jul-2025 04:34 PM,,1,5360282,ATOM POWER PROJECTS PVT LTD,21-Jul-2025 09:51 AM,Rejected-Finance,only L-1 bidder allowed,02-Sep-2025 11:36 AM,1.0,5266593.0,THE TIME CONSTRUCTION,INR,"7,448,000",UP Rajya Vidyut Utpadan Nigam Ltd||Anpara Thermal Power Project- UPRVUNL- Sonebhadra,2025_RVUNL_1046070_1,09/TMD/OMC-II/ATPS/2025-26,"Annual Overhauling of Turbine and Generator of Unit No.-3 of 3X210MW, ATPS, Anpara",02-Sep-2025,"INR 7,448,000",30.0,KUMAR GAURAV KAIN,02-Sep-2025 11:44 AM,LOI236The.pdf (5040.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5325683,M/S S.N. SINGH,14-Jul-2025 12:40 PM,Rejected-Finance,only L-1 bidder allowed,02-Sep-2025 11:36 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5360832,M/S THERMAL INDIA ENGINEERS,21-Jul-2025 12:23 PM,Rejected-Finance,only L-1 bidder allowed,02-Sep-2025 11:36 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5361312,ROTODYNE ENGINEERING SERVICES PVT LTD,21-Jul-2025 02:58 PM,Rejected-Technical,Not Fulfill PQC,11-Aug-2025 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5266593,THE TIME CONSTRUCTION,14-Jul-2025 07:10 AM,Accepted-AOC,L-I bidder,02-Sep-2025 11:45 AM,,,,,,,,,,,,,,,,AOC
