S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,"26,426",Yes,percentage,2.0%,Nil,Nil,950.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT with T1,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,2025_REDUP_1067302_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Sabha Saraiyananhu me Suraj Gupta ke Dukan ke samne se Ranjeetpurva me Omkar Singh ke ghar tak 300 m Length me Interlocking Ka Karya,Gram Sabha Saraiyananhu me Suraj Gupta ke Dukan ke samne se Ranjeetpurva me Omkar Singh ke ghar tak 300 m Length me Interlocking Ka Karya,Gram Sabha Saraiyananhu me Suraj Gupta ke Dukan ke samne se Ranjeetpurva me Omkar Singh ke ghar tak 300 m Length me Interlocking Ka Karya ,NA ,"13,21,284",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,21-Aug-2025 06:00 PM,01-Sep-2025 12:30 PM,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,NA ,NA ,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,04-Sep-2025 11:30 AM,AOC,Finance,Summary,Jay Bahadur Singh,08-Sep-2025 11:40 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,Jay Bahadur Singh,30-Sep-2025 03:21 PM,finsummary_1946658.pdf (471.85 KB),1.0,5505902.0,M/S SRI JAN CONSTRUCTION,INR,"1,319,963.18",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2025_REDUP_1067302_20,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,Gram Sabha Saraiyananhu me Suraj Gupta ke Dukan ke samne se Ranjeetpurva me Omkar Singh ke ghar tak 300 m Length me Interlocking Ka Karya,1,5506190,M/S DASMESH ASSOCIATES,30-Aug-2025 01:19 PM,Rejected-Finance,L2,30-Sep-2025 03:21 PM,30-Sep-2025,"INR 1,319,963.18",120.0,Jay Bahadur Singh,30-Sep-2025 03:33 PM,20.pdf (472.00 KB),Bond,Technical,Summary,VIRENDRA KUMAR PATHAK,03-Sep-2025 10:42 AM,,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,04-Sep-2025 11:20 AM,04-Sep-2025 11:30 AM,techsummary_1946658.pdf (287.62 KB),AOC
,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5505902,M/S SRI JAN CONSTRUCTION,29-Aug-2025 02:35 PM,Accepted-AOC,L1,30-Sep-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,AOC
