Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
10-Sep-2025,"INR 2,112,606",90.0,Babu Ram,18-Sep-2025 03:32 PM,Rs2113.pdf (721.00 KB),Attached,1.0,5521762.0,shanvika contractor & suppliers,INR,"2,111,549.7",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Lucknow II,2025_SCIDC_1071084_1,227/E.E/LKO-III/E-TEN/2025-26,Gram Sabha Samesi vikaskhand Mohanlalganj Lucknow mein Nigoha Nagram road se Bhuaiyadin Ke Khet Tak CC Sadak Nirman Karya (Vidhayak Nidhi work),1.0,5521936.0,M/S KAUSHAL KUMAR SINGH,08-Sep-2025 06:08 PM,Rejected-Finance,Rejected,10-Sep-2025 02:04 PM,Technical,Attached,Babu Ram,10-Sep-2025 01:42 PM,technical_1954413.pdf,Shri Babu Ram,Internal,Attached,Babu Ram,10-Sep-2025 02:04 PM,finsummary_1954413.pdf (526.99 KB),Finance,Attached,Girish Chandra Joshi,10-Sep-2025 02:01 PM,finance_1954413.pdf,BOQ Comparative Chart,Shri Babu Ram,Internal,Attached,Babu Ram,10-Sep-2025 01:43 PM,10-Sep-2025 01:45 PM,techsummary_1954413.pdf (111.96 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and Document",03-Sep-2025 04:00 PM,09-Sep-2025 02:00 PM,03-Sep-2025 04:00 PM,09-Sep-2025 12:00 PM,NA ,NA ,03-Sep-2025 04:00 PM,09-Sep-2025 12:00 PM,10-Sep-2025 01:45 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Lucknow II,227/E.E/LKO-III/E-TEN/2025-26,2025_SCIDC_1071084_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, UPSCIDCO Lucknow","UPSCIDCO, Lekhraj Market-1st, IIIrd floor Indira Nagar Lucknow.","1,655",UPSCIDCOLTD,Lucknow,No,1,DD - Demand Draft,Gram Sabha Samesi vikaskhand Mohanlalganj Lucknow mein Nigoha Nagram road se Bhuaiyadin Ke Khet Tak CC Sadak Nirman Karya (Vidhayak Nidhi work),Gram Sabha Samesi vikaskhand Mohanlalganj Lucknow mein Nigoha Nagram road se Bhuaiyadin Ke Khet Tak CC Sadak Nirman Karya (Vidhayak Nidhi work),Gram Sabha Samesi vikaskhand Mohanlalganj Lucknow mein Nigoha Nagram road se Bhuaiyadin Ke Khet Tak CC Sadak Nirman Karya (Vidhayak Nidhi work) ,NA ,,Civil Works - Roads,NA ,Tender,90.0,90.0,Lucknow,226016.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,"42,000",No,fixed,,UPSCIDCOLTD,Lucknow,AOC
,,,,,,,,,,,,,,,,2.0,5521762.0,shanvika contractor & suppliers,08-Sep-2025 04:53 PM,Accepted-AOC,Accepted Lowest Rate,18-Sep-2025 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC
