S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,5442354,DHEERAJ SINGH,17-Aug-2025 02:11 PM,Rejected-Finance,Higher Rate Quoted,16-Sep-2025 05:56 PM,1.0,5442003.0,R R CONSTRUCTION,INR,"1,474,814",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1064256_1,689/RED/Tender/2025-26,"Laying of Interlocking from asphalt road to Chandrika house in Gram Panchayat Lalwa, Block- Kasmanda",16-Sep-2025,"INR 1,474,814",90.0,Gyanendra Kumar,16-Sep-2025 06:47 PM,130.pdf (317.00 KB),Gyanendra Kumar,Internal,,Gyanendra Kumar,20-Aug-2025 04:06 PM,21-Aug-2025 12:30 PM,techsummary_1939439.pdf (301.24 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,22-Aug-2025 11:15 AM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,16-Sep-2025 05:56 PM,finsummary_1939439.pdf (173.17 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,18-Aug-2025 01:48 PM,,AOC,11-Aug-2025 10:00 AM,18-Aug-2025 12:30 PM,11-Aug-2025 10:00 AM,18-Aug-2025 12:00 PM,NA ,NA ,11-Aug-2025 10:00 AM,18-Aug-2025 12:00 PM,21-Aug-2025 12:30 PM,1.0,SBI Bank,944.0,Nil,Nil,No,"Laying of Interlocking from asphalt road to Chandrika house in Gram Panchayat Lalwa, Block- Kasmanda","Laying of Interlocking from asphalt road to Chandrika house in Gram Panchayat Lalwa, Block- Kasmanda",Please refer Tender documents. ,NA ,"14,74,961",Civil Works,NA ,Tender,90.0,90.0,"Kasmanda, Sitapur.",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,1,Fee/PreQual/Technical,.pdf,Technical,EE RED Sitapur,"Vikas Bhawan, Sitapur","30,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,689/RED/Tender/2025-26,2025_REDUP_1064256_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2,5442003,R R CONSTRUCTION,17-Aug-2025 01:27 PM,Accepted-AOC,L1,16-Sep-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC
