S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",854.0,Nil,Nil,No,Construction work of CC from Shiv Mandir to Bhagatvan Singh house passing through Holi in Dadra village (Dahgawan),Construction work of CC from Shiv Mandir to Bhagatvan Singh house passing through Holi in Dadra village (Dahgawan),Please Refer To Tender ,NA ,"19,88,343",Civil Works,NA ,Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"RED, Badaun",No ,No,"40,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,430(09)/RED/e-Tender/2025-26 Date 21.06.2025,2025_REDUP_1052638_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jul-2025 12:00 PM,30-Jul-2025 04:00 PM,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,NA ,NA ,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,07-Aug-2025 12:00 PM,AOC,Technical,Technical Bid Opened.,SureshChandra Singh,31-Jul-2025 11:31 AM,,Executive Engineer,Internal,Ae and DAO,SureshChandra Singh,08-Aug-2025 04:40 PM,finsummary_1914087.pdf (540.89 KB),Finance,Financial Bid opened.,SureshChandra Singh,07-Aug-2025 12:46 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,02-Aug-2025 06:27 PM,07-Aug-2025 12:00 PM,techsummary_1914087.pdf (364.61 KB),19-Sep-2025,"INR 2,342,725",90.0,BHOOPENDRA PRATAP SINGH,27-Sep-2025 01:20 PM,Dadra.pdf (352.00 KB),Agreement Cost For Construction With GST,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2025_REDUP_1052638_1,430(09)/RED/e-Tender/2025-26 Date 21.06.2025,Construction work of CC from Shiv Mandir to Bhagatvan Singh house passing through Holi in Dadra village (Dahgawan),1.0,5385615.0,NEM SINGH,INR,"1,985,360.25",1,5385639,M/S BHOORE SINGH THEKEDAR,29-Jul-2025 08:31 PM,Rejected-Finance,Due To Higher Rate,08-Aug-2025 04:40 PM,AOC
,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5385615,NEM SINGH,29-Jul-2025 07:43 PM,Accepted-AOC,Due To Lower Rate,27-Sep-2025 01:21 PM,AOC
