S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"15,700",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,1235/RED/NIVIDA/24-25 Dt. 18.01.25,2025_REDUP_999646_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid open,Construction work of road from Tilak Singh house to Umashankar Pandit Kemkan in Gram Panchayat Andher of development block Jakhaura.,Construction work of road from Tilak Singh house to Umashankar Pandit Kemkan in Gram Panchayat Andher of development block Jakhaura.,Please refer Tender documents. ,NA ,"7,82,000",Civil Works,NA ,Tender,90.0,90.0,LALITPUR,284403.0,NA ,NA ,NA ,EE RED LALITPUR,No ,No,766.0,Nil,Nil,No,EE RED LALITPUR,"EE RED LALITPUR, 1st Floor Vikas Bhavan, Lalitpur",29-Jan-2025 01:00 PM,12-Feb-2025 12:30 PM,29-Jan-2025 01:00 PM,12-Feb-2025 12:30 PM,NA ,NA ,29-Jan-2025 01:00 PM,12-Feb-2025 12:30 PM,21-Feb-2025 12:20 PM,AOC,25-Jun-2025,"INR 919,340.14",90.0,Swarna Singh,15-Sep-2025 04:19 PM,andhercc1509.pdf (243.00 KB),1,4946717,M/S JITENDRA KUMAR,12-Feb-2025 11:03 AM,Rejected-Finance,L-2,20-Jun-2025 05:20 PM,E E RED LALITPUR,Internal,"DAO RED LTP, AE RED LTP",Swarna Singh,17-Feb-2025 05:18 PM,21-Feb-2025 12:20 PM,techsummary_1776109.pdf (263.78 KB),Finance,Financial bid open,SUNIL KUMAR TRIPATHI,21-Feb-2025 03:25 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,2025_REDUP_999646_1,1235/RED/NIVIDA/24-25 Dt. 18.01.25,Construction work of road from Tilak Singh house to Umashankar Pandit Kemkan in Gram Panchayat Andher of development block Jakhaura.,Technical,Technical bid open,Swarna Singh,14-Feb-2025 05:36 PM,,EE RED LALITPUR,Internal,,Swarna Singh,20-Jun-2025 05:20 PM,finsummary_1776109.pdf (280.63 KB),1.0,4946492.0,SANJEEV KUMAR SADAIYA,INR,"919,340.14",AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial bid open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,4946492,SANJEEV KUMAR SADAIYA,12-Feb-2025 10:27 AM,Accepted-AOC,L-1,15-Sep-2025 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
