Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,062",UPSCIDCO,Lalitpur,Yes,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,01/EE/LTP/ET/2025-26,2025_SCIDC_1055133_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Document,1.0,RTGS - RTGS Payment,08-Jul-2025 11:00 AM,15-Jul-2025 02:00 PM,08-Jul-2025 11:00 AM,15-Jul-2025 01:30 PM,08-Jul-2025 11:00 AM ,15-Jul-2025 01:00 PM ,08-Jul-2025 11:00 AM,15-Jul-2025 01:30 PM,22-Jul-2025 03:00 PM,"Gram Panchayat Minaura Majra Pardesiya Pura Vrindavan ke makan se Malkhan ke makan ki or Paver Bricks Road ka nirman karya. Under Scheme VN 2024-25 Hon ble Shrimati Rma Niranjan Ji, MLC, Jhansi-Lalitpur","Gram Panchayat Minaura Majra Pardesiya Pura Vrindavan ke makan se Malkhan ke makan ki or Paver Bricks Road ka nirman karya. Under Scheme VN 2024-25 Hon ble Shrimati Rma Niranjan Ji, MLC, Jhansi-Lalitpur",Please refer the tender documents ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Gram Minaura Lalitpur,284403.0,NA ,NA ,NA ,Jhansi,No ,No,Executive Engineer,UPSCIDCO Jhansi/Lalitpur,"11,000",Yes,fixed,,UPSCIDCO,Lalitpur,AOC,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,22-Jul-2025 02:15 PM,22-Jul-2025 03:00 PM,techsummary_1919732.pdf (961.12 KB),Finance,Financial Summary,Rajesh Chaudhary,22-Jul-2025 06:27 PM,finance_1919732.pdf,BOQ Comparative Chart,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,22-Jul-2025 06:29 PM,finsummary_1919732.pdf (619.68 KB),Technical,Technical Summary,Rajesh Chaudhary,22-Jul-2025 02:14 PM,technical_1919732.pdf,1,5328508,AADITYA VAIDHYA,14-Jul-2025 07:52 PM,Rejected-Finance,High Rate,22-Jul-2025 06:29 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,2025_SCIDC_1055133_1,01/EE/LTP/ET/2025-26,"Gram Panchayat Minaura Majra Pardesiya Pura Vrindavan ke makan se Malkhan ke makan ki or Paver Bricks Road ka nirman karya. Under Scheme VN 2024-25 Hon ble Shrimati Rma Niranjan Ji, MLC, Jhansi-Lalitpur",1.0,5327811.0,KULDIP,INR,"528,294",23-Jul-2025,"INR 528,294",90.0,Rajesh Chaudhary,26-Sep-2025 04:34 PM,minoraaoc.pdf (631.00 KB),The work is awarded to M/s Shri Kuldip Kushwaha Thekedar,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5327811,KULDIP,14-Jul-2025 06:34 PM,Accepted-AOC,The rates quoted by the contractor are the lowest.,26-Sep-2025 04:34 PM,,,,,,,,,,,,,,,,,AOC
