Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,31-Jul-2025 12:23 PM,04-Aug-2025 12:30 PM,techsummary_1901585.pdf (480.01 KB),Technical,final,RAJNEESH KUMAR,31-Jul-2025 12:20 PM,technical_1901585.pdf,03-Sep-2025,"INR 1,474,823",90.0,RAJNEESH KUMAR,03-Sep-2025 12:41 PM,emiliya.pdf (360.00 KB),FINAL,1,5371106,LUCKY ENTERPRISES,25-Jul-2025 07:48 AM,Rejected-Finance,N,03-Sep-2025 12:33 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2025_REDUP_1046821_31,132/EE/RED/Tender/2025-26 Dated 17.04.2025,Gram Emiliya block moth main veer singh ke makan se Amar Singh ke makan ki aur C.C road abam nali ka nirman karya.,Finance,FINAL,RAJNEESH KUMAR,03-Sep-2025 12:31 PM,finance_1901585.pdf,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,03-Sep-2025 12:33 PM,finsummary_1901585.pdf (359.95 KB),1.0,5324777.0,M/S GIRI CONSTRUCTION,INR,"1,474,823",AOC,EE RED jhansi,EE RED jhansi,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,132/EE/RED/Tender/2025-26 Dated 17.04.2025,2025_REDUP_1046821_31,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"75,000",Yes,fixed,,Nil,Nil,1.0,date5,Date,,1,Fee/PreQual/Technical,.pdf,SBD,854.0,Nil,Nil,No,Gram Emiliya block moth main veer singh ke makan se Amar Singh ke makan ki aur C.C road abam nali ka nirman karya.,Gram Emiliya block moth main veer singh ke makan se Amar Singh ke makan ki aur C.C road abam nali ka nirman karya.,Please refer Tender documents. ,NA ,"14,84,000",Civil Works,NA ,Tender,90.0,90.0,Gram Emiliya block moth main veer singh ke makan s,284003.0,NA ,NA ,NA ,EE RED jhansi,No ,No,09-Jun-2025 09:00 AM,25-Jul-2025 03:30 PM,09-Jun-2025 09:00 AM,25-Jul-2025 12:00 PM,NA ,NA ,09-Jun-2025 09:00 AM,25-Jul-2025 12:00 PM,04-Aug-2025 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,2,5324777,M/S GIRI CONSTRUCTION,15-Jul-2025 08:11 AM,Accepted-AOC,Y,03-Sep-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
