Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.xls,Fee/PreQual/Technical,15-Aug-2025 09:00 AM,25-Aug-2025 12:30 PM,15-Aug-2025 09:00 AM,25-Aug-2025 12:00 PM,NA ,NA ,15-Aug-2025 09:00 AM,25-Aug-2025 12:00 PM,03-Sep-2025 11:55 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,807/red/tender/unnao/25-26 Dt-26-07-2025,2025_REDUP_1065734_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,Er Narendra Chaudhary,Vikash bhawan Unnao,1.0,SBI Bank,"19,000",Yes,fixed,,Nil,Nil,Hasanganj Rasulabad marg per Hsaewa me Bhagwan Balmiki Dwar ka Nirman karye.,Hasanganj Rasulabad marg per Hsaewa me Bhagwan Balmiki Dwar ka Nirman karye.,Plz Refer Doc ,NA ,"9,26,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,AOC,Finance,summary,Narendra chaudhary,12-Sep-2025 05:42 PM,finance_1942704.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,03-Sep-2025 11:51 AM,03-Sep-2025 11:55 AM,techsummary_1942704.pdf (702.63 KB),Technical,summary,Narendra chaudhary,03-Sep-2025 11:49 AM,technical_1942704.pdf,Er Narendra Chaudhary,Internal,,Narendra chaudhary,12-Sep-2025 05:44 PM,finsummary_1942704.pdf (963.23 KB),12-Sep-2025,"INR 926,693.4",90.0,Narendra chaudhary,12-Sep-2025 05:46 PM,Balmikidwar02.pdf (963.00 KB),l1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1065734_1,807/red/tender/unnao/25-26 Dt-26-07-2025,Hasanganj Rasulabad marg per Hsaewa me Bhagwan Balmiki Dwar ka Nirman karye.,1.0,5467650.0,Rishi Prakash jaiswal,INR,"926,693.4",1,5482165,M/S DIPTI KATIYAR,24-Aug-2025 11:13 AM,Rejected-AOC,l2,12-Sep-2025 05:47 PM,AOC
2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5467650,Rishi Prakash jaiswal,21-Aug-2025 08:30 AM,Accepted-AOC,l1,12-Sep-2025 05:47 PM,AOC
