Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Sep-2025,"INR 845,922.22",90.0,Ratnesh Kumar Gond,18-Sep-2025 02:32 PM,08fin.pdf (97.00 KB),aoc,1.0,5417750.0,JYOTI SINGH,12-Aug-2025 01:47 PM,Accepted-AOC,aoc,18-Sep-2025 02:32 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2025_REDUP_1060359_1,734/EE/RED/2025-26/18-07-2025,Lot08 Gram sabha Dalan chhapra gorakh patel ke ghar se NH31 tak CC kary,1.0,5417750.0,JYOTI SINGH,INR,"845,922.22",Technical,02 bid admitted,Ratnesh Kumar Gond,21-Aug-2025 03:33 PM,technical_1931147.pdf,EE,Internal,aedao,Ratnesh Kumar Gond,18-Sep-2025 02:15 PM,finsummary_1931147.pdf (96.67 KB),Finance,2 bid admitted,Ratnesh Kumar Gond,02-Sep-2025 12:21 PM,finance_1931147.pdf,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,01-Sep-2025 11:25 AM,01-Sep-2025 04:00 PM,techsummary_1931147.pdf (97.05 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER FEE EMD,"17,000",Yes,fixed,,Nil,Nil,Lot08 Gram sabha Dalan chhapra gorakh patel ke ghar se NH31 tak CC kary,Lot08 Gram sabha Dalan chhapra gorakh patel ke ghar se NH31 tak CC kary,Please refer Tender documents. ,NA ,"8,48,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,EE RED DIV Ballia ,EE RED DIV Ballia ,14-Aug-2025 09:00 AM ,EE RED DIV Ballia,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,734/EE/RED/2025-26/18-07-2025,2025_REDUP_1060359_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,EE RED DIV Ballia,EE RED DIV Ballia,11-Aug-2025 09:00 AM,18-Aug-2025 12:00 PM,11-Aug-2025 09:00 AM,16-Aug-2025 12:00 PM,NA ,NA ,11-Aug-2025 09:00 AM,16-Aug-2025 12:00 PM,01-Sep-2025 04:00 PM,856.0,Nil,Nil,No,AOC
,,,,,,,2.0,5417728.0,SAKSHAM CONSTRUCTION & SUPPLIERS,12-Aug-2025 05:27 PM,Rejected-Finance,second lowest,18-Sep-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,OTHER TECNICAL DOCUEMNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ for rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
