Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/339 DT-25/10/2019,2019_YEIDA_398228_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO D,04-Nov-2019 06:00 PM,15-Nov-2019 11:00 AM,04-Nov-2019 06:00 PM,14-Nov-2019 05:00 PM,NA ,NA ,04-Nov-2019 06:00 PM,14-Nov-2019 05:00 PM,30-Dec-2019 12:00 PM,"16,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,590.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Providing and Laying C.C Interlocking Tiles work from Fajlehak house to main road and majar to main road in village-Nangla Handa, yea","Providing and Laying C.C Interlocking Tiles work from Fajlehak house to main road and majar to main road in village-Nangla Handa, yea",REFER TD ,NA ,"7,73,802",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/339 DT-25/10/2019,2019_YEIDA_398228_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO D,04-Nov-2019 06:00 PM,15-Nov-2019 11:00 AM,04-Nov-2019 06:00 PM,14-Nov-2019 05:00 PM,NA ,NA ,04-Nov-2019 06:00 PM,14-Nov-2019 05:00 PM,30-Dec-2019 12:00 PM,"16,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,590.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Providing and Laying C.C Interlocking Tiles work from Fajlehak house to main road and majar to main road in village-Nangla Handa, yea","Providing and Laying C.C Interlocking Tiles work from Fajlehak house to main road and majar to main road in village-Nangla Handa, yea",REFER TD ,NA ,"7,73,802",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,02-Mar-2020,"INR 578,726.66",180.0,KRISHNA KUMAR SINGH,02-Mar-2020 04:27 PM,aoc339_5.pdf (453.00 KB),AOC,1.0,1454037.0,SAI DEEP CONSTRUCTION,INR,"578,726.66",1.0,1450726.0,ADITYA CONSTRUCTION,13-Nov-2019 04:01 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 01:47 PM,Finance,UNDER EVALUATION,KRISHNA KUMAR SINGH,02-Mar-2020 04:16 PM,finance_579455.pdf,BOQ Comparative Chart,Committee,Internal,DGMP GMP GMF,KRISHNA KUMAR SINGH,02-Mar-2020 04:26 PM,finsummary_579455.pdf (453.31 KB),1.0,1453675.0,BHAGWATI PRASAD,"6,86,672.06",L5,Technical,UNDER EVALUATION,ARVIND KUMAR,25-Nov-2019 01:02 PM,technical_579455.pdf,Committee,Internal,Committee,ARVIND KUMAR,27-Dec-2019 01:47 PM,30-Dec-2019 12:00 PM,techsummary_579455.pdf (991.41 KB),,,
,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs 100/- NON JUDICIAL STAMP PAPER ALONGWITH Re1 REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs 100/- NON JUDICIAL STAMP PAPER ALONGWITH Re1 REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1453675.0,BHAGWATI PRASAD,13-Nov-2019 06:09 PM,Rejected-Finance,L5,02-Mar-2020 04:26 PM,,,,,,,,,,,,,2.0,1454037.0,SAI DEEP CONSTRUCTION,"5,78,726.66",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1455888.0,M/s Bhanwar Singh,14-Nov-2019 04:22 PM,Rejected-Finance,L10,02-Mar-2020 04:26 PM,,,,,,,,,,,,,3.0,1454181.0,M/S Gagan Enterprises,"6,56,958.06",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1455852.0,M/S CRE BUILDTECH,14-Nov-2019 04:21 PM,Rejected-Finance,L6,02-Mar-2020 04:26 PM,,,,,,,,,,,,,4.0,1455312.0,M/S HIRALAL ENTERPRISES,"6,03,565.71",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1454181.0,M/S Gagan Enterprises,14-Nov-2019 11:00 AM,Rejected-Finance,L4,02-Mar-2020 04:26 PM,,,,,,,,,,,,,5.0,1455414.0,M/S Pavi Associate,"7,97,867.44",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1455312.0,M/S HIRALAL ENTERPRISES,14-Nov-2019 02:02 PM,Rejected-Finance,L2,02-Mar-2020 04:26 PM,,,,,,,,,,,,,6.0,1455435.0,M/s INS ENTERPRISES,"6,96,499.35",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1455435.0,M/s INS ENTERPRISES,14-Nov-2019 02:45 PM,Rejected-Finance,L7,02-Mar-2020 04:26 PM,,,,,,,,,,,,,7.0,1455583.0,M/S S R ASSOCIATES,"8,08,778.05",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1455627.0,M/S KRISHNATRAY AND CO.,14-Nov-2019 03:24 PM,Rejected-Finance,L3,02-Mar-2020 04:26 PM,,,,,,,,,,,,,8.0,1455627.0,M/S KRISHNATRAY AND CO.,"6,29,333.32",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1455414.0,M/S Pavi Associate,14-Nov-2019 02:29 PM,Rejected-Finance,L8,02-Mar-2020 04:26 PM,,,,,,,,,,,,,9.0,1455852.0,M/S CRE BUILDTECH,"6,96,429.71",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1455583.0,M/S S R ASSOCIATES,14-Nov-2019 03:11 PM,Rejected-Finance,L9,02-Mar-2020 04:26 PM,,,,,,,,,,,,,10.0,1455888.0,M/s Bhanwar Singh,"8,13,498.24",L10,,,,,,,,,,,,,,,
