Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.3,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.4,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.5,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE CONSTRUCTION DIVISION PWD BADAUN,51/Nivida(E.T.)/19 Dated 09-01-2020,2020_CEBLY_423047_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,17-Jan-2020 09:00 AM,05-Feb-2020 03:00 PM,17-Jan-2020 09:00 AM,05-Feb-2020 12:00 PM,NA ,NA ,17-Jan-2020 09:00 AM,05-Feb-2020 12:00 PM,29-Feb-2020 02:50 PM,"1,85,000",Yes,fixed,,Executive Engineer Construction Division PWD,Budaun,1.0,Extended Date,Date,,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,856.0,Executive Engineer Construction Division PWD,Budaun,No,Executive Engineer Const. Div. PWD Budaun,O/o Executive Engineer Construction Division PWD Budaun,Supply of Grit and Dust at Hot Mix Plant Bisauli for Renewal or Special Repair or Patch Repair of Other District Roads and Main District Roads in Year 2020-21 Under Sahaswan Constituency,Supply of Grit and Dust at Hot Mix Plant Bisauli for Renewal or Special Repair or Patch Repair of Other District Roads and Main District Roads in Year 2020-21 Under Sahaswan Constituency,Please refer Tender documents. ,NA ,"18,50,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Budaun,243601.0,Budaun ,O/o Executive Engineer Construction Division PWD Budaun ,24-Jan-2020 12:00 PM ,Budaun,No ,No,Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE CONSTRUCTION DIVISION PWD BADAUN,51/Nivida(E.T.)/19 Dated 09-01-2020,2020_CEBLY_423047_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,17-Jan-2020 09:00 AM,05-Feb-2020 03:00 PM,17-Jan-2020 09:00 AM,05-Feb-2020 12:00 PM,NA ,NA ,17-Jan-2020 09:00 AM,05-Feb-2020 12:00 PM,29-Feb-2020 02:50 PM,"1,85,000",Yes,fixed,,Executive Engineer Construction Division PWD,Budaun,1.0,Extended Date,Date,,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,856.0,Executive Engineer Construction Division PWD,Budaun,No,Executive Engineer Const. Div. PWD Budaun,O/o Executive Engineer Construction Division PWD Budaun,Supply of Grit and Dust at Hot Mix Plant Bisauli for Renewal or Special Repair or Patch Repair of Other District Roads and Main District Roads in Year 2020-21 Under Sahaswan Constituency,Supply of Grit and Dust at Hot Mix Plant Bisauli for Renewal or Special Repair or Patch Repair of Other District Roads and Main District Roads in Year 2020-21 Under Sahaswan Constituency,Please refer Tender documents. ,NA ,"18,50,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Budaun,243601.0,Budaun ,O/o Executive Engineer Construction Division PWD Budaun ,24-Jan-2020 12:00 PM ,Budaun,No ,No,06-Mar-2020,"INR 1,538,143.98",60.0,PRAMOD KUMAR,06-Mar-2020 03:58 PM,AcceptanceODRSupply.pdf (1017.00 KB),Lowest rate quoted by M/s Anil Traders Madhuvan Colony Budaun from the Departmental Rates.,1.0,1582419.0,M/S ANIL TRADERS,INR,"2,437,535.8",1.0,1582275.0,B.S. ENTERPRISES,04-Feb-2020 10:23 PM,Rejected-Technical,Bank Certificate not attached,29-Feb-2020 02:47 PM,Finance,"Financial bid opened. Lowest rate quoted by M/s Anil Traders, Madhuvan Colony, Budaun",PRAMOD KUMAR,29-Feb-2020 03:02 PM,finance_618607.pdf,BOQ Comparative Chart,D.K. Mishra,Internal,Hemant Singh and Pramod Kumar,PRAMOD KUMAR,06-Mar-2020 03:52 PM,finsummary_618607.pdf (202.10 KB),1.0,1568699.0,GIRISH PAL SINGH CONTRACTOR,"15,78,135.08",2.0,Technical,Bids Opened. Only 6 Bids Received for Technical Evaluation.,PRAMOD KUMAR,05-Feb-2020 04:22 PM,technical_618607.pdf,D.K. Mishra,Internal,Hemant Singh and Pramod Kumar,PRAMOD KUMAR,29-Feb-2020 02:47 PM,29-Feb-2020 02:50 PM,techsummary_618607.pdf (202.10 KB),,,
,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1582334.0,GAUR BUILDER,05-Feb-2020 09:17 AM,Rejected-Finance,High rate quoted from the Ist rank Holder Bidder,06-Mar-2020 03:52 PM,,,,,,,,,,,,,2.0,1582334.0,GAUR BUILDER,"15,98,765.49",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1568699.0,GIRISH PAL SINGH CONTRACTOR,04-Feb-2020 10:53 PM,Rejected-Finance,High rate quoted from the Ist rank Holder Bidder,06-Mar-2020 03:52 PM,,,,,,,,,,,,,3.0,1582419.0,M/S ANIL TRADERS,"15,36,143.98",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1578689.0,JAGMOHAN SINGH CONTRACTOR,02-Feb-2020 09:59 PM,Rejected-Technical,Bank Certificate 10 percent Not attached,29-Feb-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1582419.0,M/S ANIL TRADERS,05-Feb-2020 09:37 AM,Accepted-AOC,Lowest rate quoted by M/s Anil Traders Madhuvan Colony Budaun from the Departmental Rates.,06-Mar-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1580334.0,M/S YOGENDRA CONSTRUCTION,03-Feb-2020 09:29 PM,Rejected-Technical,T-6 not attested by Gazetted Officer,29-Feb-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Misc. document ,Bidder Address Format ,Bidder Address Format ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Misc. document ,Bidder Address Format ,Bidder Address Format ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
