Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/360 DT-23/12/2019,2019_YEIDA_418557_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD.COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",01-Jan-2020 06:00 PM,10-Jan-2020 11:00 AM,01-Jan-2020 06:00 PM,09-Jan-2020 05:00 PM,NA ,NA ,01-Jan-2020 06:00 PM,09-Jan-2020 05:00 PM,30-Jan-2020 12:00 PM,"20,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,590.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Barbed Wire Fencing work of 100 mtr Wide Road in between sector-24 and 24A from (ch. 00.00 km to 01.05km) for YEA,Barbed Wire Fencing work of 100 mtr Wide Road in between sector-24 and 24A from (ch. 00.00 km to 01.05km) for YEA,REFER TD ,NA ,"9,90,851",Agricultural or Forestry,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/360 DT-23/12/2019,2019_YEIDA_418557_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD.COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",01-Jan-2020 06:00 PM,10-Jan-2020 11:00 AM,01-Jan-2020 06:00 PM,09-Jan-2020 05:00 PM,NA ,NA ,01-Jan-2020 06:00 PM,09-Jan-2020 05:00 PM,30-Jan-2020 12:00 PM,"20,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,590.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Barbed Wire Fencing work of 100 mtr Wide Road in between sector-24 and 24A from (ch. 00.00 km to 01.05km) for YEA,Barbed Wire Fencing work of 100 mtr Wide Road in between sector-24 and 24A from (ch. 00.00 km to 01.05km) for YEA,REFER TD ,NA ,"9,90,851",Agricultural or Forestry,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,18-Mar-2020,"INR 690,524.28",90.0,KRISHNA KUMAR SINGH,18-Mar-2020 01:24 PM,aoc360_3.pdf (451.00 KB),AOC,1.0,1529979.0,Vardhman Infrastructure,INR,"690,524.28",1.0,1537900.0,Aileron Electronics India Pvt Ltd,09-Jan-2020 01:41 PM,Rejected-Finance,L8,18-Mar-2020 01:17 PM,Finance,UNDER EVALUATION,KRISHNA KUMAR SINGH,13-Feb-2020 01:28 PM,finance_611877.pdf,BOQ Comparative Chart,Committee,Internal,TENDER COMMITTEE,KRISHNA KUMAR SINGH,18-Mar-2020 01:17 PM,finsummary_611877.pdf (451.17 KB),1.0,1529979.0,Vardhman Infrastructure,"6,90,524.28",L1,Technical,UNDER TECHNICAL EVALUATION,ARVIND KUMAR,13-Jan-2020 01:25 PM,technical_611877.pdf,Committee,Internal,SMEM GMP GMF,KRISHNA KUMAR SINGH,30-Jan-2020 10:10 AM,30-Jan-2020 12:00 PM,techsummary_611877.pdf (727.84 KB),,,
,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1539629.0,B S C PROJECTS PRIVATE LIMITE,09-Jan-2020 02:16 PM,Rejected-Technical,DISQUALIFIED,30-Jan-2020 10:10 AM,,,,,,,,,,,,,2.0,1534388.0,M/S HIRALAL ENTERPRISES,"7,13,611.12",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1538384.0,HCS CONSTRUCTION ENTERPRISE,08-Jan-2020 07:30 PM,Rejected-Finance,L5,18-Mar-2020 01:17 PM,,,,,,,,,,,,,3.0,1535988.0,M/s Shiv Shakti Enterprises,"7,33,229.98",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1538829.0,Maanak Homes Pvt Ltd,09-Jan-2020 12:28 AM,Rejected-Finance,L10,18-Mar-2020 01:17 PM,,,,,,,,,,,,,4.0,1536109.0,M/s G D ENTERPRISES,"7,92,879.23",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1539620.0,MS/ BUILD WELL ASSOCIATES,09-Jan-2020 03:41 PM,Rejected-Finance,L11,18-Mar-2020 01:17 PM,,,,,,,,,,,,,5.0,1537900.0,Aileron Electronics India Pvt Ltd,"7,86,735.95",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1536109.0,M/s G D ENTERPRISES,09-Jan-2020 11:15 AM,Rejected-Finance,L9,18-Mar-2020 01:17 PM,,,,,,,,,,,,,6.0,1538384.0,HCS CONSTRUCTION ENTERPRISE,"7,42,643.06",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1538592.0,M/s Hariom Enterprises,09-Jan-2020 04:33 PM,Rejected-Technical,DISQUALIFIED,30-Jan-2020 10:10 AM,,,,,,,,,,,,,7.0,1538829.0,Maanak Homes Pvt Ltd,"8,12,498.08",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1534388.0,M/S HIRALAL ENTERPRISES,06-Jan-2020 02:38 PM,Rejected-Finance,L2,18-Mar-2020 01:17 PM,,,,,,,,,,,,,8.0,1539616.0,P P S Construction,"7,69,425.78",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1539726.0,M/S PATHIK BUILDERS AND CONSTRUCTION CO,09-Jan-2020 03:01 PM,Rejected-Finance,L7,18-Mar-2020 01:17 PM,,,,,,,,,,,,,9.0,1539620.0,MS/ BUILD WELL ASSOCIATES,"8,14,777.04",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1539624.0,M/S SHIV BUILDER,09-Jan-2020 02:24 PM,Rejected-Finance,L3,18-Mar-2020 01:17 PM,,,,,,,,,,,,,10.0,1539624.0,M/S SHIV BUILDER,"7,20,844.34",L3,,,,,,,,,,,,,,,
