Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Directorate of Industries||Directorate of Industries||Store Purchase,7382ODOPTOOLKITDT19.02.2020,2020_UPDOI_437013_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,19-Feb-2020 04:00 PM,26-Feb-2020 02:00 PM,19-Feb-2020 04:00 PM,26-Feb-2020 12:00 PM,NA ,NA ,19-Feb-2020 04:00 PM,26-Feb-2020 12:00 PM,27-Feb-2020 03:10 PM,"40,000",Yes,fixed,,DEPUTY COMMISSIONER INDUSTRIES,FIROZABAD,1.0,DD - Demand Draft,"1,000",DEPUTY COMMISSIONER INDUSTRIES,FIROZABAD,No,DY. COMMISSIONER OF INDUSTRIES,SN ROAD FIROZABAD,odoptoolkit,ODOP TOOL KIT FOR ODOP SCHEME,Please refer Tender documents. ,NA ,,Miscellaneous,NA ,Tender,7.0,7.0,DIC FIROZABAD,283203.0,NA ,NA ,NA ,DIC FIROZABAD,No ,No,Directorate of Industries||Directorate of Industries||Store Purchase,7382ODOPTOOLKITDT19.02.2020,2020_UPDOI_437013_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,19-Feb-2020 04:00 PM,26-Feb-2020 02:00 PM,19-Feb-2020 04:00 PM,26-Feb-2020 12:00 PM,NA ,NA ,19-Feb-2020 04:00 PM,26-Feb-2020 12:00 PM,27-Feb-2020 03:10 PM,"40,000",Yes,fixed,,DEPUTY COMMISSIONER INDUSTRIES,FIROZABAD,1.0,DD - Demand Draft,"1,000",DEPUTY COMMISSIONER INDUSTRIES,FIROZABAD,No,DY. COMMISSIONER OF INDUSTRIES,SN ROAD FIROZABAD,odoptoolkit,ODOP TOOL KIT FOR ODOP SCHEME,Please refer Tender documents. ,NA ,,Miscellaneous,NA ,Tender,7.0,7.0,DIC FIROZABAD,283203.0,NA ,NA ,NA ,DIC FIROZABAD,No ,No,04-Mar-2020,"INR 3,850,000",7.0,AMRESH KUMAR PANDEY,04-Mar-2020 05:05 PM,AOC.pdf (464.00 KB),We have created the tender of above mention value.,1.0,1618554.0,M/S SANJEEV ENTERPRISES,INR,"1,298,500",1.0,1619995.0,JALAN ENTERPRISES,25-Feb-2020 04:18 PM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,Finance,financial summary,AMRESH KUMAR PANDEY,04-Mar-2020 11:06 AM,finance_642882.pdf,BOQ Comparative Chart,ANURAG KUMAR SHRIVASTAVA,External,AMRESH KUMAR PANDEY.2 k DSHARMA,AMRESH KUMAR PANDEY,04-Mar-2020 11:25 AM,finsummary_642882.pdf (73.19 KB),1.0,1615668.0,M K Brother,"8,460.00",9.0,Technical,Technical Bid Submitted.,AMRESH KUMAR PANDEY,27-Feb-2020 02:51 PM,None,Anurag Kumar Shrivastava,External,,AMRESH KUMAR PANDEY,27-Feb-2020 03:01 PM,27-Feb-2020 03:10 PM,techsummary_642882.pdf (73.19 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCE,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCE,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1621255.0,MITTAL MILL AND HARDWARE STORE,26-Feb-2020 11:19 AM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,2.0,1616673.0,SANWALIYA RSE SYSTEMS PVT LTD,"7,400.00",8.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1615668.0,M K Brother,23-Feb-2020 05:50 PM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,3.0,1618554.0,M/S SANJEEV ENTERPRISES,"3,710.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1621330.0,M/S ANUJ ENTERPRISES,26-Feb-2020 09:32 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Feb-2020 02:51 PM,,,,,,,,,,,,,4.0,1619995.0,JALAN ENTERPRISES,"6,566.09",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1618554.0,M/S SANJEEV ENTERPRISES,26-Feb-2020 11:45 AM,Accepted-AOC,L1,04-Mar-2020 05:05 PM,,,,,,,,,,,,,5.0,1620076.0,S R GROUP OF INDUSTRIES,"6,330.00",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1620636.0,M/S S N TRADERS GENRAL ORDER SUPPLIERS,26-Feb-2020 11:52 AM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,6.0,1620636.0,M/S S N TRADERS GENRAL ORDER SUPPLIERS,"4,470.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1621329.0,RICHA SALES CORPORATION,26-Feb-2020 10:05 AM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,7.0,1621255.0,MITTAL MILL AND HARDWARE STORE,"3,900.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1616673.0,SANWALIYA RSE SYSTEMS PVT LTD,25-Feb-2020 05:57 PM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,8.0,1621329.0,RICHA SALES CORPORATION,"5,613.00",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1621599.0,SHREE HARI MANUFACTURER,26-Feb-2020 11:32 AM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,9.0,1621599.0,SHREE HARI MANUFACTURER,"5,630.00",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1620076.0,S R GROUP OF INDUSTRIES,25-Feb-2020 05:12 PM,Rejected-Finance,price is not low,04-Mar-2020 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
