Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CD -BUILDING- PWD KANPUR NAGAR,09/26A/20 Dated 03.01.2020,2020_CEKNP_421921_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE AND TECHNICAL,10-Jan-2020 09:00 AM,21-Jan-2020 12:30 PM,10-Jan-2020 09:00 AM,20-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 09:00 AM,20-Jan-2020 12:00 PM,13-Feb-2020 01:00 PM,"3,45,000",Yes,percentage,10.0%,EE CD Building PWD Kanpur Nagar,Kanpur,1.0,Date Change,Date,,1.0,SBI Bank,950.0,EE CD Building PWD Kanpur Nagar,Kanpur,No,EE CD Building PWD Kanpur Nagar,EE CD Building PWD Kanpur Nagar,Special Repaire of CC Road in Abadi Portion in Km 2 of Chaubeypur Bandimata Road to khadagpur link Road,Special Repaire of CC Road in Abadi Portion in Km 2 of Chaubeypur Bandimata Road to khadagpur link Road,Please refer Tender documents. ,NA ,"34,50,000",Road Works,NA ,Tender,90.0,60.0,Kanpur Nagar,208001.0,EE CD Building PWD Kanpur Nagar ,EE CD Building PWD Kanpur Nagar ,14-Jan-2020 12:00 PM ,EE CD Building PWD Kanpur Nagar,No ,No,Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CD -BUILDING- PWD KANPUR NAGAR,09/26A/20 Dated 03.01.2020,2020_CEKNP_421921_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE AND TECHNICAL,10-Jan-2020 09:00 AM,21-Jan-2020 12:30 PM,10-Jan-2020 09:00 AM,20-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 09:00 AM,20-Jan-2020 12:00 PM,13-Feb-2020 01:00 PM,"3,45,000",Yes,percentage,10.0%,EE CD Building PWD Kanpur Nagar,Kanpur,1.0,Date Change,Date,,1.0,SBI Bank,950.0,EE CD Building PWD Kanpur Nagar,Kanpur,No,EE CD Building PWD Kanpur Nagar,EE CD Building PWD Kanpur Nagar,Special Repaire of CC Road in Abadi Portion in Km 2 of Chaubeypur Bandimata Road to khadagpur link Road,Special Repaire of CC Road in Abadi Portion in Km 2 of Chaubeypur Bandimata Road to khadagpur link Road,Please refer Tender documents. ,NA ,"34,50,000",Road Works,NA ,Tender,90.0,60.0,Kanpur Nagar,208001.0,EE CD Building PWD Kanpur Nagar ,EE CD Building PWD Kanpur Nagar ,14-Jan-2020 12:00 PM ,EE CD Building PWD Kanpur Nagar,No ,No,03-Mar-2020,"INR 3,450,000",60.0,Chandra Shekhar Prasad Gupta,05-Mar-2020 05:43 PM,AOC_2.pdf (249.00 KB),AOC,1.0,1554788.0,M/s Parvez Trading Co.,INR,"21,466",1.0,1544767.0,AMIT CONSTRUCTION COMPANY,14-Jan-2020 02:03 PM,Rejected-Technical,REJECTED,13-Feb-2020 12:25 PM,Finance,FINANCIAL OPENING,Chandra Shekhar Prasad Gupta,13-Feb-2020 05:35 PM,finance_616616.pdf,BOQ Comparative Chart,CPGUPTA,Internal,CPGUPTA,Chandra Shekhar Prasad Gupta,13-Feb-2020 06:33 PM,finsummary_616616.pdf (16.91 KB),1.0,1548371.0,M/S GULAB AND COMPANY,"31,57,884.50",L5,Technical,TECHNICAL OPENING,Chandra Shekhar Prasad Gupta,21-Jan-2020 03:27 PM,technical_616616.pdf,CPGUPTA,Internal,CPGUPTA,Chandra Shekhar Prasad Gupta,13-Feb-2020 12:25 PM,13-Feb-2020 01:00 PM,techsummary_616616.pdf (765.99 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1554095.0,BABA AMARNATH BUILDERS,20-Jan-2020 10:21 AM,Rejected-Finance,L4,13-Feb-2020 06:33 PM,,,,,,,,,,,,,2.0,1554095.0,BABA AMARNATH BUILDERS,"31,23,257.82",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1542316.0,M/s Girrraj Ji Construction,19-Jan-2020 06:50 PM,Rejected-Technical,REJECTED,13-Feb-2020 12:25 PM,,,,,,,,,,,,,3.0,1554370.0,M/S MAA VAISHNO ENTERPRISES,"27,85,219.16",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1548371.0,M/S GULAB AND COMPANY,15-Jan-2020 05:06 PM,Rejected-Finance,L5,13-Feb-2020 06:33 PM,,,,,,,,,,,,,4.0,1554788.0,M/s Parvez Trading Co.,"25,75,402.06",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1554370.0,M/S MAA VAISHNO ENTERPRISES,20-Jan-2020 11:15 AM,Rejected-Finance,L2,13-Feb-2020 06:33 PM,,,,,,,,,,,,,5.0,1555202.0,M/s. Renu Construction Company,"28,53,786.84",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1555535.0,M/S NIRMAL KUMAR NIGAM,20-Jan-2020 11:22 AM,Rejected-Technical,REJECTED,13-Feb-2020 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1554788.0,M/s Parvez Trading Co.,20-Jan-2020 11:01 AM,Accepted-AOC,L1,05-Mar-2020 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1555202.0,M/s. Renu Construction Company,20-Jan-2020 08:54 AM,Rejected-Finance,L3,13-Feb-2020 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1554756.0,M/S Sardar Singh and Company,19-Jan-2020 06:29 PM,Rejected-Technical,REJECTED,13-Feb-2020 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1551672.0,M/S SARVESH KUMAR,17-Jan-2020 05:44 PM,Rejected-Technical,REJECTED,13-Feb-2020 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
