Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424640_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"38,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Bhanmau Escape From Km 0.000 to Km 1.000 and Km 1.200 to Km 2.700,Renewal of Matelled road of Bhanmau Escape From Km 0.000 to Km 1.000 and Km 1.200 to Km 2.700,Please refer Tender documents. ,NA ,"18,90,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424640_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"38,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Bhanmau Escape From Km 0.000 to Km 1.000 and Km 1.200 to Km 2.700,Renewal of Matelled road of Bhanmau Escape From Km 0.000 to Km 1.000 and Km 1.200 to Km 2.700,Please refer Tender documents. ,NA ,"18,90,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,19-Feb-2020,"INR 1,437,619",30.0,Rakesh Verma,14-Mar-2020 05:03 PM,aoclot6bhanmau.pdf (279.00 KB),ACCEPTANCE OF TENDER,1.0,1571571.0,M/S KAMAL ENTERPRIZES,INR,"1,437,619",1.0,1560987.0,ABASA ENGINEERS CONSTRUCTION PRIVATE LIMITED,22-Jan-2020 09:45 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,Finance,FINANCIAL SUMMERY,Rakesh Verma,03-Feb-2020 05:31 PM,finance_621412.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 06:01 PM,finsummary_621412.pdf (178.98 KB),1.0,1560987.0,ABASA ENGINEERS CONSTRUCTION PRIVATE LIMITED,"17,11,711.50",L8,Technical,TECHNICAL SUMMERY,Rakesh Verma,03-Feb-2020 09:22 AM,technical_621412.pdf,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 10:02 AM,03-Feb-2020 11:00 AM,techsummary_621412.pdf (428.56 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1563678.0,M/S ARVIND KUMAR SINGH,24-Jan-2020 11:56 AM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,,,,,,,,,,,,,2.0,1563441.0,M/S NAV BHARAT CONSTRUCTION,"16,17,528.25",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1571354.0,M/S INDRAPRASTHA TRADERS,28-Jan-2020 03:41 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,,,,,,,,,,,,,3.0,1563663.0,M/S K.K. TRADERS,"16,09,072.10",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1571571.0,M/S KAMAL ENTERPRIZES,28-Jan-2020 03:43 PM,Accepted-AOC,LOWEST QUOTED RATE,14-Mar-2020 05:03 PM,,,,,,,,,,,,,4.0,1563678.0,M/S ARVIND KUMAR SINGH,"15,03,274.90",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1563663.0,M/S K.K. TRADERS,27-Jan-2020 06:39 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,,,,,,,,,,,,,5.0,1563743.0,SHAMBHU PRASAD YADAV,"16,36,269.50",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1563441.0,M/S NAV BHARAT CONSTRUCTION,28-Jan-2020 02:44 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,,,,,,,,,,,,,6.0,1570656.0,UNIQUE INFRA CONSTRUCTION PVT LTD,"16,95,341.81",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1570367.0,M/S NEETU SINGH CONTRACTOR,27-Jan-2020 06:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:22 AM,,,,,,,,,,,,,7.0,1571354.0,M/S INDRAPRASTHA TRADERS,"18,69,211.43",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1563378.0,M/S R.A. Contractor And Suppliers,23-Jan-2020 08:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:22 AM,,,,,,,,,,,,,8.0,1571424.0,Subhash Singh,"17,04,410.77",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1563675.0,RANJEET SINGH CONTRACTOR,23-Jan-2020 10:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:22 AM,,,,,,,,,,,,,9.0,1571571.0,M/S KAMAL ENTERPRIZES,"14,37,619.12",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1563743.0,SHAMBHU PRASAD YADAV,23-Jan-2020 10:44 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
