Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/356 DT-09/12/2019,2019_YEIDA_412375_13,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,24-Dec-2019 06:00 PM,17-Jan-2020 11:00 AM,24-Dec-2019 06:00 PM,16-Jan-2020 05:00 PM,NA ,NA ,24-Dec-2019 06:00 PM,16-Jan-2020 05:00 PM,31-Jan-2020 12:00 PM,"31,00,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,Corrigendum date,Date,,1.0,RTGS - RTGS Payment,"1,770",YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Internal development work in sector17,pocket A,B AND C YEA","Internal development work in sector17,pocket-A,B AND C YEA",REFER TD ,NA ,"20,83,40,838",Civil Works,NA ,Tender,90.0,545.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/356 DT-09/12/2019,2019_YEIDA_412375_13,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,24-Dec-2019 06:00 PM,17-Jan-2020 11:00 AM,24-Dec-2019 06:00 PM,16-Jan-2020 05:00 PM,NA ,NA ,24-Dec-2019 06:00 PM,16-Jan-2020 05:00 PM,31-Jan-2020 12:00 PM,"31,00,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,Corrigendum date,Date,,1.0,RTGS - RTGS Payment,"1,770",YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Internal development work in sector17,pocket A,B AND C YEA","Internal development work in sector17,pocket-A,B AND C YEA",REFER TD ,NA ,"20,83,40,838",Civil Works,NA ,Tender,90.0,545.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,12-Mar-2020,"INR 181,256,528.75",545.0,KRISHNA KUMAR SINGH,12-Mar-2020 04:14 PM,AOC356_13.pdf (483.00 KB),AOC,1.0,1550054.0,Manisha Projects Private Limited,INR,"181,256,528.75",1.0,1537968.0,ESSAI INFRATECH PVT. LTD.,08-Jan-2020 04:46 PM,Rejected-Technical,DISQUALIFIED,31-Jan-2020 10:55 AM,Finance,UNDER EVALUATION,KRISHNA KUMAR SINGH,12-Mar-2020 03:02 PM,finance_607311.pdf,BOQ Comparative Chart,L5,Internal,TENDER COMMITTEE,KRISHNA KUMAR SINGH,12-Mar-2020 04:10 PM,finsummary_607311.pdf (482.95 KB),1.0,1537624.0,M/s Goodhill Builders,"19,37,56,979.00",L4,Technical,UNDER EVALUATION,KRISHNA KUMAR SINGH,31-Jan-2020 10:43 AM,technical_607311.pdf,Committee,Internal,DGMP GMP GMF,KRISHNA KUMAR SINGH,31-Jan-2020 10:55 AM,31-Jan-2020 12:00 PM,techsummary_607311.pdf (733.34 KB),,,
,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1550273.0,Gautam Builders,16-Jan-2020 02:49 PM,Rejected-Finance,L3,12-Mar-2020 04:10 PM,,,,,,,,,,,,,2.0,1537684.0,Kasana Builders Pvt Ltd,"22,32,16,373.45",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1537684.0,Kasana Builders Pvt Ltd,08-Jan-2020 02:33 PM,Rejected-Finance,L6,12-Mar-2020 04:10 PM,,,,,,,,,,,,,3.0,1548129.0,Universal Contractors And Engineers Pvt Ltd,"22,70,91,513.03",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1550400.0,LISHA ENGINEERS PRIVATE LIMITED,16-Jan-2020 04:00 PM,Rejected-Finance,L7,12-Mar-2020 04:10 PM,,,,,,,,,,,,,4.0,1549868.0,M/s Sunil Kumar Jain,"18,33,60,771.21",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1550054.0,Manisha Projects Private Limited,16-Jan-2020 01:35 PM,Accepted-AOC,L1,12-Mar-2020 04:14 PM,,,,,,,,,,,,,5.0,1550054.0,Manisha Projects Private Limited,"18,12,56,528.75",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1537624.0,M/s Goodhill Builders,08-Jan-2020 01:45 PM,Rejected-Finance,L4,12-Mar-2020 04:10 PM,,,,,,,,,,,,,6.0,1550273.0,Gautam Builders,"18,76,31,758.38",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1549868.0,M/s Sunil Kumar Jain,16-Jan-2020 12:33 PM,Rejected-Finance,L2,12-Mar-2020 04:10 PM,,,,,,,,,,,,,7.0,1550400.0,LISHA ENGINEERS PRIVATE LIMITED,"22,50,08,104.65",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1550487.0,RVM Infratech Pvt. Ltd,16-Jan-2020 04:58 PM,Rejected-Finance,L5,12-Mar-2020 04:10 PM,,,,,,,,,,,,,8.0,1550487.0,RVM Infratech Pvt. Ltd,"19,76,52,952.67",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1548129.0,Universal Contractors And Engineers Pvt Ltd,15-Jan-2020 03:48 PM,Rejected-Finance,L8,12-Mar-2020 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_YEIDA_412375_13,YEA/GM(PROJECT)/2019/356 DT-09/12/2019,"Internal development work in sector17,pocket A,B AND C YEA"
