objectid,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,st_area_sh,st_length_,remarks,dist_lgd,state_lgd,subdt_lgd,ac_no,st_length(shape),st_area(shape),sum_population
09-168-00865,09,168,00865,UTTAR PRADESH,Hamirpur,Rath,0.0,0.0,,149,9,865,229,205155.79393829318,913234181.4374133,273069.3125
09-200-01005,09,200,01005,UTTAR PRADESH,Sonbhadra,Robertsganj,0.0,0.0,,184,9,1005,401,445254.9469209083,4053318549.476354,1099322.75
09-177-00902,09,177,00902,UTTAR PRADESH,Ayodhya,Rudauli,0.0,0.0,,140,9,902,271,209118.57344945197,729430687.4382885,534085.5625
09-185-00940,09,185,00940,UTTAR PRADESH,Basti,Rudhauli,0.0,0.0,,131,9,940,309,156884.64368858386,299577241.99954206,228011.0625
09-190-00960,09,190,00960,UTTAR PRADESH,Deoria,Rudrapur,0.0,0.0,,137,9,960,336,182005.11169125108,494744766.6424772,452194.25
09-156-00814,09,156,00814,UTTAR PRADESH,Unnao,Safipur,0.0,0.0,,186,9,814,162,228574.1872318029,1295375395.8368642,822723.125
09-191-00965,09,191,00965,UTTAR PRADESH,Azamgarh,Sagri,0.0,0.0,,123,9,965,344,178631.42864025777,1143159943.6920924,949693.25
09-149-00781,09,149,00781,UTTAR PRADESH,Budaun,Sahaswan,0.0,0.0,,133,9,781,113,184964.21553694987,929648128.7763003,451105.3125
09-188-00949,09,188,00949,UTTAR PRADESH,Gorakhpur,Sahjanwa,0.0,0.0,,148,9,949,324,238635.27826398992,436236920.0786699,433515.71875
09-195-00988,09,195,00988,UTTAR PRADESH,Ghazipur,Saidpur,0.0,0.0,,146,9,988,374,187377.96810139844,698144407.2972184,652690.875
09-190-00962,09,190,00962,UTTAR PRADESH,Deoria,Salempur,0.0,0.0,,137,9,962,341,200824.31794733848,606285228.0854445,578352.125
09-158-00829,09,158,00829,UTTAR PRADESH,Rae Bareli,Salon,0.0,0.0,,175,9,829,181,200426.7219061872,831017359.1248728,561782.5
09-754-00721,09,754,00721,UTTAR PRADESH,Sambhal,Sambhal,0.0,0.0,,659,9,721,33,234852.465973177,1158141565.1480427,1201508.875
09-155-00813,09,155,00813,UTTAR PRADESH,Hardoi,Sandila,0.0,0.0,,150,9,813,160,295837.97555953887,1828632315.0913875,1075831.5
09-138-00732,09,138,00732,UTTAR PRADESH,Meerut,Sardhana,0.0,0.0,,169,9,732,44,163884.14743230096,780030431.2305568,807196.1875
09-168-00866,09,168,00866,UTTAR PRADESH,Hamirpur,Sarila,0.0,0.0,,149,9,866,229,260337.25240746478,1096702123.816631,169649.4375
09-155-00809,09,155,00809,UTTAR PRADESH,Hardoi,Shahabad,0.0,0.0,,150,9,809,155,274126.16530635464,1240370838.2599437,838743.6875
09-142-00750,09,142,00750,UTTAR PRADESH,Bulandshahr,Shikarpur,0.0,0.0,,134,9,750,69,193950.3981386573,709889754.8424231,495859.625
09-184-00932,09,184,00932,UTTAR PRADESH,Siddharth Nagar,Shohratgarh,0.0,0.0,,182,9,932,302,158456.31816009263,660613075.4925383,493400.90625
09-197-00996,09,197,00996,UTTAR PRADESH,Varanasi,Sadar,0.0,0.0,,187,9,996,387,264679.69309043617,1031609215.9075044,3448116.0
09-195-00991,09,195,00991,UTTAR PRADESH,Ghazipur,Zamania,0.0,0.0,,146,9,991,379,186385.38685134277,879840663.3432323,733006.6875
09-187-00945,09,187,00945,UTTAR PRADESH,Maharajganj,Nichlaul,0.0,0.0,,164,9,945,317,237980.831733881,882407531.860894,703048.25
09-135-00720,09,135,00720,UTTAR PRADESH,Moradabad,Bilari,0.0,0.0,,171,9,720,29,212674.84949804065,724008960.5912561,778613.625
09-136-00725,09,136,00725,UTTAR PRADESH,Rampur,Bilaspur,0.0,0.0,,176,9,725,36,197829.97433966142,636355652.8795408,350576.71875
09-161-00840,09,161,00840,UTTAR PRADESH,Etawah,Chakarnagar,0.0,0.0,,139,9,840,201,173620.59159028914,639377961.9413606,166838.5
09-132-00704,09,132,00704,UTTAR PRADESH,Saharanpur,Deoband,0.0,0.0,,177,9,704,5,157617.53021558124,740951749.1451852,604295.8125
09-161-00838,09,161,00838,UTTAR PRADESH,Etawah,Etawah,0.0,0.0,,139,9,838,200,214190.79226098725,820563780.0420132,669968.375
09-159-00832,09,159,00832,UTTAR PRADESH,Farrukhabad,Farrukhabad,0.0,0.0,,141,9,832,195,254786.52024169636,1126311501.9801655,1157914.875
09-146-00769,09,146,00769,UTTAR PRADESH,Agra,Fatehabad,0.0,0.0,,118,9,769,93,214607.0018251029,789004088.4720188,516086.21875
09-147-00772,09,147,00772,UTTAR PRADESH,Firozabad,Firozabad,0.0,0.0,,143,9,772,95,229294.46715623236,575021373.7070752,960884.3125
09-705-00741,09,705,00741,UTTAR PRADESH,Hapur,Garhmukteshwar,0.0,0.0,,661,9,741,60,133342.13859046303,610010163.1463053,494462.375
09-140-00739,09,140,00739,UTTAR PRADESH,Ghaziabad,Ghaziabad,0.0,0.0,,145,9,739,54,192591.00254077182,598256757.5738646,3510104.5
09-705-00740,09,705,00740,UTTAR PRADESH,Hapur,Hapur,0.0,0.0,,661,9,740,59,199585.4895350124,847747013.8293185,1215465.125
09-144-00759,09,144,00759,UTTAR PRADESH,Hathras,Hathras,0.0,0.0,,163,9,759,78,185773.75819127457,608465379.7286415,621654.75
09-181-00924,09,181,00924,UTTAR PRADESH,Shravasti,Ikauna,0.0,0.0,,181,9,924,290,246256.91281488098,764624621.9862597,509092.75
09-152-00796,09,152,00796,UTTAR PRADESH,Shahjahanpur,Jalalabad,0.0,0.0,,180,9,796,132,287598.4784972026,1207465786.9591131,709580.0
09-147-00773,09,147,00773,UTTAR PRADESH,Firozabad,Jasrana,0.0,0.0,,143,9,773,96,211578.0969840703,1048127390.615976,574788.0625
09-161-00836,09,161,00836,UTTAR PRADESH,Etawah,Jaswantnagar,0.0,0.0,,139,9,836,199,136676.10067413718,357941578.5227976,245599.078125
09-704-00706,09,704,00706,UTTAR PRADESH,Shamli,Kairana,0.0,0.0,,660,9,706,8,213890.56598065273,866534345.2569133,625039.875
09-146-00763,09,146,00763,UTTAR PRADESH,Agra,MAHABAN,0.0,0.0,,118,9,0,85,5922.737495632088,569433.013079915,234.42388916015625
09-136-00728,09,136,00728,UTTAR PRADESH,Rampur,Milak,0.0,0.0,,176,9,728,36,160168.52183873233,522958820.75711143,389484.0
09-140-00738,09,140,00738,UTTAR PRADESH,Ghaziabad,Modinagar,0.0,0.0,,145,9,738,57,148780.41284596163,592149740.4520664,802639.8125
09-135-00719,09,135,00719,UTTAR PRADESH,Moradabad,Moradabad,0.0,0.0,,171,9,719,29,321562.99641972844,1011553458.2590029,1830157.625
09-132-00703,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,0.0,0.0,,177,9,703,7,208398.9598181624,1157325510.350506,581683.4375
09-152-00793,09,152,00793,UTTAR PRADESH,Shahjahanpur,Powayan,0.0,0.0,,180,9,793,134,325505.0971670036,1645476218.937201,674619.125
09-136-00726,09,136,00726,UTTAR PRADESH,Rampur,Rampur,0.0,0.0,,176,9,726,35,177503.20594866088,429484111.1518469,742621.5
09-132-00705,09,132,00705,UTTAR PRADESH,Saharanpur,Rampur Maniharan,0.0,0.0,,177,9,705,7,150206.79568106696,631828244.721079,367510.96875
09-144-00760,09,144,00760,UTTAR PRADESH,Hathras,Sadabad,0.0,0.0,,163,9,760,79,192270.91456181055,594454500.2227658,415534.21875
09-132-00702,09,132,00702,UTTAR PRADESH,Saharanpur,Saharanpur,0.0,0.0,,177,9,702,3,238816.45011611623,1058846811.2047111,1747719.625
09-136-00724,09,136,00724,UTTAR PRADESH,Rampur,Tanda,0.0,0.0,,176,9,724,34,175171.97177447187,409495856.7092862,458662.65625
09-135-00717,09,135,00717,UTTAR PRADESH,Moradabad,Thakurdwara,0.0,0.0,,171,9,717,26,225841.18367380888,728138088.4048432,575310.25
09-152-00794,09,152,00794,UTTAR PRADESH,Shahjahanpur,Tilhar,0.0,0.0,,180,9,794,131,324982.8640504056,1382260681.0611176,829757.25
09-147-00771,09,147,00771,UTTAR PRADESH,Firozabad,Tundla,0.0,0.0,,143,9,771,95,196332.73992889927,492523069.626588,563373.4375
09-185-00939,09,185,00939,UTTAR PRADESH,Basti,Basti,0.0,0.0,,131,9,939,311,219502.8523701472,1080521224.7044394,992137.5
09-198-00997,09,198,00997,UTTAR PRADESH,Bhadohi,Bhadohi,0.0,0.0,,179,9,997,392,252252.82313762995,434049751.43031913,536924.4375
09-185-00937,09,185,00937,UTTAR PRADESH,Basti,Bhanpur,0.0,0.0,,131,9,937,309,201276.70105904288,546683352.0369202,408741.1875
09-190-00963,09,190,00963,UTTAR PRADESH,Deoria,Bhatpar Rani,0.0,0.0,,137,9,963,340,139911.67694591556,447757082.8095866,481524.0625
09-163-00846,09,163,00846,UTTAR PRADESH,Kanpur Dehat,Bhognipur,0.0,0.0,,156,9,846,208,167110.12113658673,821545642.5856451,398180.3125
09-148-00777,09,148,00777,UTTAR PRADESH,Mainpuri,Bhogaon,0.0,0.0,,166,9,777,109,269908.5750790272,1501267400.2022707,961443.375
09-162-00841,09,162,00841,UTTAR PRADESH,Auraiya,Bidhuna,0.0,0.0,,122,9,841,202,232252.43593856948,1400986250.5871418,790672.0
09-156-00818,09,156,00818,UTTAR PRADESH,Unnao,Bighapur,0.0,0.0,,186,9,818,166,169755.8293630389,778445854.6905546,392747.34375
09-134-00713,09,134,00713,UTTAR PRADESH,Bijnor,Bijnor,0.0,0.0,,132,9,713,22,206681.51335015954,1108365310.7299905,702850.6875
09-177-00906,09,177,00906,UTTAR PRADESH,Ayodhya,Bikapur,0.0,0.0,,140,9,906,274,207067.63464809116,701054717.4217612,570843.375
09-155-00812,09,155,00812,UTTAR PRADESH,Hardoi,Bilgram,0.0,0.0,,150,9,812,159,254141.8953667703,1205097441.3825023,743014.4375
09-164-00848,09,164,00848,UTTAR PRADESH,Kanpur Nagar,Bilhaur,0.0,0.0,,157,9,848,209,220917.80722135722,1038064716.593689,493205.5625
09-149-00780,09,149,00780,UTTAR PRADESH,Budaun,Bilsi,0.0,0.0,,133,9,780,113,148033.83435545128,464915462.1407976,277198.53125
09-172-00877,09,172,00877,UTTAR PRADESH,Fatehpur,Bindki,0.0,0.0,,142,9,877,238,234260.33382678553,1609502303.2321815,816965.75
09-149-00779,09,149,00779,UTTAR PRADESH,Budaun,Bisauli,0.0,0.0,,133,9,779,112,239442.5924662731,1204754900.3256004,889718.9375
09-133-00709,09,133,00709,UTTAR PRADESH,Muzaffarnagar,Budhana,0.0,0.0,,172,9,709,11,148725.0842257034,686842487.0243188,608450.8125
09-142-00746,09,142,00746,UTTAR PRADESH,Bulandshahr,Bulandshahr,0.0,0.0,,134,9,746,65,244280.69004475465,763280248.3102148,942739.9375
09-191-00964,09,191,00964,UTTAR PRADESH,Azamgarh,Burhanpur,0.0,0.0,,123,9,964,343,158596.05161937655,548790607.9470104,485266.3125
09-188-00948,09,188,00948,UTTAR PRADESH,Gorakhpur,Campierganj,0.0,0.0,,148,9,948,320,214867.3244030889,456414800.1063594,505630.3125
09-174-00887,09,174,00887,UTTAR PRADESH,Kaushambi,Chail,0.0,0.0,,158,9,887,253,163719.51449336662,616892686.3622857,635134.625
09-196-00994,09,196,00994,UTTAR PRADESH,Chandauli,Chakia,0.0,0.0,,135,9,994,383,247580.31215518064,1506217297.3415773,471743.625
09-196-00993,09,196,00993,UTTAR PRADESH,Chandauli,Chandauli,0.0,0.0,,135,9,993,383,258244.84675443068,801104993.3798236,896024.875
09-754-00722,09,754,00722,UTTAR PRADESH,Sambhal,Chandausi,0.0,0.0,,659,9,722,31,239977.67545327567,821409530.3383827,846679.9375
09-134-00716,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,0.0,0.0,,132,9,716,23,205781.60710704373,1057979089.2153605,785251.6875
09-169-00869,09,169,00869,UTTAR PRADESH,Mahoba,Charkhari,0.0,0.0,,165,9,869,231,232200.71536285893,1001045222.6781447,189484.84375
09-188-00951,09,188,00951,UTTAR PRADESH,Gorakhpur,Chauri Chaura,0.0,0.0,,148,9,951,326,169455.57707190388,466211822.8380241,502543.34375
09-145-00761,09,145,00761,UTTAR PRADESH,Mathura,Chhata,0.0,0.0,,167,9,761,81,229263.04303840303,1353990933.9238427,671470.9375
09-160-00833,09,160,00833,UTTAR PRADESH,Kannauj,Chhibramau,0.0,0.0,,155,9,833,196,260652.71455954708,1103079805.6396422,901985.25
09-199-01003,09,199,01003,UTTAR PRADESH,Mirzapur,Chunar,0.0,0.0,,170,9,1003,399,243241.96668659677,1272736212.8091724,841722.1875
09-183-00929,09,183,00929,UTTAR PRADESH,Gonda,Colonelganj,0.0,0.0,,147,9,929,297,237911.11057140745,1301308701.793101,1028862.3125
09-141-00742,09,141,00742,UTTAR PRADESH,Gautam Buddha Nagar,Dadri,0.0,0.0,,144,9,742,62,167537.0461512224,628343792.5460336,1708752.625
09-158-00827,09,158,00827,UTTAR PRADESH,Rae Bareli,Dalmau,0.0,0.0,,175,9,827,182,162527.26697223185,532662795.2358532,326798.5
09-149-00783,09,149,00783,UTTAR PRADESH,Budaun,Dataganj,0.0,0.0,,133,9,783,117,292453.54066618194,1394287060.2883282,770438.3125
09-190-00959,09,190,00959,UTTAR PRADESH,Deoria,Deoria,0.0,0.0,,137,9,959,339,239407.678837054,1160864019.88409,1340240.5
09-163-00844,09,163,00844,UTTAR PRADESH,Kanpur Dehat,Derapur,0.0,0.0,,156,9,844,207,196044.86299125693,568169151.9137164,310950.03125
09-134-00715,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,0.0,0.0,,132,9,715,21,240373.5780330243,1095932777.0558414,1255463.25
09-137-00729,09,137,00729,UTTAR PRADESH,Amroha,Dhanaura,0.0,0.0,,154,9,729,39,196835.8859552268,878357951.6032248,571711.5
09-153-00802,09,153,00802,UTTAR PRADESH,Kheri,Dhaurahara,0.0,0.0,,159,9,802,141,249094.4495970456,1449231687.6478016,675599.75
09-142-00749,09,142,00749,UTTAR PRADESH,Bulandshahr,Debai,0.0,0.0,,134,9,749,68,171901.92317484584,687714932.3824618,537061.1875
09-184-00936,09,184,00936,UTTAR PRADESH,Siddharth Nagar,Domariyaganj,0.0,0.0,,182,9,936,306,203032.5761613212,641891789.9889474,620487.3125
09-200-01006,09,200,01006,UTTAR PRADESH,Sonbhadra,Dudhi,0.0,0.0,,184,9,1006,403,301829.1472254912,3243210743.729237,763381.875
09-201-01008,09,201,01008,UTTAR PRADESH,Etah,Etah,0.0,0.0,,138,9,1008,105,269990.0836250088,1590940232.100049,1106942.0
09-177-00905,09,177,00905,UTTAR PRADESH,Ayodhya,Faizabad,0.0,0.0,,140,9,905,275,180034.14134024037,614492202.0906429,899542.5625
09-150-00789,09,150,00789,UTTAR PRADESH,Bareilly,Faridpur,0.0,0.0,,130,9,789,122,216211.02887258233,834043762.1116054,548896.125
09-176-00896,09,176,00896,UTTAR PRADESH,Barabanki,Fatehpur,0.0,0.0,,129,9,896,266,293891.83686878247,930176996.4529979,651390.9375
09-172-00878,09,172,00878,UTTAR PRADESH,Fatehpur,Fatehpur,0.0,0.0,,142,9,878,240,257794.26319776522,2032564426.7963223,1244269.5
09-166-00857,09,166,00857,UTTAR PRADESH,Jhansi,Garautha,0.0,0.0,,153,9,857,225,245505.0335254393,1298838704.2020102,256400.109375
