object_id,Others_tenders_awarded_value,timeperiod
09-132-00702,2057534.0,2020_02
09-158-00826,6769437.16,2020_02
09-183-00928,5811150.0,2020_02
09-195-00990,1974687.16,2020_02
09-134-00713,19064076.0,2020_03
09-135-00719,18342135.0,2020_03
09-136-00726,7355247.0,2020_03
09-146-00767,1379364.42,2020_03
09-193-00978,7788503.97,2020_03
09-139-00735,332206.0,2025_08
09-142-00745,639014.88,2025_08
09-142-00746,973939.58,2025_08
09-142-00750,1165336.192,2025_08
09-145-00762,1438150.0,2025_08
09-154-00804,2358952.0,2025_08
09-161-00838,4223698.0,2025_08
09-166-00860,2266797.25,2025_08
09-704-00706,1556399.296,2025_08
09-148-00775,754278.0,2025_09
09-153-00801,1991381.57,2025_09
09-154-00804,1444269.0,2025_09
09-155-00811,785535.64,2025_09
09-177-00902,1415322.0,2025_09
09-191-00966,1721247.24,2025_09
09-134-00713,1178353.0,2026_03
09-164-00848,220995.0,2026_03
09-175-00894,2241720.0,2026_03
09-182-00925,1402196.0,2026_03
09-188-00950,4212900.0,2026_03
09-202-01010,70176192.0,2026_03
09-202-01011,23934839.2,2026_03
09-148-00776,315037.5,2026_02
09-145-00762,396347.0,2026_01
09-152-00793,734492.7,2026_01
09-152-00794,2387166.4699999997,2026_01
09-154-00808,27409280.08,2026_01
09-155-00811,1373045.59,2026_01
09-166-00860,1784118.0,2026_01
09-175-00888,1078682.8,2026_01
09-175-00895,611708.75,2026_01
09-182-00926,299799.81,2026_01
09-184-00934,127747.17,2026_01
09-185-00940,165644.16,2026_01
09-188-00948,209295.0,2026_01
09-188-00949,184518.0,2026_01
09-188-00952,330075.9,2026_01
09-188-00954,808137.5,2026_01
09-191-00965,798023.0,2026_01
09-191-00969,422142.05,2026_01
09-132-00701,10002874.0,2026_04
09-132-00702,33345500.0,2026_04
09-134-00713,7780376.0,2026_04
09-145-00764,13485450.0,2026_04
09-150-00787,51258564.0,2026_04
09-151-00790,44543960.0,2026_04
09-152-00795,30672603.3,2026_04
09-153-00801,71066507.0,2026_04
09-154-00804,33821834.4,2026_04
09-170-00871,31832442.31,2026_04
09-181-00924,13825381.1,2026_04
09-182-00925,41569058.23,2026_04
09-184-00934,15829493.15,2026_04
09-185-00939,32105439.22,2026_04
09-187-00947,11876672.0,2026_04
09-188-00950,272910779.65,2026_04
09-190-00959,40263951.21,2026_04
09-191-00966,53914124.7,2026_04
09-193-00978,236801681.74,2026_04
09-195-00989,44436307.5,2026_04
09-199-01000,36760030.0,2026_04
09-155-00811,26967319.278,2024_03
09-176-00897,2008800.0,2024_03
09-176-00900,3688970.0,2024_03
09-190-00959,50104549.29,2024_03
09-200-01006,2378435.0,2024_03
09-134-00713,2742784.8200000003,2025_12
09-134-00715,245245.7,2025_12
09-156-00814,436249.0,2025_12
09-159-00830,559571.62,2025_12
09-164-00848,993221.46,2025_12
09-173-00881,939744.18,2025_12
09-175-00895,116964.0,2025_12
09-176-00897,266601.3,2025_12
09-176-00901,267258.46,2025_12
09-182-00926,45747.9,2025_12
09-182-00927,871619.23,2025_12
09-183-00928,701989.1000000001,2025_12
09-189-00956,1055111.09,2025_12
09-191-00965,187026.61,2025_12
09-706-00824,1745269.02,2025_12
09-706-00914,524821.87,2025_12
