Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Construction Division-3 PWD Sultanpur,"3022/1COM-SU,A,CIR/2019-20 DATE 05.10.2019",2019_CEUFZ_389699_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,IFB,05-Oct-2019 05:55 PM,05-Nov-2019 12:30 PM,05-Oct-2019 05:55 PM,05-Nov-2019 12:00 PM,NA ,NA ,05-Oct-2019 05:55 PM,05-Nov-2019 12:00 PM,27-Nov-2019 03:30 PM,"28,00,000",Yes,fixed,,Superintending EngineerSultanpurAmethi Circle,SULTANPUR,1.0,"3227/1COM-SU,A,CIR/2019-20 DATE 30.10.2019",Other,,1.0,SBI Bank,"2,714",EXECUTIVE ENGINEERCD3PWD,SULTANPUR,No,ARVIND KUMAR (JAIN),SULTANPUR AMETHI CIRCLE PWD SULTANPUR,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur ,NA ,"14,00,00,000",Civil Construction Goods,NA ,Tender,45.0,365.0,SULTANPUR,228001.0,SULTANPUR ,SULTANPUR AMETHI CIRCLE PWD SULTANPUR ,18-Oct-2019 03:00 PM ,SULTANPUR,No ,No,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Construction Division-3 PWD Sultanpur,"3022/1COM-SU,A,CIR/2019-20 DATE 05.10.2019",2019_CEUFZ_389699_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,IFB,05-Oct-2019 05:55 PM,05-Nov-2019 12:30 PM,05-Oct-2019 05:55 PM,05-Nov-2019 12:00 PM,NA ,NA ,05-Oct-2019 05:55 PM,05-Nov-2019 12:00 PM,27-Nov-2019 03:30 PM,"28,00,000",Yes,fixed,,Superintending EngineerSultanpurAmethi Circle,SULTANPUR,1.0,"3227/1COM-SU,A,CIR/2019-20 DATE 30.10.2019",Other,,1.0,SBI Bank,"2,714",EXECUTIVE ENGINEERCD3PWD,SULTANPUR,No,ARVIND KUMAR (JAIN),SULTANPUR AMETHI CIRCLE PWD SULTANPUR,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur,Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur ,NA ,"14,00,00,000",Civil Construction Goods,NA ,Tender,45.0,365.0,SULTANPUR,228001.0,SULTANPUR ,SULTANPUR AMETHI CIRCLE PWD SULTANPUR ,18-Oct-2019 03:00 PM ,SULTANPUR,No ,No,12-Feb-2020,"INR 133,844,698",365.0,Ravi Kant Rajak,12-Feb-2020 11:45 AM,A.P.OFF.pdf (362.00 KB),AOC TENDER,1.0,1439795.0,M/S RAJ CONSTRUCTION,INR,"133,844,698",1.0,1436363.0,A K Associates,05-Nov-2019 09:14 AM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,Finance,SUPERINTENDINENGINEERSULTANPURAMETHICIRCLESULTANPURRAVIKANTRAJAKEECD3PWDSULTANPUR DHERMENDRAKUMARAHIRWALPDPWDSULTANPURRAVIKANTRAJAKEECD3PWDSULTANPURSANJAYBHARTIPDPWDSULTANPUR,Ravi Kant Rajak,27-Nov-2019 04:25 PM,finance_563550.pdf,BOQ Comparative Chart,ARVIND KUMAR (JAIN),Internal,SUPERINTENDINENGINEERSULTANPURAMETHICIRCLESULTANPURRAVIKANTRAJAKEECD3PWDSULTANPUR DHERMENDRAKUMARAHIRWALPDPWDSULTANPURRAVIKANTRAJAKEECD3PWDSULTANPURSANJAYBHARTIPDPWDSULTANPUR,Ravi Kant Rajak,27-Nov-2019 04:34 PM,finsummary_563550.pdf (29.56 KB),1.0,1435087.0,Ms Highway Construction co,"15,60,74,050.00",L9,Technical,SUPERINTENDINENGINEERSULTANPURAMETHICIRCLESULTANPURRAVIKANTRAJAKEECD3PWDSULTANPUR DHERMENDRAKUMARAHIRWALPDPWDSULTANPURRAVIKANTRAJAKEECD3PWDSULTANPURSANJAYBHARTIPDPWDSULTANPUR,Ravi Kant Rajak,05-Nov-2019 02:04 PM,technical_563550.pdf,ARVIND KUMAR (JAIN),Internal,SUPERINTENDINENGINEERSULTANPURAMETHICIRCLESULTANPURRAVIKANTRAJAKEECD3PWDSULTANPUR DHERMENDRAKUMARAHIRWALPDPWDSULTANPURRAVIKANTRAJAKEECD3PWDSULTANPURSANJAYBHARTIPDPWDSULTANPUR,Ravi Kant Rajak,26-Nov-2019 01:43 PM,27-Nov-2019 03:30 PM,techsummary_563550.pdf (395.09 KB),,,
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1435614.0,M/s Alok Infra Projects,05-Nov-2019 06:55 AM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,2.0,1435099.0,SHIV CONSTRUCTION,"14,69,61,683.60",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,SBD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1435087.0,Ms Highway Construction co,04-Nov-2019 06:44 PM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,3.0,1435614.0,M/s Alok Infra Projects,"12,74,38,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,SBDADDENDUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBDADDENDUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1436476.0,M/S JAIN BROTHERS,05-Nov-2019 10:13 AM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,4.0,1436359.0,M/s Nirbhai Construction,"14,80,31,528.60",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,SPECIALCONDITITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SPECIALCONDITITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1436359.0,M/s Nirbhai Construction,04-Nov-2019 05:56 PM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,5.0,1436363.0,A K Associates,"14,47,02,970.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1439795.0,M/S RAJ CONSTRUCTION,05-Nov-2019 09:36 AM,Accepted-AOC,AOC,12-Feb-2020 11:45 AM,,,,,,,,,,,,,6.0,1436476.0,M/S JAIN BROTHERS,"13,28,60,297.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1439105.0,M/s Rajendra Prasad Srivastav,04-Nov-2019 11:21 PM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,7.0,1439105.0,M/s Rajendra Prasad Srivastav,"13,10,68,060.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1439635.0,M/s Srijan Cosntruction,05-Nov-2019 10:28 AM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,8.0,1439635.0,M/s Srijan Cosntruction,"13,89,89,350.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1435099.0,SHIV CONSTRUCTION,04-Nov-2019 05:28 PM,Rejected-Finance,Reject Due to Higher Rate,27-Nov-2019 04:34 PM,,,,,,,,,,,,,9.0,1439795.0,M/S RAJ CONSTRUCTION,"11,78,87,320.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_CEUFZ_389699_1,"3022/1COM-SU,A,CIR/2019-20 DATE 05.10.2019",Widening and Strengthening work of Akberpur Kadipur Chanda Patti Road (MDR) in District Sultanpur
