Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh",3284 /SE.TENDER/AZAMGARH CIRCLE/19 DT. 26.11.2019,2019_CEUAZ_414330_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,19-Dec-2019 09:00 AM,02-Jan-2020 03:30 PM,19-Dec-2019 09:00 AM,01-Jan-2020 12:00 PM,NA ,NA ,19-Dec-2019 12:00 PM,01-Jan-2020 12:00 PM,10-Jan-2020 12:30 PM,"30,00,000",Yes,fixed,,Payment by E-Tender Portal through NIC,Azamgarh,1.0,date,Date,,1.0,SBI Bank,"5,590",Payment by E-Tender Portal through NIC,Azamgarh,No,"S.E., Azamgarh Circle, P.W.D., Azamgarh","S.E., Azamgarh Circle, P.W.D., Azamgarh",Widening and strengthening of Asut Mirzapur Mahul Belavai Road (MDR 158E) km 12 (200) to 23 (total length 11.200 km) to connect the block Mirzapur with two lane road in distt azamgarh,Widening and strengthening of Asut Mirzapur Mahul Belavai Road (MDR 158E) km 12 (200) to 23 (total length 11.200 km) to connect the block Mirzapur with two lane road in distt azamgarh,Please refer Tender documents. ,NA ,"16,10,00,000",Civil Works,NA ,Rate Contract,120.0,365.0,Azamgarh,276001.0,"S.E., Azamgarh Circle, P.W.D., Azamgarh ","S.E., Azamgarh Circle, P.W.D., Azamgarh ",19-Dec-2019 11:00 AM ,"S.E., Azamgarh Circle, P.W.D., Azamgarh",No ,No,"Chief Engineer PWD Azamgarh Zone,Azamgarh||S.E. Azamgarh Circle,PWD,Azamgarh",3284 /SE.TENDER/AZAMGARH CIRCLE/19 DT. 26.11.2019,2019_CEUAZ_414330_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,19-Dec-2019 09:00 AM,02-Jan-2020 03:30 PM,19-Dec-2019 09:00 AM,01-Jan-2020 12:00 PM,NA ,NA ,19-Dec-2019 12:00 PM,01-Jan-2020 12:00 PM,10-Jan-2020 12:30 PM,"30,00,000",Yes,fixed,,Payment by E-Tender Portal through NIC,Azamgarh,1.0,date,Date,,1.0,SBI Bank,"5,590",Payment by E-Tender Portal through NIC,Azamgarh,No,"S.E., Azamgarh Circle, P.W.D., Azamgarh","S.E., Azamgarh Circle, P.W.D., Azamgarh",Widening and strengthening of Asut Mirzapur Mahul Belavai Road (MDR 158E) km 12 (200) to 23 (total length 11.200 km) to connect the block Mirzapur with two lane road in distt azamgarh,Widening and strengthening of Asut Mirzapur Mahul Belavai Road (MDR 158E) km 12 (200) to 23 (total length 11.200 km) to connect the block Mirzapur with two lane road in distt azamgarh,Please refer Tender documents. ,NA ,"16,10,00,000",Civil Works,NA ,Rate Contract,120.0,365.0,Azamgarh,276001.0,"S.E., Azamgarh Circle, P.W.D., Azamgarh ","S.E., Azamgarh Circle, P.W.D., Azamgarh ",19-Dec-2019 11:00 AM ,"S.E., Azamgarh Circle, P.W.D., Azamgarh",No ,No,11-Feb-2020,"INR 136,423,881",365.0,Ashutosh Kumar Mani,11-Feb-2020 06:30 PM,AshokKumarSingh.pdf (1262.00 KB),Financial Bid Accepted at the Rate of Rs.136423881.00,1.0,1526936.0,M/s Ashok Kumar Singh Contractor,INR,"136,423,881",1.0,1521110.0,ganga sagar singh,30-Dec-2019 10:08 PM,Rejected-Finance,L3 Higher Rate Quoted,17-Jan-2020 10:52 AM,Finance,Financial Bid Responsive,Ashutosh Kumar Mani,17-Jan-2020 10:36 AM,finance_604544.pdf,BOQ Comparative Chart,"Mr. R.N. Das, S.E",Internal,"Mr. Rajendra Kumar Tripathi, Mr. Vijay Singh E.E, Mr. Gangeswar Pal A.E",Ashutosh Kumar Mani,17-Jan-2020 10:52 AM,finsummary_604544.pdf (101.53 KB),1.0,1516702.0,VINDHYACHAL SINGH,141327169.94,L2,Technical,Technical Bid Responsive,Ashutosh Kumar Mani,09-Jan-2020 05:29 PM,technical_604544.pdf,"Mr. R.N. Das, S.E",Internal,"Mr. Rajendra Kumar Tripathi, Mr. Vijay Singh E.E, Mr. Gangeswar Pal A.E",Ashutosh Kumar Mani,09-Jan-2020 05:32 PM,10-Jan-2020 12:30 PM,techsummary_604544.pdf (101.53 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1526936.0,M/s Ashok Kumar Singh Contractor,31-Dec-2019 04:22 PM,Accepted-AOC,Financial Bid Accepted at the Rate of Rs.136423881.00,11-Feb-2020 06:30 PM,,,,,,,,,,,,,2.0,1517959.0,M/s Rajendra Prasad Srivastav,150139634.54,L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1525172.0,M/S CHANDRAWATI CONSTRUCTION PVT LTD,30-Dec-2019 05:54 PM,Rejected-Finance,L4 Higher Rate Quoted,17-Jan-2020 10:52 AM,,,,,,,,,,,,,3.0,1520361.0,M/s. PRAKASH CONSTRUCTION,149352014.5,L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1520361.0,M/s. PRAKASH CONSTRUCTION,01-Jan-2020 10:48 AM,Rejected-Finance,L5 Higher Rate Quoted,17-Jan-2020 10:52 AM,,,,,,,,,,,,,4.0,1521110.0,ganga sagar singh,143216158.55,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1521238.0,MS RAJ ASSOCIATES,31-Dec-2019 09:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2020 05:29 PM,,,,,,,,,,,,,5.0,1525172.0,M/S CHANDRAWATI CONSTRUCTION PVT LTD,149188926.54,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1517959.0,M/s Rajendra Prasad Srivastav,01-Jan-2020 10:31 AM,Rejected-Finance,L6 Higher Rate Quoted,17-Jan-2020 10:52 AM,,,,,,,,,,,,,6.0,1526936.0,M/s Ashok Kumar Singh Contractor,137411780.768,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1526058.0,M/S SINCERE CONSTRUCTION,30-Dec-2019 09:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2020 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1527029.0,M/S S.R.S. INFRATECH,31-Dec-2019 08:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2020 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1527104.0,M/s Y.P. Construction,31-Dec-2019 06:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Jan-2020 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1516702.0,VINDHYACHAL SINGH,31-Dec-2019 02:46 AM,Rejected-Finance,L2 Higher Rate Quoted,17-Jan-2020 10:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
