Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1042/red/5cr/3rd call/dt 11/11/19,2019_REDUP_404557_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT (SBD),19-Nov-2019 10:00 AM,05-Dec-2019 12:30 PM,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,NA ,NA ,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"94,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Construction of Road From Hardpur to Basgoi road WORK ID 885,Construction of Road From Hardpur to Basgoi road WORK ID 885,Please refer Tender documents. ,NA ,"47,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,21-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1042/red/5cr/3rd call/dt 11/11/19,2019_REDUP_404557_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT (SBD),19-Nov-2019 10:00 AM,05-Dec-2019 12:30 PM,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,NA ,NA ,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"94,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Construction of Road From Hardpur to Basgoi road WORK ID 885,Construction of Road From Hardpur to Basgoi road WORK ID 885,Please refer Tender documents. ,NA ,"47,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,21-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,04-Feb-2020,"INR 3,847,772",90.0,Mohd Akram,27-Feb-2020 10:38 AM,hardpur885.pdf (465.00 KB),1.0,1489059.0,Ram Kumar Sharma,INR,"3,847,772",1.0,1466573.0,MAHENDRA KUMAR SHARMA,23-Nov-2019 08:49 AM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.2(h) OF ITB,19-Dec-2019 06:35 PM,Finance,Summary,Mohd Akram,28-Dec-2019 08:40 PM,None,BOQ Comparative Chart,SERED ALIGARH,Internal,DAO RED HTS EE RED HTS EE RED ETAH,Mohd Akram,04-Feb-2020 11:27 PM,finsummary_588065.pdf (288.07 KB),1.0,1467469.0,RAJESH CHAUDHARY,"42,04,580.40",L5,Technical,Summary,HASNAIN AHMAD,05-Dec-2019 02:55 PM,technical_588065.pdf,SEREDALIGARH,Internal,"DAO RED HATHRAS , EE RED HATHRAS, EE RED ETAH",Mohd Akram,19-Dec-2019 06:35 PM,27-Dec-2019 12:30 PM,techsummary_588065.pdf (505.35 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1487582.0,M/s Harsh Enterprises,04-Dec-2019 04:49 PM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.4B-a(ii) OF ITB,19-Dec-2019 06:35 PM,,,,,,,,,,,,,2.0,1471426.0,M/S R P SINGH CONTRACTOR,"38,70,420.43",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1485592.0,M/S PATHAK AND COMPANY,05-Dec-2019 07:17 AM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.2(i) OF ITB,19-Dec-2019 06:35 PM,,,,,,,,,,,,,3.0,1471584.0,S S CONSTRUCTIONS,"35,28,966.38",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1471426.0,M/S R P SINGH CONTRACTOR,03-Dec-2019 08:35 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:27 PM,,,,,,,,,,,,,4.0,1489059.0,Ram Kumar Sharma,"34,35,510.99",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1489282.0,PRAVEEN KUMAR SARASWAT CONTRACTOR,05-Dec-2019 10:46 AM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.4B-a(iii) OF ITB,19-Dec-2019 06:35 PM,,,,,,,,,,,,,5.0,1490011.0,Suresh Chand Sharma,"34,65,143.19",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1467469.0,RAJESH CHAUDHARY,25-Nov-2019 11:16 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1489059.0,Ram Kumar Sharma,04-Dec-2019 05:48 PM,Accepted-AOC,L1,27-Feb-2020 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1471584.0,S S CONSTRUCTIONS,02-Dec-2019 07:37 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1490011.0,Suresh Chand Sharma,04-Dec-2019 09:10 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_REDUP_404557_2,1042/red/5cr/3rd call/dt 11/11/19,Construction of Road From Hardpur to Basgoi road WORK ID 885
