Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
UP Rajya Vidyut Utpadan Nigam Ltd||Anpara Thermal Power Project- UPRVUNL- Sonebhadra,T-08/FFSD/DTPP/I-1/2019-2020,2019_RVUNL_370953_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,08-Aug-2019 01:00 PM,09-Sep-2019 04:00 PM,08-Aug-2019 02:00 PM,06-Sep-2019 05:00 PM,08-Aug-2019 02:00 PM ,05-Sep-2019 06:00 PM ,08-Aug-2019 02:00 PM,06-Sep-2019 05:00 PM,14-Sep-2019 05:00 PM,0.0,No,fixed,,Nil,Nil,1.0,RTGS - RTGS Payment,"1,180",Dy CAO CFA and BO DTPS Anpara,Anpara,No,S B Rai,"Office of the Superintending Engineer, O and MCC I, DTPS Anpara","FIRE INSURANCE UNDER STANDARD FIRE AND SPECIAL PERIL POLICY INCLUDING COVER OF RSMD AND STFI WITH STANDARD EXCESS AND ADD ON COVER OF EARTHQUAKE FOR UNIT 6 and 7 OF 2X500MW ANPARA DTPS, ANPARA, and DISTT. SONEBHADRA","FIRE INSURANCE UNDER STANDARD FIRE AND SPECIAL PERIL POLICY INCLUDING COVER OF RSMD AND STFI WITH STANDARD EXCESS AND ADD ON COVER OF EARTHQUAKE FOR UNIT 6 and 7 OF 2X500MW ANPARA DTPS, ANPARA, and DISTT. SONEBHADRA",As per Tender Documents ,NA ,"2,50,00,000",Fire & Safety,Fire Insurance ,Tender,120.0,365.0,Anpara,231225.0,NA ,NA ,NA ,Anpara,No ,No,UP Rajya Vidyut Utpadan Nigam Ltd||Anpara Thermal Power Project- UPRVUNL- Sonebhadra,T-08/FFSD/DTPP/I-1/2019-2020,2019_RVUNL_370953_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,08-Aug-2019 01:00 PM,09-Sep-2019 04:00 PM,08-Aug-2019 02:00 PM,06-Sep-2019 05:00 PM,08-Aug-2019 02:00 PM ,05-Sep-2019 06:00 PM ,08-Aug-2019 02:00 PM,06-Sep-2019 05:00 PM,14-Sep-2019 05:00 PM,0.0,No,fixed,,Nil,Nil,1.0,RTGS - RTGS Payment,"1,180",Dy CAO CFA and BO DTPS Anpara,Anpara,No,S B Rai,"Office of the Superintending Engineer, O and MCC I, DTPS Anpara","FIRE INSURANCE UNDER STANDARD FIRE AND SPECIAL PERIL POLICY INCLUDING COVER OF RSMD AND STFI WITH STANDARD EXCESS AND ADD ON COVER OF EARTHQUAKE FOR UNIT 6 and 7 OF 2X500MW ANPARA DTPS, ANPARA, and DISTT. SONEBHADRA","FIRE INSURANCE UNDER STANDARD FIRE AND SPECIAL PERIL POLICY INCLUDING COVER OF RSMD AND STFI WITH STANDARD EXCESS AND ADD ON COVER OF EARTHQUAKE FOR UNIT 6 and 7 OF 2X500MW ANPARA DTPS, ANPARA, and DISTT. SONEBHADRA",As per Tender Documents ,NA ,"2,50,00,000",Fire & Safety,Fire Insurance ,Tender,120.0,365.0,Anpara,231225.0,NA ,NA ,NA ,Anpara,No ,No,18-Feb-2020,"INR 58,441,448.824",365.0,Manoj Kumar Sachan,18-Feb-2020 06:45 PM,LOIOriental1920.pdf (1112.00 KB),The work Awarded to lowest bidder The Oriental Insurance Company Limited,1.0,1356925.0,THE ORIENTAL INSURANCE COMPANY LIMITED,INR,"58,441,448.824",1.0,1355867.0,Bajaj Allianz General Insurance Co. Ltd.,05-Sep-2019 01:54 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,Finance,All documents as per PQC,Shiw Bali Rai,14-Sep-2019 05:22 PM,None,BOQ Comparative Chart,DT UPRVUNL,Internal,DTC UPRVUNL,Manoj Kumar Sachan,18-Feb-2020 06:32 PM,finsummary_536131.pdf (59.42 KB),1.0,1343125.0,RELIANCE GENERAL INSURANCE CO LTD,58638886.152,L4,Technical,Above bidders have participated in the tender,Shiw Bali Rai,09-Sep-2019 05:51 PM,technical_536131.pdf,SB Rai,Internal,Amit Mishra,Shiw Bali Rai,14-Sep-2019 04:57 PM,14-Sep-2019 05:00 PM,techsummary_536131.pdf (224.14 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1356022.0,FUTURE GENERALI INDIA INSURANCE COMPANY LIMITED,06-Sep-2019 04:16 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,2.0,1355086.0,UNITED INDIA INSURANCE CO. LTD,58638886.152,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1356159.0,icici lombard gic ltd,06-Sep-2019 01:27 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,3.0,1355867.0,Bajaj Allianz General Insurance Co. Ltd.,58573073.709,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1356996.0,IFFCO TOKIO General Insurance Co. ltd,06-Sep-2019 04:03 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,4.0,1355997.0,The New India Assurance Co Ltd,58704698.594,L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1356353.0,NATIONAL INSURANCE COMPANY LIMITED,05-Sep-2019 06:20 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,5.0,1356022.0,FUTURE GENERALI INDIA INSURANCE COMPANY LIMITED,61863695.828,L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1343125.0,RELIANCE GENERAL INSURANCE CO LTD,06-Sep-2019 12:01 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,6.0,1356159.0,icici lombard gic ltd,58573073.709,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1355997.0,The New India Assurance Co Ltd,05-Sep-2019 03:18 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,7.0,1356353.0,NATIONAL INSURANCE COMPANY LIMITED,58507261.267,L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1356925.0,THE ORIENTAL INSURANCE COMPANY LIMITED,06-Sep-2019 02:34 PM,Accepted-AOC,L1 Bidder hence the work Awarded,18-Feb-2020 06:45 PM,,,,,,,,,,,,,8.0,1356925.0,THE ORIENTAL INSURANCE COMPANY LIMITED,58441448.825,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1355086.0,UNITED INDIA INSURANCE CO. LTD,05-Sep-2019 04:53 PM,Rejected-AOC,Prices comparatively high hence rejected,18-Feb-2020 06:45 PM,,,,,,,,,,,,,9.0,1356996.0,IFFCO TOKIO General Insurance Co. ltd,58573073.709,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_RVUNL_370953_1,T-08/FFSD/DTPP/I-1/2019-2020,"FIRE INSURANCE UNDER STANDARD FIRE AND SPECIAL PERIL POLICY INCLUDING COVER OF RSMD AND STFI WITH STANDARD EXCESS AND ADD ON COVER OF EARTHQUAKE FOR UNIT 6 and 7 OF 2X500MW ANPARA DTPS, ANPARA, and DISTT. SONEBHADRA"
