Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD BULAND SHAHAR,7260/96M(II)/E-TENDER/BSR CIRCLE/19 DTE 08.11.2019,2019_CEMRT_405806_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,02-Dec-2019 10:00 AM,31-Dec-2019 12:30 PM,02-Dec-2019 10:00 AM,31-Dec-2019 12:00 PM,02-Dec-2019 10:00 AM ,31-Dec-2019 12:00 PM ,02-Dec-2019 10:00 AM,31-Dec-2019 12:00 PM,08-Jan-2020 03:00 PM,"26,70,000",Yes,fixed,,S.E. PWD CIRCLE BULANDSHAHR,BULANDSHAHR,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"2,714","E.E. C.D.-2, P.W.D., BULANDSHAHR",BULANDSHAHR,No,S.E. CIRCLE BULANDSHAHR,"S.E. PWD, BULANDSHAHR",Widening and Strengthing of Malhapur to Tilbegumpur Insdustrial Area Via Nizampur (Sikandrabad Byepass) ODR From Km. 0.00 to Km 3.150,Widening and Strengthing of Malhapur to Tilbegumpur Insdustrial Area Via Nizampur (Sikandrabad Byepass) ODR From Km. 0.00 to Km. 3.150,AS PER NIT ,NA ,"4,92,00,000",Civil Works,NA ,Tender,90.0,270.0,"E.E. C.D.-2, P.W.D., BULANDSHAHR",203001.0,28.11.2019 ,"S.E. PWD, BULANDSHAHR ",02-Dec-2019 12:00 PM ,S.E. PWD. BULANDSHAHR,No ,No,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD BULAND SHAHAR,7260/96M(II)/E-TENDER/BSR CIRCLE/19 DTE 08.11.2019,2019_CEMRT_405806_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,02-Dec-2019 10:00 AM,31-Dec-2019 12:30 PM,02-Dec-2019 10:00 AM,31-Dec-2019 12:00 PM,02-Dec-2019 10:00 AM ,31-Dec-2019 12:00 PM ,02-Dec-2019 10:00 AM,31-Dec-2019 12:00 PM,08-Jan-2020 03:00 PM,"26,70,000",Yes,fixed,,S.E. PWD CIRCLE BULANDSHAHR,BULANDSHAHR,1.0,Date Corrigendum,Date,,1.0,SBI Bank,"2,714","E.E. C.D.-2, P.W.D., BULANDSHAHR",BULANDSHAHR,No,S.E. CIRCLE BULANDSHAHR,"S.E. PWD, BULANDSHAHR",Widening and Strengthing of Malhapur to Tilbegumpur Insdustrial Area Via Nizampur (Sikandrabad Byepass) ODR From Km. 0.00 to Km 3.150,Widening and Strengthing of Malhapur to Tilbegumpur Insdustrial Area Via Nizampur (Sikandrabad Byepass) ODR From Km. 0.00 to Km. 3.150,AS PER NIT ,NA ,"4,92,00,000",Civil Works,NA ,Tender,90.0,270.0,"E.E. C.D.-2, P.W.D., BULANDSHAHR",203001.0,28.11.2019 ,"S.E. PWD, BULANDSHAHR ",02-Dec-2019 12:00 PM ,S.E. PWD. BULANDSHAHR,No ,No,05-Feb-2020,"INR 39,447,728.27",270.0,RADHEY SHYAM SHARMA,20-Feb-2020 02:56 PM,1.pdf (79.00 KB),1.0,1523158.0,Raja Infraconstruction Pvt Ltd,INR,"39,447,728.27",1.0,1499115.0,ANUJ ASSOCIATES,24-Dec-2019 10:54 AM,Rejected-Finance,L4,22-Jan-2020 04:13 PM,Finance,summery,RADHEY SHYAM SHARMA,08-Jan-2020 03:17 PM,None,BOQ Comparative Chart,ER. S.E. PWD BSR,Internal,Er Radhey Shyam Sharma and Er Jagdish Prasad,RADHEY SHYAM SHARMA,22-Jan-2020 04:13 PM,finsummary_591184.pdf (396.15 KB),1.0,1494003.0,M/S NARENDRA KUMAR CONTRACTOR,"4,86,02,231.40",L7,Technical,att,RADHEY SHYAM SHARMA,08-Jan-2020 12:02 PM,None,se pwd bsr,Internal,Er. Radhey Sayam Sharma Er. Surander Kumar,RADHEY SHYAM SHARMA,08-Jan-2020 12:21 PM,08-Jan-2020 03:00 PM,techsummary_591184.pdf (317.00 KB),,,
,,,,,,,,,,,,,,,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1526402.0,M/S BHARAT CONSTRUCTION,31-Dec-2019 11:20 AM,Rejected-Finance,L5,22-Jan-2020 04:13 PM,,,,,,,,,,,,,2.0,1494025.0,M/S GUPTA ASSOCIATES,"4,03,82,485.60",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1494025.0,M/S GUPTA ASSOCIATES,18-Dec-2019 12:56 PM,Rejected-Finance,L2,22-Jan-2020 04:13 PM,,,,,,,,,,,,,3.0,1499115.0,ANUJ ASSOCIATES,"4,45,48,391.14",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1522975.0,M/s J R S Constructions,31-Dec-2019 11:37 AM,Rejected-Finance,L6,22-Jan-2020 04:13 PM,,,,,,,,,,,,,4.0,1522975.0,M/s J R S Constructions,"4,84,80,421.29",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1494003.0,M/S NARENDRA KUMAR CONTRACTOR,31-Dec-2019 09:38 AM,Rejected-Finance,L7,22-Jan-2020 04:13 PM,,,,,,,,,,,,,5.0,1523158.0,Raja Infraconstruction Pvt Ltd,"3,88,96,402.33",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1495146.0,P P REALCON PVT LTD.,30-Dec-2019 10:25 AM,Rejected-Technical,non responsive,08-Jan-2020 12:21 PM,,,,,,,,,,,,,6.0,1525900.0,Preeti Buildcon Private Limited,"4,25,99,429.48",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1493919.0,PPS BUILDERS PVT LTD,31-Dec-2019 11:35 AM,Rejected-Technical,non responsive,08-Jan-2020 12:21 PM,,,,,,,,,,,,,7.0,1526402.0,M/S BHARAT CONSTRUCTION,"4,82,12,439.06",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1525900.0,Preeti Buildcon Private Limited,31-Dec-2019 11:03 AM,Rejected-Finance,L3,22-Jan-2020 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1523158.0,Raja Infraconstruction Pvt Ltd,31-Dec-2019 11:58 AM,Accepted-AOC,accepted,20-Feb-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1526443.0,SPS CORPORATION PVT LTD.,31-Dec-2019 11:20 AM,Rejected-Technical,non responsive,08-Jan-2020 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
