Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director General DDU State Institute of Rural Development,64/(IV)D.M./2019-20,2019_SIRD_368707_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,01-Aug-2019 01:00 PM,21-Aug-2019 01:00 PM,01-Aug-2019 01:05 PM,20-Aug-2019 06:00 PM,NA ,NA ,01-Aug-2019 01:10 PM,20-Aug-2019 06:00 PM,22-Aug-2019 12:55 PM,"40,000",No,fixed,,Director General DDU SIRD,Lucknow,1.0,DD - Demand Draft,"1,000",Director General DDU SIRD,Lucknow,No,Director General,"DDU State Institute of Rural Development, Bakshi Ka Talab, Lucknow",Tender for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD,"Tender for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD, Lucknow",Please refer Tender documents. ,NA ,"36,84,000",Manpower Supply,NA ,Tender,30.0,365.0,Lucknow,226202.0,NA ,NA ,NA ,Lucknow,No ,No,Director General DDU State Institute of Rural Development,64/(IV)D.M./2019-20,2019_SIRD_368707_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,01-Aug-2019 01:00 PM,21-Aug-2019 01:00 PM,01-Aug-2019 01:05 PM,20-Aug-2019 06:00 PM,NA ,NA ,01-Aug-2019 01:10 PM,20-Aug-2019 06:00 PM,22-Aug-2019 12:55 PM,"40,000",No,fixed,,Director General DDU SIRD,Lucknow,1.0,DD - Demand Draft,"1,000",Director General DDU SIRD,Lucknow,No,Director General,"DDU State Institute of Rural Development, Bakshi Ka Talab, Lucknow",Tender for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD,"Tender for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD, Lucknow",Please refer Tender documents. ,NA ,"36,84,000",Manpower Supply,NA ,Tender,30.0,365.0,Lucknow,226202.0,NA ,NA ,NA ,Lucknow,No ,No,24-Feb-2020,"INR 3,684,000",365.0,ASHOK KUMAR,24-Feb-2020 12:22 PM,bsn.pdf (140.00 KB),Tender for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD,1.0,1342459.0,BSN INFOTECH PRIVATE LIMITED,INR,"116,580",1.0,1342459.0,BSN INFOTECH PRIVATE LIMITED,20-Aug-2019 04:21 PM,Accepted-AOC,Qualifying,24-Feb-2020 12:22 PM,Finance,4 firms 1 Vani Systems (P) Ltd 2 M/s. Yuwa Shakti Construction 3 BSN INFOTECH PRIVATE LIMITED 4 Principle Security And Allied Services Pvt Ltd qualified for financial.,ASHOK KUMAR,24-Feb-2020 12:00 PM,finance_533121.pdf,BOQ Comparative Chart,Dr. D CUpadhyay Additional Director,Internal,1 Anuj Kumar Srivastava Deputy Director 2 Dr Ashok Kumar Assistant Director,ASHOK KUMAR,24-Feb-2020 12:11 PM,finsummary_533121.pdf (141.67 KB),1.0,1335240.0,Vani Systems (P) Ltd,117160.0,2.0,Technical,10 bid found for Hiring HR Agency to Provide Manpower Supply for Disaster Management and Other Projects at DDU SIRD.,SHUBH KARAN SINGH,22-Aug-2019 12:21 PM,technical_533121.pdf,"Dr. D C Upadhyay, Additinal Director",Internal,"1 Anuj Kumar Srivastava DD 2 Dr. Subhkaran Singh, AD 3 Dr. Ashok Kumar, AD",SHUBH KARAN SINGH,22-Aug-2019 12:39 PM,22-Aug-2019 12:55 PM,techsummary_533121.pdf (1050.51 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1333398.0,FRONT LINE SECURITY AND MAN POWER SERVICES,09-Aug-2019 04:50 PM,Rejected-Technical,DD of EMD and Form fees not submitted,22-Aug-2019 12:39 PM,,,,,,,,,,,,,2.0,1341493.0,M/s. Yuwa Shakti Construction,119596.0,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1342370.0,GA DIGITAL WEB WORD PRIVATE LIMITED,20-Aug-2019 02:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2019 12:21 PM,,,,,,,,,,,,,3.0,1342459.0,BSN INFOTECH PRIVATE LIMITED,116580.0,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1337936.0,MAAN COMPUTERS,15-Aug-2019 05:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2019 12:21 PM,,,,,,,,,,,,,4.0,1342550.0,Principle Security And Allied Services Pvt Ltd,121800.0,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1341493.0,M/s. Yuwa Shakti Construction,19-Aug-2019 07:00 PM,Rejected-Finance,Not Qualified,24-Feb-2020 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1342550.0,Principle Security And Allied Services Pvt Ltd,20-Aug-2019 04:28 PM,Rejected-Finance,Not Qualified,24-Feb-2020 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1342627.0,Sai Infotech,20-Aug-2019 05:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1342582.0,SALVATION OUTSOURCING SOLUTION PRIVATE LIMITED,20-Aug-2019 05:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1335240.0,Vani Systems (P) Ltd,12-Aug-2019 07:38 PM,Rejected-Finance,Not Qualified,24-Feb-2020 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1342617.0,Warriors Security And Services,20-Aug-2019 05:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
