Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,32/Nivida-9A Dated 07-01-2020,2020_CEUFZ_424998_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,20-Jan-2020 12:30 PM,29-Jan-2020 04:30 PM,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,NA ,NA ,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,01-Feb-2020 12:00 PM,"43,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,Date Revise,Date,,1.0,SBI Bank,740.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,S/R of Ramnagar se Shahpur Aurav link road km-1(500),S/R of Ramnagar se Shahpur Aurav link road km-1(500),Please refer Tender documents. ,NA ,"4,30,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,25-Jan-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,32/Nivida-9A Dated 07-01-2020,2020_CEUFZ_424998_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,20-Jan-2020 12:30 PM,29-Jan-2020 04:30 PM,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,NA ,NA ,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,01-Feb-2020 12:00 PM,"43,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,Date Revise,Date,,1.0,SBI Bank,740.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,S/R of Ramnagar se Shahpur Aurav link road km-1(500),S/R of Ramnagar se Shahpur Aurav link road km-1(500),Please refer Tender documents. ,NA ,"4,30,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,25-Jan-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,26-Feb-2020,"INR 316,896",45.0,Shashi Pal Baudh,26-Feb-2020 02:15 PM,ramnagarse.pdf (233.00 KB),bond,1.0,1570957.0,R. K. SUPPLIERS,INR,"316,896",1.0,1569934.0,AVNISH ENTERPRISES,29-Jan-2020 11:15 AM,Rejected-Finance,2nd lowest,26-Feb-2020 01:46 PM,Finance,Letter,Shashi Pal Baudh,24-Feb-2020 12:31 PM,finance_623004.pdf,BOQ Comparative Chart,SP Baudh,Internal,S Lal,Shashi Pal Baudh,26-Feb-2020 01:46 PM,finsummary_623004.pdf (332.66 KB),1.0,1567386.0,MS SUNIL KUMAR MISHRA CONTRATOR AND BUILDING,"3,29,510.40",L3,Technical,Letter,Shashi Pal Baudh,31-Jan-2020 12:32 PM,technical_623004.pdf,SP Baudh,Internal,S Lal,Shashi Pal Baudh,31-Jan-2020 01:11 PM,01-Feb-2020 12:00 PM,techsummary_623004.pdf (1188.84 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,fee revise,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,fee revise,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1572392.0,Bhola Prasad Maurya,29-Jan-2020 06:03 AM,Rejected-Finance,6th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,2.0,1567941.0,Raj Bahadur Construction Pvt Ltd,"4,26,904.75",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1571567.0,M/S BHAGELU RAM,28-Jan-2020 11:56 PM,Rejected-Finance,5th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,3.0,1569934.0,AVNISH ENTERPRISES,"3,22,731.41",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1571771.0,M/S SAI CONSTRUCTION,28-Jan-2020 05:44 PM,Rejected-Finance,7th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,4.0,1570480.0,MS SUNIL KUMAR SINGH,"3,29,939.45",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1567386.0,MS SUNIL KUMAR MISHRA CONTRATOR AND BUILDING,25-Jan-2020 03:10 PM,Rejected-Finance,3rd lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,5.0,1570957.0,R. K. SUPPLIERS,"3,16,896.33",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1570480.0,MS SUNIL KUMAR SINGH,27-Jan-2020 08:47 PM,Rejected-Finance,4th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,6.0,1571567.0,M/S BHAGELU RAM,"3,51,821.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1567941.0,Raj Bahadur Construction Pvt Ltd,25-Jan-2020 10:00 PM,Rejected-Finance,8th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,7.0,1571771.0,M/S SAI CONSTRUCTION,"4,26,733.13",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1570957.0,R. K. SUPPLIERS,29-Jan-2020 08:57 AM,Accepted-AOC,1st lowest,26-Feb-2020 02:16 PM,,,,,,,,,,,,,8.0,1572392.0,Bhola Prasad Maurya,"3,79,065.68",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1572513.0,VAIBHAV CONSTRUCTION,29-Jan-2020 10:10 AM,Rejected-Finance,8th lowest,26-Feb-2020 01:46 PM,,,,,,,,,,,,,9.0,1572513.0,VAIBHAV CONSTRUCTION,"4,26,904.75",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEUFZ_424998_5,32/Nivida-9A Dated 07-01-2020,S/R of Ramnagar se Shahpur Aurav link road km-1(500)
