Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1035 /RED/3RD CALL/Tender/5Cr/dt8/11/19,2019_REDUP_404495_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,18-Nov-2019 10:00 AM,04-Dec-2019 12:30 PM,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,NA ,NA ,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"2,64,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Conctruction of New Road Work From Nagla MasandPura Road To Sultanpur Via Tamilpur Work ID 2457,Conctruction of New Road Work From Nagla MasandPura Road To Sultanpur Via Tamilpur Work ID 2457,Please refer Tender documents. ,NA ,"1,32,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,20-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1035 /RED/3RD CALL/Tender/5Cr/dt8/11/19,2019_REDUP_404495_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,18-Nov-2019 10:00 AM,04-Dec-2019 12:30 PM,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,NA ,NA ,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"2,64,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Conctruction of New Road Work From Nagla MasandPura Road To Sultanpur Via Tamilpur Work ID 2457,Conctruction of New Road Work From Nagla MasandPura Road To Sultanpur Via Tamilpur Work ID 2457,Please refer Tender documents. ,NA ,"1,32,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,20-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,31-Jan-2020,"INR 11,031,218",90.0,Mohd Akram,27-Feb-2020 10:32 AM,tamilpura2457.pdf (500.00 KB),1.0,1487396.0,M/S BRAJESH KUMAR AND BROTHERS,INR,"11,031,218",1.0,1467261.0,M/s APM CONSTRUCTION,23-Nov-2019 08:40 AM,Rejected-Technical,NR DUE TO NOT FULFILLMENT OF CLAUSE 4.2(i) OF ITB,19-Dec-2019 06:30 PM,Finance,Summary,Mohd Akram,28-Dec-2019 08:03 PM,None,BOQ Comparative Chart,SE RED ALIGARH,Internal,DAO RED HATHRAS EE RED HATHRAS EE RED ETAH,Mohd Akram,31-Jan-2020 10:18 AM,finsummary_588027.pdf (457.83 KB),1.0,1471433.0,M/S R P SINGH CONTRACTOR,"1,10,25,144.61",L3,Technical,SUMMARY,HASNAIN AHMAD,04-Dec-2019 02:25 PM,technical_588027.pdf,SE RED ALIGARH,Internal,DAO RED HATHRAS EE RED HATHRAS EE RED ETAH,Mohd Akram,19-Dec-2019 06:30 PM,27-Dec-2019 12:30 PM,techsummary_588027.pdf (401.17 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1487396.0,M/S BRAJESH KUMAR AND BROTHERS,03-Dec-2019 08:57 PM,Accepted-AOC,L1,27-Feb-2020 10:32 AM,,,,,,,,,,,,,2.0,1472465.0,Santosh Kumar Sharma,"1,09,00,552.04",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1485636.0,M/S PATHAK AND COMPANY,04-Dec-2019 05:12 AM,Rejected-Technical,NR DUE TO NOT FULFILLMENT OF CLAUSE 4.2(i) OF ITB,19-Dec-2019 06:30 PM,,,,,,,,,,,,,3.0,1472691.0,m/s raj construction,"1,18,68,740.13",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1472691.0,m/s raj construction,04-Dec-2019 10:06 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:18 AM,,,,,,,,,,,,,4.0,1487396.0,M/S BRAJESH KUMAR AND BROTHERS,"98,49,302.23",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1472557.0,M/S RAJENDRA SINGH CON,04-Dec-2019 09:44 AM,Rejected-Technical,NR DUE TO NOT FULFILMENT OF CLAUSE 4.4 B-a(ii) OF ITB,19-Dec-2019 06:30 PM,,,,,,,,,,,,,5.0,1488212.0,P.K. CONSTRUCTION,"1,15,49,471.67",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1471433.0,M/S R P SINGH CONTRACTOR,03-Dec-2019 08:56 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:18 AM,,,,,,,,,,,,,6.0,1488309.0,M/S SANTRAJ,"1,14,85,877.55",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1488309.0,M/S SANTRAJ,04-Dec-2019 07:53 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1488212.0,P.K. CONSTRUCTION,03-Dec-2019 07:15 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1472465.0,Santosh Kumar Sharma,04-Dec-2019 11:23 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_REDUP_404495_4,1035 /RED/3RD CALL/Tender/5Cr/dt8/11/19,Conctruction of New Road Work From Nagla MasandPura Road To Sultanpur Via Tamilpur Work ID 2457
