Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1035 /RED/3RD CALL/Tender/5Cr/dt8/11/19,2019_REDUP_404495_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,18-Nov-2019 10:00 AM,04-Dec-2019 12:30 PM,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,NA ,NA ,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"2,12,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Conctruction of New Road Work From Nakatpura To Tatidandia Work Work ID 2456,Conctruction of New Road Work From Nakatpura To Tatidandia Work Work ID 2456,Please refer Tender documents. ,NA ,"1,06,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,20-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1035 /RED/3RD CALL/Tender/5Cr/dt8/11/19,2019_REDUP_404495_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,18-Nov-2019 10:00 AM,04-Dec-2019 12:30 PM,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,NA ,NA ,18-Nov-2019 10:00 AM,04-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"2,12,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Conctruction of New Road Work From Nakatpura To Tatidandia Work Work ID 2456,Conctruction of New Road Work From Nakatpura To Tatidandia Work Work ID 2456,Please refer Tender documents. ,NA ,"1,06,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,20-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,31-Jan-2020,"INR 8,956,197",90.0,Mohd Akram,27-Feb-2020 10:28 AM,nakatpura2456.pdf (479.00 KB),1.0,1472586.0,M/S BRAJESH KUMAR AND BROTHERS,INR,"8,956,197",1.0,1488928.0,KISHANKUMAR SARASWAT,04-Dec-2019 11:51 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,Finance,Summary,Mohd Akram,28-Dec-2019 06:58 PM,None,BOQ Comparative Chart,SE RED ALIGARH,Internal,DAO RED HATHRAS EE RED HATHRAS EE RED ETAH,Mohd Akram,31-Jan-2020 10:31 AM,finsummary_587981.pdf (501.86 KB),1.0,1471443.0,M/S R P SINGH CONTRACTOR,"89,45,997.06",L4,Technical,SUMMARY,HASNAIN AHMAD,04-Dec-2019 03:39 PM,technical_587981.pdf,SEREDALIGARH,Internal,DAO RED HATHRAS EE RED HATHRAS EE RED ETAH,Mohd Akram,19-Dec-2019 06:25 PM,27-Dec-2019 12:30 PM,techsummary_587981.pdf (364.42 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1467231.0,M/s APM CONSTRUCTION,21-Nov-2019 07:30 PM,Rejected-Technical,NR DUE TO NOT FULFILLMENT OF CLAUSE 4.2(i) OF ITB,19-Dec-2019 06:25 PM,,,,,,,,,,,,,2.0,1472459.0,Santosh Kumar Sharma,"87,44,738.47",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1472586.0,M/S BRAJESH KUMAR AND BROTHERS,03-Dec-2019 08:33 PM,Accepted-AOC,1,27-Feb-2020 10:29 AM,,,,,,,,,,,,,3.0,1472586.0,M/S BRAJESH KUMAR AND BROTHERS,"79,96,604.44",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1485092.0,M/S KAPIL KUMAR SHARMA,04-Dec-2019 11:10 AM,Rejected-Technical,NR DUE TO NOT FULFILLMENT OF CLAUSE 4.2(i) OF ITB,19-Dec-2019 06:25 PM,,,,,,,,,,,,,4.0,1472692.0,m/s raj construction,"97,46,816.58",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1472692.0,m/s raj construction,04-Dec-2019 10:19 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,,,,,,,,,,,,,5.0,1488215.0,P.K. CONSTRUCTION,"95,07,624.44",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1472568.0,M/S RAJENDRA SINGH CON,03-Dec-2019 07:30 PM,Rejected-Technical,NR DUE TO NOT FULFILLMENT OF CLAUSE 4.4 B-a(ii) OF ITB,19-Dec-2019 06:25 PM,,,,,,,,,,,,,6.0,1488314.0,M/S SANTRAJ,"1,01,68,300.54",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1471443.0,M/S R P SINGH CONTRACTOR,03-Dec-2019 09:00 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,,,,,,,,,,,,,7.0,1488928.0,KISHANKUMAR SARASWAT,"83,02,180.31",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1488314.0,M/S SANTRAJ,03-Dec-2019 10:02 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1488215.0,P.K. CONSTRUCTION,03-Dec-2019 07:16 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1472459.0,Santosh Kumar Sharma,04-Dec-2019 11:17 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,31-Jan-2020 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
