Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
UP STATE WAREHOUSING CORPORATION,GKP-03-1617-2019,2019_UPSWC_408594_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,29-Nov-2019 04:00 PM,01-Jan-2020 11:00 AM,29-Nov-2019 04:00 PM,31-Dec-2019 05:00 PM,29-Nov-2019 04:00 PM ,06-Dec-2019 11:00 AM ,29-Nov-2019 04:00 PM,31-Dec-2019 05:00 PM,07-Feb-2020 11:00 AM,"2,00,000",No,fixed,,U.P State Warehousing Corporation,Gorakhpur,1.0,Extension of Bid Submission Date due to internet service Interruption,Date,,1.0,RTGS - RTGS Payment,"1,180",U.P State Warehousing Corporation,Gorakhpur,No,Regional Office Gorakhpur,"C 102/64 Latika Bhawan, Mohaddipur Gorakhpur",E-TENDER FOR APPOINTMENT OF LOADING/UNLOADING/HANDLING CONTRACTOR A T U.P STATE WAREHOUSING CORPORATION DEPOT/GODOWNS ETC. AT PEG BRIJMANGANJ FOR FOOD GRAINS,E-TENDER FOR APPOINTMENT OF LOADING/UNLOADING/HANDLING CONTRACTOR A T U.P STATE WAREHOUSING CORPORATION DEPOT/GODOWNS ETC. AT PEG BRIJMANGANJ FOR FOOD GRAINS,Please refer to Tender Documents ,NA ,"1,00,00,000",Miscellaneous Works,Handling and Transport ,Tender,90.0,730.0,PEG BRIJMANGANJ,273157.0,Regional Office Gorakhpur ,"C 102/64 Latika Bhawan, Mohaddipur Gorakhpur ",06-Dec-2019 12:00 PM ,Regional Office Gorakhpur,No ,No,UP STATE WAREHOUSING CORPORATION,GKP-03-1617-2019,2019_UPSWC_408594_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,29-Nov-2019 04:00 PM,01-Jan-2020 11:00 AM,29-Nov-2019 04:00 PM,31-Dec-2019 05:00 PM,29-Nov-2019 04:00 PM ,06-Dec-2019 11:00 AM ,29-Nov-2019 04:00 PM,31-Dec-2019 05:00 PM,07-Feb-2020 11:00 AM,"2,00,000",No,fixed,,U.P State Warehousing Corporation,Gorakhpur,1.0,Extension of Bid Submission Date due to internet service Interruption,Date,,1.0,RTGS - RTGS Payment,"1,180",U.P State Warehousing Corporation,Gorakhpur,No,Regional Office Gorakhpur,"C 102/64 Latika Bhawan, Mohaddipur Gorakhpur",E-TENDER FOR APPOINTMENT OF LOADING/UNLOADING/HANDLING CONTRACTOR A T U.P STATE WAREHOUSING CORPORATION DEPOT/GODOWNS ETC. AT PEG BRIJMANGANJ FOR FOOD GRAINS,E-TENDER FOR APPOINTMENT OF LOADING/UNLOADING/HANDLING CONTRACTOR A T U.P STATE WAREHOUSING CORPORATION DEPOT/GODOWNS ETC. AT PEG BRIJMANGANJ FOR FOOD GRAINS,Please refer to Tender Documents ,NA ,"1,00,00,000",Miscellaneous Works,Handling and Transport ,Tender,90.0,730.0,PEG BRIJMANGANJ,273157.0,Regional Office Gorakhpur ,"C 102/64 Latika Bhawan, Mohaddipur Gorakhpur ",06-Dec-2019 12:00 PM ,Regional Office Gorakhpur,No ,No,24-Feb-2020,INR 96,730.0,Jai Singh,24-Feb-2020 06:41 PM,AocBrijmanganj.pdf (735.00 KB),96 Percent ASOR for 2 Years for Rack Handling and Transport,1.0,1521140.0,M/S VINOD TRADING COMPANY,INR,96.0,1.0,1515048.0,MARKANDEY SINGH ASSOCIATES,23-Dec-2019 07:37 PM,Not Admitted-Finance,Not qualified for AOC,20-Feb-2020 05:49 PM,Finance,Financial Bid,Jai Singh,20-Feb-2020 05:48 PM,finance_595219.pdf,BOQ Comparative Chart,Jai Singh,Internal,"Shivanand, Sarita Nayak, Ramchandra Chaudhary",Jai Singh,20-Feb-2020 05:53 PM,finsummary_595219.pdf (296.08 KB),1.0,1521140.0,M/S VINOD TRADING COMPANY,96.0,1.0,Technical,"Technical Bid qualified of Veena Traders, Markandey Singh Associates, M/S Vinod Trading Company, Sanjay Kumar Yadav, M/S Vijendra Pratap Singh",Shivanand Dubey,29-Jan-2020 05:41 PM,technical_595219.pdf,JAI SINGH,Internal,"Jai Singh, Shivanand, Sarita Nayak, Ramchandra Chaudhary",Shivanand Dubey,29-Jan-2020 06:10 PM,07-Feb-2020 11:00 AM,techsummary_595219.pdf (210.05 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,2.0,Corrigendum II,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,2.0,Corrigendum II,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1526829.0,M/S AKASH ENTERPRISES,31-Dec-2019 02:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Jan-2020 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1521875.0,M/S Chaudhary Construction,30-Dec-2019 09:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Jan-2020 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1521848.0,M/S SANGAM CONSTRUCTION COMPANY,28-Dec-2019 04:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Jan-2020 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1522917.0,M/s VIJENDRA PRATAP SINGH,31-Dec-2019 12:53 PM,Not Admitted-Finance,Not qualified for AOC,20-Feb-2020 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1521140.0,M/S VINOD TRADING COMPANY,28-Dec-2019 11:07 AM,Accepted-AOC,96 Percent ASOR L1,24-Feb-2020 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1487400.0,RAJESH YADAV,03-Dec-2019 12:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Jan-2020 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1521815.0,Sanjay Kumar Yadav,28-Dec-2019 11:33 AM,Not Admitted-Finance,Not qualified for AOC,20-Feb-2020 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1493474.0,VEENA TRADERS,30-Dec-2019 02:55 PM,Not Admitted-Finance,Not qualified for AOC,20-Feb-2020 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_UPSWC_408594_1,GKP-03-1617-2019,E-TENDER FOR APPOINTMENT OF LOADING/UNLOADING/HANDLING CONTRACTOR A T U.P STATE WAREHOUSING CORPORATION DEPOT/GODOWNS ETC. AT PEG BRIJMANGANJ FOR FOOD GRAINS
