Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1042/red/5cr/3rd call/dt 11/11/19,2019_REDUP_404557_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT (SBD),19-Nov-2019 10:00 AM,05-Dec-2019 12:30 PM,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,NA ,NA ,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"1,16,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Construction of Road From Dhatroi to Amokhri WORK ID 887,Construction of Road From Dhatroi to Amokhri WORK ID 887,Please refer Tender documents. ,NA ,"58,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,21-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE,1042/red/5cr/3rd call/dt 11/11/19,2019_REDUP_404557_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT (SBD),19-Nov-2019 10:00 AM,05-Dec-2019 12:30 PM,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,NA ,NA ,19-Nov-2019 10:00 AM,05-Dec-2019 12:00 PM,27-Dec-2019 12:30 PM,"1,16,000",Yes,fixed,,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,1.0,DATE CORRINGDUM,Date,,1.0,SBI Bank,"2,354",SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMEN,ALIGARH,No,SUPRINTENDING ENGINEER,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH,Construction of Road From Dhatroi to Amokhri WORK ID 887,Construction of Road From Dhatroi to Amokhri WORK ID 887,Please refer Tender documents. ,NA ,"58,00,000",Road Works,NA ,Tender,90.0,90.0,Hathras,204101.0,SE RED CIRCLE ALIGARHH ,SUPRINTENDING ENGINEER RURAL ENGINEERING DEPARTMENT ALIGARH CIRCLE ALIGARH DHANIPUR BLOCK ROAD NEAR CANARA BANK TRAINING CENTER DHANIPUR ALIGARH  ,21-Nov-2019 12:30 PM ,SE RED CIRCLE ALIGARH,No ,No,06-Feb-2020,"INR 4,485,725",90.0,Mohd Akram,27-Feb-2020 10:43 AM,dhatroi887.pdf (465.00 KB),1.0,1489047.0,KISHANKUMAR SARASWAT,INR,"4,485,725",1.0,1489186.0,KAPTAN SINGH,05-Dec-2019 11:14 AM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.2(f) OF ITB,19-Dec-2019 06:39 PM,Finance,Summary,Mohd Akram,28-Dec-2019 08:58 PM,None,BOQ Comparative Chart,SERED ALIGARH,Internal,DAO RED HTS EE RED HTS EE RED ETAH,Mohd Akram,04-Feb-2020 11:36 PM,finsummary_588075.pdf (619.04 KB),1.0,1467420.0,RAJESH CHAUDHARY,"50,78,942.45",L5,Technical,SUMMARY,HASNAIN AHMAD,05-Dec-2019 01:24 PM,technical_588075.pdf,SE RED ALIGARH,Internal,DAO RED HATHRAS EE RED HATHRAS EE RED ETAH,Mohd Akram,19-Dec-2019 06:39 PM,27-Dec-2019 12:30 PM,techsummary_588075.pdf (556.86 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1489047.0,KISHANKUMAR SARASWAT,05-Dec-2019 10:35 AM,Accepted-AOC,L1,27-Feb-2020 10:43 AM,,,,,,,,,,,,,2.0,1471402.0,M/S R P SINGH CONTRACTOR,"46,20,224.13",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1467254.0,MAHENDRA KUMAR SHARMA,25-Nov-2019 06:22 AM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.2(h) OF ITB,19-Dec-2019 06:39 PM,,,,,,,,,,,,,3.0,1471529.0,S S CONSTRUCTIONS,"42,27,037.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1487580.0,M/s Harsh Enterprises,04-Dec-2019 04:54 PM,Rejected-Technical,NR DUE TO NOT FULFILL OF CLAUSE 4.4Ba(ii) OF ITB,19-Dec-2019 06:39 PM,,,,,,,,,,,,,4.0,1489047.0,KISHANKUMAR SARASWAT,"40,05,112.05",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1489797.0,M/S RAJ VEER SINGH,05-Dec-2019 11:20 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:36 PM,,,,,,,,,,,,,5.0,1489797.0,M/S RAJ VEER SINGH,"48,34,439.53",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1471402.0,M/S R P SINGH CONTRACTOR,03-Dec-2019 08:40 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:36 PM,,,,,,,,,,,,,6.0,1490652.0,M/s Sarvesh Kumar,"54,45,146.15",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1490652.0,M/s Sarvesh Kumar,05-Dec-2019 11:59 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1467420.0,RAJESH CHAUDHARY,25-Nov-2019 11:25 AM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1471529.0,S S CONSTRUCTIONS,02-Dec-2019 07:26 PM,Rejected-Finance,DUE TO HIGHER RATE THAN L1,04-Feb-2020 11:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_REDUP_404557_3,1042/red/5cr/3rd call/dt 11/11/19,Construction of Road From Dhatroi to Amokhri WORK ID 887
