Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Greater Noida Industrial Development Authority,GM(PROJ)/HORT/2019-20/350 DATED 04.09.2019,2019_GNIDA_380282_13,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",17-Sep-2019 11:00 AM,30-Sep-2019 11:00 AM,17-Sep-2019 11:00 AM,27-Sep-2019 05:00 PM,NA ,NA ,17-Sep-2019 11:00 AM,27-Sep-2019 05:00 PM,13-Dec-2019 11:00 AM,"1,05,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,710",GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM (HORT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Maintenance of trees, shrubs and lawn in parks, peripheral 60M wide road, society, internal road and green belt in sector Omicron-III for one year, Greater Noida","Maintenance of trees, shrubs and lawn in parks, peripheral 60M wide road, society, internal road and green belt in sector Omicron-III for one year, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"52,14,361",Miscellaneous Works,HORTICULTURE ,Tender,90.0,365.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Greater Noida Industrial Development Authority,GM(PROJ)/HORT/2019-20/350 DATED 04.09.2019,2019_GNIDA_380282_13,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",17-Sep-2019 11:00 AM,30-Sep-2019 11:00 AM,17-Sep-2019 11:00 AM,27-Sep-2019 05:00 PM,NA ,NA ,17-Sep-2019 11:00 AM,27-Sep-2019 05:00 PM,13-Dec-2019 11:00 AM,"1,05,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,710",GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM (HORT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Maintenance of trees, shrubs and lawn in parks, peripheral 60M wide road, society, internal road and green belt in sector Omicron-III for one year, Greater Noida","Maintenance of trees, shrubs and lawn in parks, peripheral 60M wide road, society, internal road and green belt in sector Omicron-III for one year, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"52,14,361",Miscellaneous Works,HORTICULTURE ,Tender,90.0,365.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,07-Feb-2020,"INR 3,309,033.49",365.0,Naveen Kumar Jain,07-Feb-2020 12:35 PM,57.PDF (260.00 KB),AWARD LETTER DATED 30.122019,1.0,1383380.0,M/S VANSHIKA LAND SCAPAR AND SUPPLIER,INR,"3,309,033.49",1.0,1384314.0,Baba Associates,26-Sep-2019 05:09 PM,Rejected-Finance,L4,07-Feb-2020 12:33 PM,Finance,UNDER EVALUATION,Ajay Kumar Rai,13-Dec-2019 12:45 PM,finance_550993.pdf,BOQ Comparative Chart,DGM_FINANCE,Internal,SM_HORT SM_TECH/HORT,Naveen Kumar Jain,07-Feb-2020 12:33 PM,finsummary_550993.pdf (720.30 KB),1.0,1372040.0,M/S GORAV LAND SCAPE AND NURSERY,"39,00,342.03",L6,Technical,UNDER TECHNICAL EVALUATION,Ajay Kumar Rai,30-Sep-2019 01:35 PM,technical_550993.pdf,GM_FINANCE,Internal,GM_HORT SM_HORT/TECH,Rajendra Singh Bhati,12-Dec-2019 06:34 PM,13-Dec-2019 11:00 AM,techsummary_550993.pdf (314.10 KB),,,
,,,,,,,,,,,,,,,,.pdf,APPENDIX A - E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A - E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1385591.0,Baba Construction,27-Sep-2019 02:07 PM,Rejected-Finance,L2,07-Feb-2020 12:33 PM,,,,,,,,,,,,,2.0,1383380.0,M/S VANSHIKA LAND SCAPAR AND SUPPLIER,"33,09,033.49",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PARTNR./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PARTNR./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1385471.0,DEVENDER PAL SINGH,27-Sep-2019 04:55 PM,Rejected-Technical,DISQUALIFIED,12-Dec-2019 06:34 PM,,,,,,,,,,,,,3.0,1384314.0,Baba Associates,"36,44,316.90",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1372040.0,M/S GORAV LAND SCAPE AND NURSERY,20-Sep-2019 02:34 PM,Rejected-Finance,L6,07-Feb-2020 12:33 PM,,,,,,,,,,,,,4.0,1384433.0,M/S JAI DURGA CONSTRUCTION CO.,"38,83,656.07",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1384433.0,M/S JAI DURGA CONSTRUCTION CO.,26-Sep-2019 06:01 PM,Rejected-Finance,L5,07-Feb-2020 12:33 PM,,,,,,,,,,,,,5.0,1384529.0,ravinder singh,"35,45,765.48",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1381958.0,M/S MAHA LAXMI CONSTRUCTION,25-Sep-2019 02:41 PM,Rejected-Technical,DISQUALIFIED,12-Dec-2019 06:34 PM,,,,,,,,,,,,,6.0,1385591.0,Baba Construction,"34,39,392.52",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1385766.0,M/s OM NURSERY and FARM,27-Sep-2019 04:46 PM,Rejected-Technical,DISQUALIFIED,12-Dec-2019 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1384612.0,M/S ROOP CHAND,26-Sep-2019 07:43 PM,Rejected-Technical,DISQUALIFIED,12-Dec-2019 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1383380.0,M/S VANSHIKA LAND SCAPAR AND SUPPLIER,26-Sep-2019 10:08 AM,Accepted-AOC,L1,07-Feb-2020 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1384529.0,ravinder singh,26-Sep-2019 06:50 PM,Rejected-Finance,L3,07-Feb-2020 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_GNIDA_380282_13,GM(PROJ)/HORT/2019-20/350 DATED 04.09.2019,"Maintenance of trees, shrubs and lawn in parks, peripheral 60M wide road, society, internal road and green belt in sector Omicron-III for one year, Greater Noida"
