Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,05-Mar-2026 05:14 PM,05-Mar-2026 06:00 PM,techsummary_2081193.pdf (887.21 KB),10-Mar-2026,INR 100,90.0,Virendra Kumar Pandey,10-Mar-2026 11:45 AM,14.pdf (147.00 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,05-Mar-2026 03:55 PM,,1.0,5942773.0,M/s Bindu Devi,INR,100.0,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,07-Mar-2026 10:28 PM,finsummary_2081193.pdf (146.77 KB),Finance,Bid Opening Summary,Praveen Kumar,05-Mar-2026 09:47 PM,,BOQ Comparative Chart,1,5942773,M/s Bindu Devi,02-Mar-2026 09:15 PM,Accepted-AOC,L1,10-Mar-2026 11:46 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1119268_14,2324/RED Tender KUSHINAGAR,GRAMSABHA CHAF KE TOLA JARATHI PATTI ME KRISHNA MOHAN KUSHWAHA KE GHAR SE HITESH KUSHWAHA KE HAR KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,AOC,GRAMSABHA CHAF KE TOLA JARATHI PATTI ME KRISHNA MOHAN KUSHWAHA KE GHAR SE HITESH KUSHWAHA KE HAR KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,GRAMSABHA CHAF KE TOLA JARATHI PATTI ME KRISHNA MOHAN KUSHWAHA KE GHAR SE HITESH KUSHWAHA KE HAR KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,Please refer Tender documents. ,NA ,"31,23,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,05-Mar-2026 06:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2324/RED Tender KUSHINAGAR,2026_REDUP_1119268_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"2,336",Nil,Nil,No,"62,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE RED KUSHINAGAR,EE RED KUSHINAGAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5945684,SHRI SURYA BLOCKS,03-Mar-2026 02:37 PM,Rejected-Finance,L2,07-Mar-2026 10:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC
