Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur",2026_UPIDC_1119659_1,09/SE/2025-26,NIT09/SE/2025-26 Lot01,1.0,5945624.0,S.B. ENTERPRISES,INR,"7,997,139.56",1,5945432,ANSH CONSTRUCTION,03-Mar-2026 11:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 05:09 PM,16-Mar-2026,"INR 7,997,139.56",90.0,Vijay Kumar,24-Mar-2026 05:47 PM,29.pdf (284.00 KB),DOS 16-03-2026 to 15-06-2026 by letter no 920 dt 16-03-2026 ag no. 29,Sri Vijay Kumar SE IWC Mirzapur,Internal,Sri U.K Singh EE Irrigation construction Div Rbj Sonebhadra,Vijay Kumar,10-Mar-2026 05:16 PM,finsummary_2082146.pdf (1133.25 KB),Technical,Summary Uploaded,Vijay Kumar,07-Mar-2026 05:09 PM,,Sri Vijay Kumar SE IWC Mirzapur,Internal,Sri U.K Singh EE Irrigation construction division Robertsganj sonebhadra,Vijay Kumar,07-Mar-2026 05:14 PM,10-Mar-2026 05:00 PM,techsummary_2082146.pdf (1133.25 KB),Finance,Summary uploaded L1 bidder M/s S.B. ENTERPRISES,Vijay Kumar,10-Mar-2026 05:11 PM,,BOQ Comparative Chart,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur",09/SE/2025-26,2026_UPIDC_1119659_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,SE IWC MIRZAPUR,"OFFICE OF SE IWC IRRIGATION COLONY FATHA,MIRZAPUR",1.0,Date Corrigendum by letter no 643 dt 18-02-2026,Other,,"1,69,000",No,fixed,,Nil,Nil,NIT09/SE/2025-26 Lot01,Costruction of Escape and Spreading Moorum top of bundhi From ch. Km. 0.060 to km. 2.060 of Narso Bundhi.,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,90.0,90.0,"SILTHAM,SONBHADRA",231213.0,NA ,NA ,NA ,OFFICE OF SE IWC MIRZAPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical File,24-Feb-2026 12:21 PM,03-Mar-2026 02:30 PM,24-Feb-2026 02:30 PM,03-Mar-2026 02:00 PM,NA ,NA ,24-Feb-2026 02:30 PM,03-Mar-2026 02:00 PM,10-Mar-2026 12:21 PM,"2,354",Nil,Nil,No,AOC
,,,,,,,,,2,5944771,M/S LALMANI MAURYA,02-Mar-2026 07:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5944721,M/S RAMPYARE SINGH,02-Mar-2026 06:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5944401,MS SHREYA CONSTRUCTION,03-Mar-2026 01:17 PM,Rejected-Finance,Due to L2,10-Mar-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5944158,RAM MURTI CONSTRUCTION,02-Mar-2026 03:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5945624,S.B. ENTERPRISES,03-Mar-2026 01:56 PM,Accepted-AOC,Due to L1,24-Mar-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5944685,S P CONSTRUCTION COMPANY,02-Mar-2026 06:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
