EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"20,800",No,fixed,,EE UPSCIDCO,BAREILLY,"11 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)","11 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)","11 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi) ",NA ,"10,37,850",Solar Street Lights,11 Nos. Solar LED High Mast Light at Bhojipura ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,19-Feb-2026 06:30 PM,26-Feb-2026 01:00 PM,19-Feb-2026 06:30 PM,26-Feb-2026 12:00 PM,NA ,NA ,19-Feb-2026 06:30 PM,26-Feb-2026 12:00 PM,06-Mar-2026 04:00 PM,Executive Engineer (Elect.) Officer,"UPSCIDCO, 154 Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly","1,652",EE UPSCIDCO,BAREILLY,No,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,302/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 19.02.2026,2026_SCIDC_1118328_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,AOC,Finance,Financial Bid Opening Summary,Harindra Kumar,09-Mar-2026 05:10 PM,finance_2078567.pdf,BOQ Comparative Chart,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,06-Mar-2026 03:57 PM,06-Mar-2026 04:00 PM,techsummary_2078567.pdf (940.69 KB),Technical,Technical Bid Opening Summary,Harindra Kumar,06-Mar-2026 03:44 PM,technical_2078567.pdf,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,09-Mar-2026 05:15 PM,finsummary_2078567.pdf (762.11 KB),09-Mar-2026,"INR 1,037,434.86",60.0,Harindra Kumar,10-Mar-2026 05:37 PM,LOI1.pdf (531.00 KB),Total Contract Value Rs. 1037434.86,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,2026_SCIDC_1118328_1,302/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 19.02.2026,"11 Nos. Solar LED High Mast Light at Various Places in Vidhan Sabha Area Bhojipura, Bareilly, District-Bareilly (MLA Nidhi)",1.0,5931089.0,M/S B R ENTERPRISES,INR,"1,037,434.86",1,5931089,M/S B R ENTERPRISES,25-Feb-2026 11:31 PM,Accepted-AOC,Ist Lowest Rate,10-Mar-2026 05:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5931129,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,25-Feb-2026 11:51 PM,Rejected-AOC,IInd Lowest Rate,10-Mar-2026 05:37 PM,AOC
