Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
30-Mar-2026,"INR 1,424,999.5",30.0,Manoj kumar Gour,30-Mar-2026 04:54 PM,66lot1sanjeev.pdf (256.00 KB),1.0,5845424.0,M/S SANJEEV KUMAR CONTRACTOR,INR,"1,424,999.5","U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",2026_UPIDM_1110709_1,66/EE/CSD-3/2025-26 (LOT-1),Laying of cement concrete paver blocks on the service road between Km 0.180 and Bhikkawala Pump Canal Phase I,1,5845340,AARU ENTERPRISE,05-Feb-2026 05:52 PM,Rejected-Finance,HIGHER BID,30-Mar-2026 04:51 PM,Technical,5 technical bids received,Manoj kumar Gour,09-Feb-2026 01:56 PM,,EE,Internal,,Manoj kumar Gour,30-Mar-2026 04:51 PM,finsummary_2051348.pdf (757.87 KB),Finance,3 fin bids recieved,Manoj kumar Gour,13-Feb-2026 05:12 PM,,BOQ Comparative Chart,EE,Internal,,Manoj kumar Gour,09-Feb-2026 02:03 PM,09-Feb-2026 03:00 PM,techsummary_2051348.pdf (757.87 KB),AOC,29-Jan-2026 04:40 PM,06-Feb-2026 03:00 PM,29-Jan-2026 04:40 PM,06-Feb-2026 02:00 PM,NA ,NA ,29-Jan-2026 04:40 PM,06-Feb-2026 02:00 PM,09-Feb-2026 03:00 PM,1.0,SBI Bank,854.0,Nil,Nil,No,"30,400",No,fixed,,Nil,Nil,"Executive Engineer, CSD-3, kalagarh","Office of the Executive Engineer, CSD-3, Kalagarh","U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",66/EE/CSD-3/2025-26 (LOT-1),2026_UPIDM_1110709_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD, Pre bid qualification",Laying of cement concrete paver blocks on the service road between Km 0.180 and Bhikkawala Pump Canal Phase I,Laying of cement concrete paver blocks on the service road between Km 0.180 and Bhikkawala Pump Canal Phase I,please refer tender document. ,NA ,,Miscellaneous Works,NA ,Tender,120.0,30.0,Bhikkawala,246722.0,NA ,NA ,NA ,"Office of the Executive Engineer, CSD-3, Kalagarh",No ,No,AOC
,,,,,,,,,,,,,,,2,5845888,M/S KUNWAR ENGINEERING WORKS,05-Feb-2026 11:12 PM,Rejected-Finance,HIGHER BID,30-Mar-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5845424,M/S SANJEEV KUMAR CONTRACTOR,05-Feb-2026 06:23 PM,Accepted-AOC,lowest rates,30-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5841981,RANA FABRICATORS,06-Feb-2026 12:24 PM,Rejected-Technical,technically not qualified,09-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5845485,YOGESH KUMAR CONTRACTOR,05-Feb-2026 10:29 PM,Rejected-Finance,HIGHER BID,30-Mar-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
