S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5798651.0,KRISHNAENTERPRISES,INR,"2,446,420.72","Office of The Director Ground Water Department||Superintending Engineer Bareilly||Executive Engi, GWD Dn-Saharanpur (Hydrological)",2026_UPGWD_1103514_1,10/EEGWD/SRE/ABHY/RWH/2025-26,CONSTRUCTION OF ROOFTOP RAIN WATER HARVESTING,1,5798201,JATA SHANKAR RAI CONTRACTOR,11-Jan-2026 12:56 PM,Rejected-AOC,4TH LOWEST,17-Mar-2026 05:22 PM,17-Mar-2026,"INR 2,446,420.72",60.0,Ashish Singh,17-Mar-2026 05:22 PM,10Aoc.pdf (458.00 KB),AOC(27.01.2026),Ashish kumar Singh Chaudhary,Internal,Ganesh singh Noopur gupta Pushkar singh,Ashish Singh,13-Jan-2026 05:35 PM,13-Jan-2026 05:40 PM,techsummary_2035063.pdf (348.41 KB),Finance,Bid opening summary,Ashish Singh,17-Mar-2026 03:33 PM,finance_2035063.pdf,BOQ Comparative Chart,ASHISH KUMAR SINGH CHAUDHARY,Internal,Ganesh singh noopur gupta pushkar singh,Ashish Singh,17-Mar-2026 04:08 PM,finsummary_2035063.pdf (341.17 KB),Technical,Technical bid opening summary,Ashish Singh,13-Jan-2026 05:20 PM,technical_2035063.pdf,AOC,"42,000",No,fixed,,Nil,Nil,"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Executive Engi, GWD Dn-Saharanpur (Hydrological)",10/EEGWD/SRE/ABHY/RWH/2025-26,2026_UPGWD_1103514_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,REQUIRED DOCUMENTS AS PER TENDER NOTICE,1.0,SBI Bank,EXECUTIVE ENGINEER,"Office of the Executive Engineer, Ground Water Department, Saharanpur, Jila Panchayat Parisar, Saharanpur",CONSTRUCTION OF ROOFTOP RAIN WATER HARVESTING,Construction of rooftop rainwater harvesting at various building and blocks of Muzaffarnagar Janta inter college kukda sadar muzaffrngr Kalyankari inter college Baghra Gandhi Inter college charthawal,As per tender document ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,"Sadar Muzaffarnagar, Baghra, Charthawal",247001.0,NA ,NA ,NA ,SAHARANPUR,No ,No,05-Jan-2026 10:00 AM,13-Jan-2026 10:00 AM,05-Jan-2026 10:00 AM,12-Jan-2026 05:00 PM,NA ,NA ,05-Jan-2026 10:00 AM,12-Jan-2026 05:00 PM,13-Jan-2026 05:40 PM,854.0,Nil,Nil,No,AOC
,,,,,,,,,2,5798651,KRISHNAENTERPRISES,12-Jan-2026 12:17 PM,Accepted-AOC,1ST LOWEST,17-Mar-2026 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT WITH AUTHORIZED SIGNATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5798954,M/S JAINENDRA ENTERPRISES,11-Jan-2026 09:07 PM,Rejected-AOC,3RD LOWEST,17-Mar-2026 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,ADDITIONAL DOCUMENT AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5798657,M/s Shiva Enterprises,11-Jan-2026 11:41 PM,Rejected-AOC,2ND LOWEST,17-Mar-2026 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
