Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
16-Mar-2026,"INR 36,464,889.47",540.0,Ramesh Kumar Singh,24-Mar-2026 03:36 PM,lot01.pdf (297.00 KB),L1,1.0,5894507.0,M/s Mithilesh Kumar,INR,"36,464,889.47","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",2026_UPIDC_1113784_1,05/SE/2025-26,Restoration of Jari Dy. from Km. 10.215 to km. 19.000 and demarcation of canal land.,1,5901977,BHAMAR SINGH,20-Feb-2026 02:16 PM,Rejected-Finance,L6,16-Mar-2026 10:51 AM,Technical,all 07 bids admitted for Technical Evaluation,Ramesh Kumar Singh,26-Feb-2026 05:21 PM,technical_2063587.pdf,SE RK SINGH,Internal,SE IWC MIRZAPUR EE BELAN CANAL DIVISION PRAYAGRAJ,Ramesh Kumar Singh,16-Mar-2026 10:51 AM,finsummary_2063587.pdf (296.85 KB),Finance,07 bids admitted for finanicial evaluation.,Ramesh Kumar Singh,16-Mar-2026 10:46 AM,,BOQ Comparative Chart,SE RK SINGH,Internal,SE IWC MIRZAPUR EE TONS PUMP CANAL PRAYAGRAJ,Ramesh Kumar Singh,26-Feb-2026 05:27 PM,28-Feb-2026 12:00 PM,techsummary_2063587.pdf (323.46 KB),AOC,09-Feb-2026 12:45 PM,20-Feb-2026 03:30 PM,09-Feb-2026 12:45 PM,20-Feb-2026 03:00 PM,NA ,NA ,09-Feb-2026 12:45 PM,20-Feb-2026 03:00 PM,28-Feb-2026 12:00 PM,Restoration of Jari Dy. from Km. 10.215 to km. 19.000 and demarcation of canal land.,Restoration of Jari Dy. from Km. 10.215 to km. 19.000 and demarcation of canal land.,Please refer Tender documents. ,NA ,"4,86,38,000",Civil Works,NA ,Tender,90.0,540.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,IWC PRAYAGRAJ,No ,No,"2,354",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Document,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",05/SE/2025-26,2026_UPIDC_1113784_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"9,72,760",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,SE,"SE, IRRIGATION WORK CIRCLE, 9 SAPRU ROAD, CIVIL LINE, PRAYAGRAJ",AOC
,,,,,,,,,,,,,,,,2,5899816,M/S BADRI SINGH,20-Feb-2026 09:55 AM,Rejected-Finance,L5,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5894507,M/s Mithilesh Kumar,20-Feb-2026 02:50 PM,Accepted-AOC,L1,24-Mar-2026 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5901170,M/S PRABHAT TRADERS,20-Feb-2026 01:11 PM,Rejected-Finance,L3,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5898735,NIKHIL CONSTRUCTION,20-Feb-2026 12:26 PM,Rejected-Finance,L2,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5898470,shivansh venture pvt ltd,19-Feb-2026 07:20 PM,Rejected-Finance,L7,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5898732,VINAY KUMAR SINGH,20-Feb-2026 11:59 AM,Rejected-Finance,L4,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
