Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
17-Mar-2026,"INR 86,109,452.7",365.0,Alok Kumar,27-Mar-2026 01:51 PM,aoc122.pdf (365.00 KB),AS PER UPLOADED,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",2026_UPIDC_1111715_2,12/SE/2025-26,"Construction of Boundary Pillar and Restoration of internal section, reconstruction of damaged 04 no. VRB and Repairing of 24 no. regulators of Chaff branch from km 0.000 to km 39.450 in district Kushinagar.",1.0,5882313.0,M/s Narayan Enterprises,INR,"86,109,452.7",1,5885539,M/s Asha Colonizers and Contractors Private Limited,17-Feb-2026 12:30 PM,Rejected-Finance,AS PER UPLOADED,24-Feb-2026 07:54 PM,Technical,AS PER UPLOADED,Alok Kumar,19-Feb-2026 09:53 PM,technical_2054866.pdf,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,24-Feb-2026 07:54 PM,finsummary_2054866.pdf (383.99 KB),Finance,AS PER UPLOADED,Alok Kumar,24-Feb-2026 07:49 PM,finance_2054866.pdf,BOQ Comparative Chart,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,19-Feb-2026 09:56 PM,23-Feb-2026 11:00 AM,techsummary_2054866.pdf (383.99 KB),AOC,"Construction of Boundary Pillar and Restoration of internal section, reconstruction of damaged 04 no. VRB and Repairing of 24 no. regulators of Chaff branch from km 0.000 to km 39.450 in district Kushinagar.","Construction of Boundary Pillar and Restoration of internal section, reconstruction of damaged 04 no. VRB and Repairing of 24 no. regulators of Chaff branch from km 0.000 to km 39.450 in district Kushinagar.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,365.0,KUSHINAGAR,274403.0,NA ,NA ,NA ,"SE GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR",No ,No,"24,26,000",Yes,fixed,,Nil,Nil,"7,354",Nil,Nil,No,1.0,SBI Bank,03-Feb-2026 10:00 AM,17-Feb-2026 01:30 PM,03-Feb-2026 10:00 AM,17-Feb-2026 01:00 PM,NA ,NA ,03-Feb-2026 10:00 AM,17-Feb-2026 01:00 PM,23-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",12/SE/2025-26,2026_UPIDC_1111715_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5881399,M/S BABA TRADERS,17-Feb-2026 12:16 PM,Rejected-Finance,AS PER UPLOADED,24-Feb-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5882313,M/s Narayan Enterprises,17-Feb-2026 12:42 PM,Accepted-AOC,AS PER UPLOADED,27-Mar-2026 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5885703,M/s Raja Ram Shukla Contractor,17-Feb-2026 12:30 PM,Rejected-Technical,AS PER TECHNICAL EVALUATION,19-Feb-2026 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5879616,Rakesh Kumar Rai,17-Feb-2026 12:34 PM,Rejected-Technical,AS PER TECHNICAL EVALUATION,19-Feb-2026 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
