Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
TOURISM DEVELOPMENT WORK OF PRACHIN DEV STHAN AT VILLAGE SAIFPUR IN DISTRICT FIROZABAD (UP),TOURISM DEVELOPMENT WORK OF PRACHIN DEV STHAN AT VILLAGE SAIFPUR IN DISTRICT FIROZABAD (UP),Please refer Tender documents. ,NA ,"50,99,117",Miscellaneous Works,NA ,Tender,90.0,180.0,VILLAGE SAIFPUR IN DISTRICT FIROZABAD (UP),283203.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",31-Jan-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",1.0,SBI Bank,30-Jan-2026 03:00 PM,09-Feb-2026 03:00 PM,30-Jan-2026 03:00 PM,09-Feb-2026 02:00 PM,NA ,NA ,30-Jan-2026 03:00 PM,09-Feb-2026 02:00 PM,13-Feb-2026 01:00 PM,"1,02,000",No,fixed,,Nil,Nil,"11,800",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,33/GM-4/UPPCL/2025-26 Dated 21-01-2026,2026_UPPRC_1110969_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,10-Feb-2026 06:21 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,17-Feb-2026 08:17 PM,finsummary_2051941.pdf (78.08 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,16-Feb-2026 08:23 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,12-Feb-2026 06:51 PM,13-Feb-2026 01:00 PM,techsummary_2051941.pdf (4209.91 KB),25-Feb-2026,"INR 5,048,126.39",180.0,RAJIV KUMAR PANDEY,21-Mar-2026 04:01 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Vaishnavi Electricals Engineering Works,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1110969_3,33/GM-4/UPPCL/2025-26 Dated 21-01-2026,TOURISM DEVELOPMENT WORK OF PRACHIN DEV STHAN AT VILLAGE SAIFPUR IN DISTRICT FIROZABAD (UP),1.0,5849031.0,M/S VAISHNAVI ELETRICALS ENGINEERING WORKS,INR,"5,048,126.39",1,5854367,M K INDIA INFRAESTATE PRIVATE LIMITED,08-Feb-2026 11:10 PM,Rejected-Finance,Being Second Lowest,17-Feb-2026 08:17 PM,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5849031,M/S VAISHNAVI ELETRICALS ENGINEERING WORKS,07-Feb-2026 01:25 PM,Accepted-AOC,L1,21-Mar-2026 04:01 PM,AOC
