Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
16-Mar-2026,"INR 1,502,360",15.0,Yogesh Nim,16-Mar-2026 06:53 PM,AOC18.pdf (254.00 KB),Ag.No.18/EE/2025-26,1.0,5953432.0,ZAHEERUDEEN,INR,"1,502,360","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",2026_UPIDC_1120438_2,TENDER NOTICE NO.06/EE/2025-26,Tender Notice No.06/EE/2025-26,1,5957567,AASHTA CONSTRUCTION,09-Mar-2026 09:32 AM,Rejected-Technical,DOCUMENTS INCOMPLETE,11-Mar-2026 02:12 PM,Technical,Total 06 No. Responses Found in Bid and 03 No. Responses Found valid for Technical Evaluation. Other 03 no. responses found invalid due to Documents incomplete.,Yogesh Nim,11-Mar-2026 01:57 PM,technical_2084147.pdf,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,14-Mar-2026 09:26 PM,finsummary_2084147.pdf (190.60 KB),Finance,Total 03 No. Responses Found Valid for Financial Evaluation.,Yogesh Nim,14-Mar-2026 09:09 PM,finance_2084147.pdf,BOQ Comparative Chart,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,11-Mar-2026 02:12 PM,12-Mar-2026 03:00 PM,techsummary_2084147.pdf (427.81 KB),AOC,26-May-2026 10:00 AM,09-Mar-2026 03:00 PM,03-Mar-2026 10:00 AM,09-Mar-2026 11:00 AM,NA ,NA ,03-Mar-2026 12:21 PM,09-Mar-2026 11:00 AM,12-Mar-2026 03:00 PM,"56,000",No,fixed,,Nil,Nil,EE EGCC DIV-2 HARIDWAR,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,Tender Notice No.06/EE/2025-26,Internal clearance and Berm cutting of Chandak branch from Km.0.000 to 7.700 for the Year 2025-26 in Distt. Bijnor.Lot-2,Please refer Tender documents. ,NA ,"27,87,000",Civil Works - Canal,NA ,Tender,90.0,15.0,BIJNOR,246701.0,NA ,NA ,NA ,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,No ,No,854.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",TENDER NOTICE NO.06/EE/2025-26,2026_UPIDC_1120438_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5957856,ATUL KUMAR GUPTA,09-Mar-2026 10:48 AM,Rejected-Finance,L3,14-Mar-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5955081,MAHENDRA SINGH,07-Mar-2026 12:48 PM,Rejected-Finance,L2,14-Mar-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5956490,M/S VIPIN KUMAR CONTRACTOR,08-Mar-2026 01:46 PM,Rejected-Technical,DOCUMENTS INCOMPLETE,11-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5956315,SATYA VEER SINGH CONTRACTOR,08-Mar-2026 10:50 PM,Rejected-Technical,DOCUMENTS INCOMPLETE,11-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5953432,ZAHEERUDEEN,08-Mar-2026 10:49 PM,Accepted-AOC,L1,16-Mar-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
