Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:45 AM,30-Mar-2026 12:00 PM,techsummary_2099928.pdf (868.63 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:20 AM,,30-Mar-2026,"INR 1,006,254.44",90.0,Virendra Kumar Pandey,30-Mar-2026 02:18 PM,14.pdf (147.00 KB),1,5995113,M/s Bindu Devi,21-Mar-2026 07:52 PM,Accepted-AOC,L1,30-Mar-2026 02:18 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_14,2422/RED Tender KUSHINAGAR,Vikas Khand Sevarhi ke Gram Sabha Gauraha me Kapil ke ghar se Buddhu Kushwaha ke ghar tak CC sadak ka nirman karya.,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 02:03 PM,finsummary_2099928.pdf (146.69 KB),Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 12:55 PM,,BOQ Comparative Chart,1.0,5995113.0,M/s Bindu Devi,INR,"1,006,254.44",AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Vikas Khand Sevarhi ke Gram Sabha Gauraha me Kapil ke ghar se Buddhu Kushwaha ke ghar tak CC sadak ka nirman karya.,Vikas Khand Sevarhi ke Gram Sabha Gauraha me Kapil ke ghar se Buddhu Kushwaha ke ghar tak CC sadak ka nirman karya.,Please refer Tender documents. ,NA ,"10,08,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,752.0,Nil,Nil,No,"20,000",No,fixed,,Nil,Nil,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2,5995919,SHRI SURYA BLOCKS,22-Mar-2026 02:18 PM,Rejected-Finance,L2,30-Mar-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
