Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Tender Stage
27-Mar-2026,"INR 2,425,192",90.0,Vinod Kumar Kardam,20-Mar-2026 03:42 PM,aoc.pdf (825.00 KB),AWARD OF CONTRACT for 19 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur,1,5945042,M/S A TO Z ASSOCIATES,02-Mar-2026 11:28 PM,Accepted-AOC,Being L1,20-Mar-2026 03:42 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1119381_1,157/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 19 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",1.0,5945042.0,M/S A TO Z ASSOCIATES,INR,"2,425,192",Technical,Technical Evaluation Summary,Vinod Kumar Kardam,10-Mar-2026 12:31 PM,technical_2081477.pdf,Executive Engineer,Internal,"Vinod Kumar Kardam - Executive Engineer, Mool Chandra - Assistant Account officer",Vinod Kumar Kardam,20-Mar-2026 03:40 PM,finsummary_2081477.pdf (344.53 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,20-Mar-2026 03:37 PM,finance_2081477.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,10-Mar-2026 12:33 PM,10-Mar-2026 05:00 PM,techsummary_2081477.pdf (344.53 KB),AOC,1.0,List of Approved Make,Other,,"49,000",No,fixed,,UPSCIDCO,SAHARANPUR,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,23-Feb-2026 01:00 PM,05-Mar-2026 11:00 AM,23-Feb-2026 01:00 PM,05-Mar-2026 10:00 AM,NA ,NA ,23-Feb-2026 01:00 PM,05-Mar-2026 10:00 AM,10-Mar-2026 05:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,157/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1119381_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 19 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 19 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",Please refer Tender documents. ,NA ,"24,25,920",Civil Works,NA ,Tender,90.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,"1,652",UPSCIDCO,SAHARANPUR,No,1.0,RTGS - RTGS Payment,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",AOC
,,,,,,,2,5945531,NAR SINGH KUMAR CONTRACTOR,03-Mar-2026 12:44 PM,Rejected-Finance,Being L2,20-Mar-2026 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,Finance,.xls,Fee/PreQual/Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
