Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Mahoba",08/SE/2025-26,2026_UPIDC_1112067_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Strengthening and Laying Stone boulder pitching of Common bank between Arjun Feeder Canal and Dhashan Main Canal.,Strengthening and Laying Stone boulder pitching of Common bank between Arjun Feeder Canal and Dhashan Main Canal.,as per tender nit and tender document ,NA ,,Civil Works,NA ,Tender,90.0,455.0,MAHOBA,210427.0,NA ,NA ,NA ,OFFICE OF THE SE ICC MAHOBA,No ,No,1.0,SBI Bank,"11,86,000",No,fixed,,Nil,Nil,"8,614",Nil,Nil,No,SE ICC MAHOBA,SE ICC BAZARIYA MAHOBA,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,04-Feb-2026 09:00 AM,13-Feb-2026 03:30 PM,04-Feb-2026 09:00 AM,13-Feb-2026 03:00 PM,NA ,NA ,04-Feb-2026 09:00 AM,13-Feb-2026 03:00 PM,27-Feb-2026 01:30 PM,AOC,Finance,All bidders BOQ are received and accepted in 1st stage. Financial Evaluation is under process.,CHANDRASHEKHER MANGLAM,27-Feb-2026 04:13 PM,,BOQ Comparative Chart,SE ICC MAHOBA,Internal,SE ICC JHANSI AND EE MDCD 1 MAHOBA,CHANDRASHEKHER MANGLAM,25-Feb-2026 01:33 PM,27-Feb-2026 01:30 PM,techsummary_2056386.pdf (666.22 KB),Technical,All bids are accepted in 1st stage. Technical Evaluation is under process.,CHANDRASHEKHER MANGLAM,13-Feb-2026 05:31 PM,,SE ICC MAHOBA,Internal,SE ICC JHANSI AND EE MDCD 1 MAHOBA,CHANDRASHEKHER MANGLAM,06-Mar-2026 07:12 PM,finsummary_2056386.pdf (561.24 KB),10-Mar-2026,"INR 52,320,851.3",455.0,CHANDRASHEKHER MANGLAM,11-Mar-2026 07:17 PM,nit08aoc.pdf (750.00 KB),first lowest,"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Mahoba",2026_UPIDC_1112067_1,08/SE/2025-26,Strengthening and Laying Stone boulder pitching of Common bank between Arjun Feeder Canal and Dhashan Main Canal.,1.0,5867386.0,M/s Bajrang Construction & Suppliars,INR,"52,320,851.3",1,5867386,M/s Bajrang Construction & Suppliars,13-Feb-2026 02:47 PM,Accepted-AOC,L1,11-Mar-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5867354,M/S LODHI ENTERPRISES,13-Feb-2026 12:25 PM,Rejected-Finance,L2,06-Mar-2026 07:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5866653,M/S VIVEK KUMAR SINGH,13-Feb-2026 08:51 AM,Rejected-Finance,L3,06-Mar-2026 07:12 PM,AOC
