Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"2,354",Nil,Nil,No,"EE, FWD,PRAYAGARAJ","EE,FWD,PRAYAGRAJ",1,Fee/PreQual/Technical,.pdf,DOC,"63,400",Yes,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",04/EE/2025-26,2026_UPIDC_1112939_10,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Repair work of Damage stone slope pitching between ch km 0.00 to km 0.100 Anti erosion work for protection from erosion of Vill group Narwar Chaukatha, Digihiya etc situated on the right bank of river Ganga in Meja","Repair work of Damage stone slope pitching between ch km 0.00 to km 0.100 Anti erosion work for protection from erosion of Vill group Narwar Chaukatha, Digihiya etc situated on the right bank of river Ganga in Meja",Please refer Tender documents. ,NA ,"31,70,000",Civil Works,NA ,Tender,90.0,30.0,PRAYAGRAJ,210000.0,NA ,NA ,NA ,PRAYAGARAJ,No ,No,13-Feb-2026 06:15 PM,18-Feb-2026 06:30 PM,13-Feb-2026 06:15 PM,18-Feb-2026 06:15 PM,NA ,NA ,13-Feb-2026 06:15 PM,18-Feb-2026 06:15 PM,25-Feb-2026 03:00 PM,AOC,D N SHUKLA,Internal,s p chaudhary,DIGVIJAY NARAIN,14-Mar-2026 03:36 PM,finsummary_2071242.pdf (192.04 KB),Finance,all accepted,DIGVIJAY NARAIN,14-Mar-2026 03:34 PM,finance_2071242.pdf,BOQ Comparative Chart,1.0,5888087.0,SHARDA CONSTRUCTION,INR,"2,165,456",1,5892823,M/S DHARMSHEELA CONSTRUCTION,18-Feb-2026 03:07 PM,Rejected-AOC,2,14-Mar-2026 03:41 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",2026_UPIDC_1112939_10,04/EE/2025-26,"Repair work of Damage stone slope pitching between ch km 0.00 to km 0.100 Anti erosion work for protection from erosion of Vill group Narwar Chaukatha, Digihiya etc situated on the right bank of river Ganga in Meja",D N SHUKLA,Internal,S P CHAUDHARY,DIGVIJAY NARAIN,25-Feb-2026 09:59 AM,25-Feb-2026 03:00 PM,techsummary_2071242.pdf (437.96 KB),14-Mar-2026,"INR 2,165,456",30.0,DIGVIJAY NARAIN,14-Mar-2026 03:41 PM,06.pdf (192.00 KB),sharda construction,Technical,ALL ACCEPTED,DIGVIJAY NARAIN,25-Feb-2026 09:56 AM,technical_2071242.pdf,AOC
,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5888087,SHARDA CONSTRUCTION,18-Feb-2026 04:27 PM,Accepted-AOC,1,14-Mar-2026 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
