Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Repair and Maintenance work of K.G.B.Vidyalay, Sadat, Distt.- Ghazipur (U.P.)","Repair and Maintenance work of K.G.B.Vidyalay, Sadat, Distt.- Ghazipur (U.P.)",As per BID Document ,NA ,"19,50,000",Civil Works,NA ,Tender,90.0,270.0,"Sadat, Distt.- Ghazipur (U.P.)",233001.0,NA ,NA ,NA ,Varanasi,No ,No,"39,000",No,fixed,,Nil,Nil,Project Manager Unit-13,"Project Manager, Unit-3 U.P. Project Corporation Ltd D.59/105-59A, Chandrika Nagar Colony, Sigra, Varanasi","5,900",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,12/UPPCL/PM-3/VNS/2025-26,2026_UPPRC_1105495_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,BID Document,1.0,SBI Bank,12-Jan-2026 09:00 AM,20-Jan-2026 04:00 PM,12-Jan-2026 09:00 AM,20-Jan-2026 02:00 PM,NA ,NA ,12-Jan-2026 09:00 AM,20-Jan-2026 02:00 PM,18-Feb-2026 04:00 PM,AOC,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,26-May-2026 12:17 PM,finsummary_2039763.pdf (1472.11 KB),Technical,Enclosed,MANVENDRA SINGH,18-Feb-2026 03:30 PM,technical_2039763.pdf,Project Manager Unit-3,Internal,"Project Manager Unit-3,Project Manager Unit-19, Accountant",MANVENDRA SINGH,18-Feb-2026 03:42 PM,18-Feb-2026 04:00 PM,techsummary_2039763.pdf (1384.25 KB),Finance,Enclosed,MANVENDRA SINGH,17-Mar-2026 08:47 PM,finance_2039763.pdf,BOQ Comparative Chart,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,2026_UPPRC_1105495_2,12/UPPCL/PM-3/VNS/2025-26,"Repair and Maintenance work of K.G.B.Vidyalay, Sadat, Distt.- Ghazipur (U.P.)",1.0,5814498.0,MAHADEV CONSTRUCTION AND PEST CONTROL,INR,"1,945,547.75",1,5814498,MAHADEV CONSTRUCTION AND PEST CONTROL,20-Jan-2026 07:33 AM,Accepted-AOC,L1 Firm,17-Mar-2026 09:12 PM,17-Mar-2026,"INR 1,945,547.75",270.0,MANVENDRA SINGH,17-Mar-2026 09:12 PM,12_2POW.pdf (235.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5814554,SHIVAM TRADERS,19-Jan-2026 09:12 PM,Rejected-AOC,L2 Firm,17-Mar-2026 09:12 PM,,,,,,,AOC
