Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
19-Mar-2026,"INR 932,263.24",60.0,Charan Singh Arya,19-Mar-2026 06:13 PM,LOI2.pdf (802.00 KB),Total Contract Value Rs. 932263.24,1.0,5972844.0,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,INR,"932,263.24",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1123762_1,1184-2/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.03.2026,Construction work of Maharishi Sr. Kashyap ji Memory Gates at Vill. Thiriya Banno Jaan near Kiyuladiya Road (Vidhayak Nidhi),1,5972844,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,16-Mar-2026 12:18 AM,Accepted-AOC,Ist Lowest Rate,19-Mar-2026 06:13 PM,Finance,Financial Bid Opening Summary,Charan Singh Arya,19-Mar-2026 02:30 PM,finance_2093783.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,19-Mar-2026 01:20 PM,19-Mar-2026 01:25 PM,techsummary_2093783.pdf (284.58 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,19-Mar-2026 01:14 PM,technical_2093783.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,19-Mar-2026 02:38 PM,finsummary_2093783.pdf (789.16 KB),AOC,11-Mar-2026 02:00 PM,18-Mar-2026 02:00 PM,11-Mar-2026 02:00 PM,18-Mar-2026 01:00 PM,NA ,NA ,11-Mar-2026 02:00 PM,18-Mar-2026 01:00 PM,19-Mar-2026 01:25 PM,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1184-2/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.03.2026,2026_SCIDC_1123762_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,"18,700",No,fixed,,EE UPSCIDCO,BAREILLY,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",Construction work of Maharishi Sr. Kashyap ji Memory Gates at Vill. Thiriya Banno Jaan near Kiyuladiya Road (Vidhayak Nidhi),Construction work of Maharishi Sr. Kashyap ji Memory Gates at Vill. Thiriya Banno Jaan near Kiyuladiya Road (Vidhayak Nidhi),Construction work of Maharishi Sr. Kashyap ji Memory Gates at Vill. Thiriya Banno Jaan near Kiyuladiya Road (Vidhayak Nidhi) ,NA ,"9,32,543",Civil Works - Others,Const work of Maharishi Sr. Kashyap ji Memory Gate ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,062",EE UPSCIDCO,BAREILLY,No,AOC
,,,,,,,,,,,,,,,,2,5972491,Syed Construction,14-Mar-2026 03:42 PM,Rejected-AOC,IInd Lowest Rate,19-Mar-2026 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
