S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,5929966,P N INFRAVENTURE PRIVATE LIMITED,25-Feb-2026 09:08 PM,Rejected-Finance,Being Second Lowest,27-Feb-2026 08:33 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra||Unit-4 Agra,2026_UPPRC_1117729_1,08/PM-4/UPPCL/2025-26 Dated 07-02-2026,CONSTRUCTION OF 4 BEDDED AYUSH HEALTH AND WELLNESS CENTER AT-BAIPUR IN DISTT- AGRA (U.P),1.0,5926071.0,Shiv Traders,INR,"2,200,579.19",10-Mar-2026,"INR 2,200,579.19",90.0,SANDEEP SINGH CHAUDHARY,20-Mar-2026 01:27 PM,AOC.pdf (106.00 KB),"Work Awarded to M/s Shiv Traders,",Sandeep Singh Chaudhary Project Manager Unit-4 Agra,Internal,"Sanjay Singh Projects Manager Unit-32 Aligarh, , Shravan Kumar Accountant Unit-4 Agra",SANDEEP SINGH CHAUDHARY,27-Feb-2026 08:33 PM,finsummary_2077003.pdf (115.67 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,SANDEEP SINGH CHAUDHARY,26-Feb-2026 08:00 PM,,Sandeep Singh Chaudhary Project Manager Unit-4 Agra,Internal,"Sanjay Singh Projects Manager Unit-32 Aligarh, , Shravan Kumar Accountant Unit-4 Agra",SANDEEP SINGH CHAUDHARY,26-Feb-2026 08:03 PM,27-Feb-2026 12:00 PM,techsummary_2077003.pdf (4216.28 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,SANDEEP SINGH CHAUDHARY,27-Feb-2026 08:26 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,"46,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Bid Doc,"5,900",Nil,Nil,No,"Project Manager,(Unit-4) Agra","H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra||Unit-4 Agra,08/PM-4/UPPCL/2025-26 Dated 07-02-2026,2026_UPPRC_1117729_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Feb-2026 04:00 PM,26-Feb-2026 03:00 PM,18-Feb-2026 04:00 PM,26-Feb-2026 02:00 PM,NA ,NA ,18-Feb-2026 04:00 PM,26-Feb-2026 02:00 PM,27-Feb-2026 12:00 PM,CONSTRUCTION OF 4 BEDDED AYUSH HEALTH AND WELLNESS CENTER AT-BAIPUR IN DISTT- AGRA (U.P),CONSTRUCTION OF 4 BEDDED AYUSH HEALTH AND WELLNESS CENTER AT-BAIPUR IN DISTT- AGRA (U.P),Please refer Tender documents. ,NA ,"22,58,162",Civil Works - Buildings,NA ,Tender,90.0,90.0,Baipur Sikandra Agra,282003.0,NA ,NA ,NA ,"Office of Project Manager,(Unit-4) Agra",No ,No,AOC
2,5926071,Shiv Traders,24-Feb-2026 08:23 PM,Accepted-AOC,L1,20-Mar-2026 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
