Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Repair and Renovation work toilet blocks, painting work of OPD block and sewer line work for Government Medical College Orai District Jalaun (U.P.)","Repair and Renovation work toilet blocks, painting work of OPD block and sewer line work for Government Medical College Orai District Jalaun (U.P.)","Repair and Renovation work toilet blocks, painting work of OPD block and sewer line work for Government Medical College Orai District Jalaun (U.P.) ",NA ,"1,64,67,000",Civil Works,NA ,Tender,90.0,180.0,Orai District Jalaun (U.P.),285001.0,NA ,NA ,NA ,"General Manager, Zone-5",No ,No,"General Manager, Zone-5","General Manager, Zone-5, U.P. Projects Corporation Ltd. Gomti Barrage, Left Bank, Gomti Nagar, Lucknow","17,700",Nil,Nil,No,25-Feb-2026 09:00 AM,06-Mar-2026 04:00 PM,25-Feb-2026 09:00 AM,06-Mar-2026 03:00 PM,NA ,NA ,25-Feb-2026 09:00 AM,06-Mar-2026 03:00 PM,09-Mar-2026 09:00 AM,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,50/UPPCL/GM-5/E-TENDER/2025-26,2026_UPPRC_1114340_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,30,000",No,fixed,,Nil,Nil,AOC,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12,Accountant,Unit-12",SURESH CHANDRA YADAV,18-Mar-2026 07:10 PM,finsummary_2082469.pdf (989.29 KB),Technical,Summary_1114340_2,SURESH CHANDRA YADAV,07-Mar-2026 04:53 PM,technical_2082469.pdf,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12,Accountant,Unit-12",SURESH CHANDRA YADAV,07-Mar-2026 05:35 PM,09-Mar-2026 09:00 AM,techsummary_2082469.pdf (989.29 KB),Finance,Comparative,SURESH CHANDRA YADAV,18-Mar-2026 07:07 PM,finance_2082469.pdf,BOQ Comparative Chart,1,5944731,CHANDRAPRAKASH THEKEDAR,02-Mar-2026 06:55 PM,Accepted-AOC,Qualified,28-Mar-2026 04:36 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,2026_UPPRC_1114340_2,50/UPPCL/GM-5/E-TENDER/2025-26,"Repair and Renovation work toilet blocks, painting work of OPD block and sewer line work for Government Medical College Orai District Jalaun (U.P.)",1.0,5944731.0,CHANDRAPRAKASH THEKEDAR,INR,"16,360,694.17",29-Mar-2026,"INR 16,360,694.17",180.0,SURESH CHANDRA YADAV,28-Mar-2026 04:36 PM,AOC.pdf (734.00 KB),Agreement No. 70/GM-5/UPPCL/2025-26/Dated 24/03/2026 and Issue of Notice to proceed with the work Letter No-1163/PCL/GM/Zone-5/Agreement-70 Date 24-03-2026,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5947099,MAA GOMTI CONSTRUCTION,05-Mar-2026 05:35 PM,Rejected-AOC,Qualified,28-Mar-2026 04:36 PM,,,,,,,,,,,,,,,,,AOC
