S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
1.0,5945490.0,M/S KUSUM CONSTRUCTION,INR,"1,132,706.56",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1120489_7,Notice No. 2528 date 16-02-20262,Construction of Interlocking Road at Gram panchyat Badhaiya Pradeep saroj house to dileep saroj house,1,5945524,DEVI SHANKAR MISHRA,03-Mar-2026 01:11 PM,Rejected-Finance,Higher,20-Mar-2026 03:50 PM,20-Mar-2026,"INR 1,132,706.56",90.0,Satyaprakash Mishra,20-Mar-2026 03:54 PM,saroj.pdf (1173.00 KB),AWARD OF CONTRACT,Er SP Mishra,Internal,Er SP Mishra,Satyaprakash Mishra,20-Mar-2026 03:50 PM,finsummary_2084275.pdf (1173.38 KB),Technical,d,Satyaprakash Mishra,11-Mar-2026 05:33 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,11-Mar-2026 05:43 PM,13-Mar-2026 01:00 PM,techsummary_2084275.pdf (325.08 KB),Finance,d,Satyaprakash Mishra,20-Mar-2026 03:38 PM,,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 2528 date 16-02-20262,2026_REDUP_1120489_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Interlocking Road at Gram panchyat Badhaiya Pradeep saroj house to dileep saroj house,Construction of Interlocking Road at Gram panchyat Badhaiya Pradeep saroj house to dileep saroj house,Please refer Tender documents. ,NA ,"24,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,"2,500",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,pdf,"24,000",No,fixed,,Nil,Nil,27-Feb-2026 09:00 AM,05-Mar-2026 05:00 PM,27-Feb-2026 09:00 AM,05-Mar-2026 04:00 PM,NA ,NA ,27-Feb-2026 09:00 AM,05-Mar-2026 04:00 PM,13-Mar-2026 01:00 PM,1.0,SBI Bank,eeredallahabad,eeredallahabad,AOC
,,,,,,,,,2,5945490,M/S KUSUM CONSTRUCTION,03-Mar-2026 12:27 PM,Accepted-AOC,accepted,20-Mar-2026 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,AOC
