Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
17-Mar-2026,"INR 16,926,231.74",270.0,RAJIV KUMAR PANDEY,18-Mar-2026 08:13 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Arti Chauhan,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1104623_1,30/GM-4/UPPCL/2025-26 Dated 02-01-2026,TOURISM DEVELOPMENT WORK OF ARYA SAMAJ MANDIR IN DISTRICT- MAINPURI (U.P.),1.0,5813421.0,M/s Arti Chauhan,INR,"16,926,231.74",1,5813421,M/s Arti Chauhan,19-Jan-2026 11:04 AM,Accepted-AOC,L1,18-Mar-2026 08:13 PM,Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,27-Jan-2026 07:42 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,09-Feb-2026 03:11 PM,finsummary_2037859.pdf (70.42 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,05-Feb-2026 05:38 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,27-Jan-2026 08:29 PM,28-Jan-2026 03:00 PM,techsummary_2037859.pdf (1831.51 KB),AOC,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,30/GM-4/UPPCL/2025-26 Dated 02-01-2026,2026_UPPRC_1104623_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",07-Jan-2026 05:30 PM,19-Jan-2026 03:00 PM,07-Jan-2026 05:30 PM,19-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 05:30 PM,19-Jan-2026 02:00 PM,28-Jan-2026 03:00 PM,TOURISM DEVELOPMENT WORK OF ARYA SAMAJ MANDIR IN DISTRICT- MAINPURI (U.P.),TOURISM DEVELOPMENT WORK OF ARYA SAMAJ MANDIR IN DISTRICT- MAINPURI (U.P.),Please refer Tender documents. ,NA ,"1,70,97,203",Miscellaneous Works,NA ,Tender,90.0,270.0,Mainpuri,205001.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",12-Jan-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,"17,700",Nil,Nil,No,"3,42,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,5812044,Uttam Ventures,18-Jan-2026 06:37 PM,Rejected-Finance,Being Second Lowest,09-Feb-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
