Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,652",online,Ayodhya,No,1,FDR - Fixed Deposit,"20,000",No,fixed,,E E U P Scidco,Ayodhya,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,604/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,2026_SCIDC_1111140_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Under MLA Fud Scheme Construtruion of CC Road At Block Akbarpur Vill BAJDAHA,Under MLA Fud Scheme Construtruion of CC Road At Block Akbarpur Vill BAJDAHA,Please refer Tender documents. ,NA ,,Construction Works,Under MLA Fud Scheme Construtruion of CC Road  ,Tender,90.0,90.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,03-Feb-2026 11:00 AM ,EE office up scidco,No ,No,31-Jan-2026 01:00 PM,06-Feb-2026 11:00 AM,31-Jan-2026 01:00 PM,06-Feb-2026 09:00 AM,NA ,NA ,31-Jan-2026 01:00 PM,06-Feb-2026 09:00 AM,24-Feb-2026 01:45 PM,1,Fee/PreQual/Technical,.pdf,Under MLA Fud Scheme Construtruion of CC Road At Block Akbarpur Vill BAJDAHA,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,AOC,EE,Internal,A E Asst Acct,Jagpal Verma,01-Mar-2026 04:44 PM,finsummary_2052545.pdf (566.49 KB),Technical,Technical,Jagpal Verma,24-Feb-2026 01:06 PM,technical_2052545.pdf,EE,Internal,EE AA,Jagpal Verma,24-Feb-2026 01:42 PM,24-Feb-2026 01:45 PM,techsummary_2052545.pdf (646.39 KB),Finance,Financial Bid opening summary,Jagpal Verma,01-Mar-2026 04:42 PM,finance_2052545.pdf,BOQ Comparative Chart,1,5845550,M/S VK CONSTRUCTION CO.,05-Feb-2026 07:02 PM,Rejected-Finance,not ok,01-Mar-2026 04:44 PM,1.0,5842616.0,SARITA CONTRACTOR,INR,"989,400",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1111140_1,604/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,Under MLA Fud Scheme Construtruion of CC Road At Block Akbarpur Vill BAJDAHA,01-Mar-2026,"INR 989,400",90.0,Jagpal Verma,05-Mar-2026 11:08 AM,LOI.pdf (384.00 KB),Under MLA Fud Scheme Construtruion of CC Road At Block Akbarpur Vill BAJDAHA,AOC
,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5842616,SARITA CONTRACTOR,04-Feb-2026 05:26 PM,Accepted-AOC,ok,05-Mar-2026 11:08 AM,,,,,,,,,,,,,,,,,AOC
