Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,52/UPPCL/GM-5/E-TENDER/2025-26,2026_UPPRC_1115572_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"17,700",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"4,33,000",No,fixed,,Nil,Nil,21-Feb-2026 09:00 AM,26-Feb-2026 04:00 PM,21-Feb-2026 09:00 AM,26-Feb-2026 03:00 PM,NA ,NA ,21-Feb-2026 09:00 AM,26-Feb-2026 03:00 PM,09-Mar-2026 09:00 AM,"General Manager, Zone-5","General Manager, Zone-5, U.P. Projects Corporation Ltd. Gomti Barrage, Left Bank, Gomti Nagar, Lucknow","Construction of New Staircase Block at Academic Block and S.N.C.U. Building and Renovation Work of Indoor Building (General Ward, Eye Ward, Burn Ward and Kitchen) at Medical College Jhansi, District-Jhansi (U.P.)","Construction of New Staircase Block at Academic Block and S.N.C.U. Building and Renovation Work of Indoor Building (General Ward, Eye Ward, Burn Ward and Kitchen) at Medical College Jhansi, District-Jhansi (U.P.)","Construction of New Staircase Block at Academic Block and S.N.C.U. Building and Renovation Work of Indoor Building (General Ward, Eye Ward, Burn Ward and Kitchen) at Medical College Jhansi, District-Jhansi (U.P.) ",NA ,"2,16,66,000",Civil Works,NA ,Tender,90.0,180.0,District-Jhansi (U.P.),284001.0,NA ,NA ,NA ,"General Manager, Zone-5",No ,No,AOC,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,unit-12,Accountant,Unit-12",SURESH CHANDRA YADAV,31-Mar-2026 05:58 PM,finsummary_2070039.pdf (989.29 KB),Technical,Summary_1115572_1,SURESH CHANDRA YADAV,07-Mar-2026 04:57 PM,technical_2070039.pdf,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12, Accountant,Unit-12",SURESH CHANDRA YADAV,07-Mar-2026 05:32 PM,09-Mar-2026 09:00 AM,techsummary_2070039.pdf (989.29 KB),Finance,Summary_L1L2_1115572_1,SURESH CHANDRA YADAV,31-Mar-2026 05:55 PM,finance_2070039.pdf,BOQ Comparative Chart,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,2026_UPPRC_1115572_1,52/UPPCL/GM-5/E-TENDER/2025-26,"Construction of New Staircase Block at Academic Block and S.N.C.U. Building and Renovation Work of Indoor Building (General Ward, Eye Ward, Burn Ward and Kitchen) at Medical College Jhansi, District-Jhansi (U.P.)",1,5925076,M/S DINESH KUMAR AGRAWAL,26-Feb-2026 12:16 PM,Rejected-AOC,Qualified,31-Mar-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5922831,SHASHANK ENTERPRISES,26-Feb-2026 02:48 PM,Accepted-AOC,Qualified,31-Mar-2026 06:03 PM,AOC
