Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
27-Mar-2026,"INR 1,659,342",90.0,Vinod Kumar Kardam,20-Mar-2026 04:14 PM,aoc.pdf (825.00 KB),AWARD OF CONTRACT for 13 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur,1,5945023,M/S A TO Z ASSOCIATES,02-Mar-2026 11:12 PM,Accepted-AOC,Being L1,20-Mar-2026 12:31 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1120979_1,160/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 13 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",1.0,5945023.0,M/S A TO Z ASSOCIATES,INR,"1,659,342",Finance,Financial Evaluation Summary,Vinod Kumar Kardam,20-Mar-2026 04:08 PM,finance_2085336.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,10-Mar-2026 12:16 PM,10-Mar-2026 05:00 PM,techsummary_2085336.pdf (356.61 KB),Technical,Technical Evaluation Summary,Vinod Kumar Kardam,10-Mar-2026 12:14 PM,technical_2085336.pdf,Executive Engineer,Internal,"Vinod Kumar Kardam - Executive Engineer, Mool Chandra - Assistant Account officer",Vinod Kumar Kardam,20-Mar-2026 04:10 PM,finsummary_2085336.pdf (356.61 KB),AOC,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur","Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 13 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) 13 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",Please refer Tender documents. ,NA ,"16,59,840",Electrical Works,NA ,Tender,90.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,160/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1120979_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,List of Approved Make,Other,,27-Feb-2026 06:55 PM,05-Mar-2026 11:00 AM,27-Feb-2026 06:55 PM,05-Mar-2026 10:00 AM,NA ,NA ,27-Feb-2026 06:55 PM,05-Mar-2026 10:00 AM,10-Mar-2026 05:00 PM,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,652",UPSCIDCO,SAHARANPUR,No,"33,500",No,fixed,,UPSCIDCO,SAHARANPUR,AOC
,,,,,,,2,5945553,NAR SINGH KUMAR CONTRACTOR,03-Mar-2026 12:55 PM,Rejected-Finance,Being L2,20-Mar-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,AOC
