Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
27-Jan-2026 06:55 PM,06-Feb-2026 11:00 AM,27-Jan-2026 06:55 PM,05-Feb-2026 05:00 PM,NA ,NA ,27-Jan-2026 06:55 PM,05-Feb-2026 05:00 PM,24-Feb-2026 01:20 PM,"3,31,600",No,fixed,,Nil,Nil,"2,840",Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/457 DT-19/01/2026,2026_YEIDA_1108453_17,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Resurfacing of internal roads in affordable housing (Block - A and B) in sector-22D, YEIDA WC-02","Resurfacing of internal roads in affordable housing (Block - A and B) in sector-22D, YEIDA WC-02",Please refer Tender documents. ,NA ,"1,65,74,586",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,AOC,1.0,5844738.0,chandna associates,INR,"15,679,558.71",Finance,UNDER EVALUATION,VIKAS KUMAR,17-Mar-2026 03:31 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,17-Mar-2026 03:34 PM,finsummary_2049388.pdf (608.08 KB),Yamuna Expressway Industrial Development Authority,2026_YEIDA_1108453_17,YEA/GM(PROJECT)/2026/457 DT-19/01/2026,"Resurfacing of internal roads in affordable housing (Block - A and B) in sector-22D, YEIDA WC-02",1.0,5844738.0,chandna associates,05-Feb-2026 02:36 PM,Accepted-AOC,L1,17-Mar-2026 03:36 PM,17-Mar-2026,"INR 15,679,558.71",90.0,VIKAS KUMAR,17-Mar-2026 03:36 PM,457_17.pdf (608.00 KB),AOC,Technical,under,VIKAS KUMAR,24-Feb-2026 01:13 PM,,Committee,Internal,Committee,VIKAS KUMAR,24-Feb-2026 01:16 PM,24-Feb-2026 01:20 PM,techsummary_2049388.pdf (629.35 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,5844215.0,M/S AMT BUILDERS PVT LTD,05-Feb-2026 04:13 PM,Rejected-Finance,L3,17-Mar-2026 03:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,5843943.0,M/S DIMANIYA BUILDERS,05-Feb-2026 10:48 AM,Rejected-Finance,L2,17-Mar-2026 03:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
