Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Tender Stage
24-Mar-2026,"INR 2,889,108",90.0,Ramesh Bahadur Shahi,24-Mar-2026 10:34 AM,GurapaliLOI.pdf (1085.00 KB),Kanchan Enterprises Found L1,1.0,5929915.0,KANCHAN ENTERPRISES,INR,"2,889,108",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1116913_1,2238/EE SKN /E-Tender /Purvanchal Nidhi Mehdawal SKN /2025-26 Dated 16-02-2026,Construction of CC Road work at Gram Ghurapali Mohiya Pul Marg Par Pachanauri Chauraha Se Kali Mata Mandir Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),1,5929915,KANCHAN ENTERPRISES,25-Feb-2026 04:48 PM,Accepted-AOC,L1,24-Mar-2026 10:35 AM,Finance,M/s KANCHAN ENTERPRISES Found L1,Ramesh Bahadur Shahi,20-Mar-2026 12:01 PM,finance_2074607.pdf,BOQ Comparative Chart,Technical,M/s KANCHAN ENTERPRISES and M/s AJAY KUMAR SAHI Found,Ramesh Bahadur Shahi,18-Mar-2026 05:47 PM,technical_2074607.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,20-Mar-2026 12:32 PM,finsummary_2074607.pdf (579.68 KB),AOC,"58,000",No,fixed,,UPSCIDCO,Santkabir nagar,1.0,Date Exeended,Date,,17-Feb-2026 09:00 AM,25-Feb-2026 06:00 PM,17-Feb-2026 09:00 AM,25-Feb-2026 05:00 PM,17-Feb-2026 09:00 AM ,25-Feb-2026 05:00 PM ,17-Feb-2026 09:00 AM,25-Feb-2026 05:00 PM,18-Mar-2026 06:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2238/EE SKN /E-Tender /Purvanchal Nidhi Mehdawal SKN /2025-26 Dated 16-02-2026,2026_SCIDC_1116913_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Construction of CC Road work at Gram Ghurapali Mohiya Pul Marg Par Pachanauri Chauraha Se Kali Mata Mandir Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),Construction of CC Road work at Gram Ghurapali Mohiya Pul Marg Par Pachanauri Chauraha Se Kali Mata Mandir Tak Block Mehadawal Distt. Sant Kabir Nagar. ( Purvanchal Nidhi Mehadawal),As given in NIT ,NA ,"28,92,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",21-Feb-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,"1,652",UPSCIDCO,Santkabir Nagar,No,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",1,Fee/PreQual/Technical,.pdf,NIT,1,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,2,5929978,M/s AJAY KUMAR SAHI,25-Feb-2026 04:38 PM,Rejected-Finance,L2,20-Mar-2026 12:04 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,RTGS - RTGS Payment,AOC
