S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"Restoration and demarcation, Reconstruction of 04 No. VRB , Reconstruction and Repair of 22 No. Regulars between KM 0.000 TO KM 36.300 of Mathiya Branch in district Kushinagar.","Restoration and demarcation, Reconstruction of 04 No. VRB , Reconstruction and Repair of 22 No. Regulars between KM 0.000 TO KM 36.300 of Mathiya Branch in district Kushinagar.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,270.0,KUSHINAGAR,274403.0,NA ,NA ,NA ,"SE GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",11/SE/2025-26,2026_UPIDC_1109463_9,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"9,62,000",Yes,fixed,,Nil,Nil,30-Jan-2026 10:00 AM,13-Feb-2026 01:30 PM,30-Jan-2026 10:00 AM,13-Feb-2026 01:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,13-Feb-2026 01:00 PM,21-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR","7,164",Nil,Nil,No,AOC,Technical,AS PER UPLOADED,Alok Kumar,17-Feb-2026 08:10 PM,technical_2051658.pdf,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,05-Mar-2026 03:54 PM,finsummary_2051658.pdf (383.99 KB),Finance,AS PER UPLOADED,Alok Kumar,05-Mar-2026 03:45 PM,finance_2051658.pdf,BOQ Comparative Chart,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,17-Feb-2026 08:18 PM,21-Feb-2026 11:00 AM,techsummary_2051658.pdf (383.99 KB),20-Mar-2026,"INR 37,001,686.7",270.0,Alok Kumar,27-Mar-2026 02:02 PM,aoc119.pdf (360.00 KB),AS PER UPLOADED,1,5865859,Annapurna Construction,13-Feb-2026 11:11 AM,Rejected-Finance,AS PER FINANCIAL EVALUATION,05-Mar-2026 03:54 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",2026_UPIDC_1109463_9,11/SE/2025-26,"Restoration and demarcation, Reconstruction of 04 No. VRB , Reconstruction and Repair of 22 No. Regulars between KM 0.000 TO KM 36.300 of Mathiya Branch in district Kushinagar.",1.0,5863309.0,M/S BABA TRADERS,INR,"37,001,686.7",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5863309,M/S BABA TRADERS,13-Feb-2026 09:34 AM,Accepted-AOC,AS PER UPLOADED,27-Mar-2026 02:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5862760,M/s PRATIK ENTERPRISES,13-Feb-2026 10:50 AM,Rejected-Finance,AS PER FINANCIAL EVALUATION,05-Mar-2026 03:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5866226,VINAY KUMAR SINGH,13-Feb-2026 12:21 PM,Rejected-Technical,AS PER TECHNICAL EVALUATION,17-Feb-2026 08:18 PM,,,,,,,,,,AOC
