S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,752.0,Nil,Nil,No,VIKAS KHAND HATA KE GRAM SABHA KUCHAIYA JUNEBI ME HARINDRA KE GHAR SE PICH ROAD TAK CC ROAD KARYA,VIKAS KHAND HATA KE GRAM SABHA KUCHAIYA JUNEBI ME HARINDRA KE GHAR SE PICH ROAD TAK CC ROAD KARYA,Please refer Tender documents. ,NA ,"12,16,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2324/RED Tender KUSHINAGAR,2026_REDUP_1119268_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"24,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,05-Mar-2026 06:00 PM,AOC,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,17-Mar-2026 12:36 PM,finsummary_2081162.pdf (1015.84 KB),Technical,Bid Opening Summary,Praveen Kumar,05-Mar-2026 03:14 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,05-Mar-2026 05:37 PM,05-Mar-2026 06:00 PM,techsummary_2081162.pdf (887.21 KB),Finance,Bid Opening Summary,Praveen Kumar,05-Mar-2026 10:15 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1119268_1,2324/RED Tender KUSHINAGAR,VIKAS KHAND HATA KE GRAM SABHA KUCHAIYA JUNEBI ME HARINDRA KE GHAR SE PICH ROAD TAK CC ROAD KARYA,1.0,5946692.0,M/S MAA AMBEY CONSTRUCTION COMPANY,INR,100.0,1,5946692,M/S MAA AMBEY CONSTRUCTION COMPANY,04-Mar-2026 04:30 PM,Accepted-AOC,L1,17-Mar-2026 10:14 PM,17-Mar-2026,INR 100,90.0,Virendra Kumar Pandey,17-Mar-2026 10:13 PM,1.pdf (1016.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5947145,PREM ENTERPRISES,05-Mar-2026 09:03 AM,Rejected-Finance,L2,17-Mar-2026 01:54 PM,,,,,,,AOC
