Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Restoration of Service Road from km 33.605 to 34.800 R/s at Bhognipur Branch,Restoration of Service Road from km 33.605 to 34.800 R/s at Bhognipur Branch,Please refer tender documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,30.0,Bhognipur Branch,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,1.0,SBI Bank,30-Jan-2026 12:00 PM,05-Feb-2026 04:00 PM,30-Jan-2026 12:26 PM,05-Feb-2026 03:00 PM,NA ,NA ,30-Jan-2026 12:00 PM,05-Feb-2026 03:00 PM,16-Feb-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,384.0,Nil,Nil,No,"1,20,000",No,fixed,,Nil,Nil,Executive Engineer,ICD Firozabad hq Shikohabad,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",08/EE/2025-26/2,2026_UPIDC_1110877_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,As per tender notice,SUNIL KUMAR,07-Mar-2026 12:39 PM,,BOQ Comparative Chart,Executive Engineer,Internal,EE Accountant clerk,SUNIL KUMAR,13-Feb-2026 10:32 AM,16-Feb-2026 02:00 PM,techsummary_2051767.pdf (745.84 KB),Technical,As per Tender notice,SUNIL KUMAR,12-Feb-2026 12:30 PM,,Executive Engineer,Internal,EE Accountant Clerk,SUNIL KUMAR,07-Mar-2026 12:45 PM,finsummary_2051767.pdf (26.83 KB),07-Mar-2026,"INR 1,263,712",30.0,SUNIL KUMAR,10-Mar-2026 04:48 PM,2.pdf (482.00 KB),1,5843736,AK ENTERPRISES,05-Feb-2026 10:26 AM,Rejected-Technical,As per pont no 12,13-Feb-2026 10:32 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2026_UPIDC_1110877_1,08/EE/2025-26/2,Restoration of Service Road from km 33.605 to 34.800 R/s at Bhognipur Branch,1.0,5843481.0,M/s SHRI MAHIPAL SINGH,INR,"1,263,712",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5844371,M/S ANJUM AKHTAR CONTRACTOR AND SUPPLIERS,05-Feb-2026 01:18 PM,Rejected-AOC,L2,10-Mar-2026 04:49 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5843291,M/S SHIVAM SINGH CONTRACTOR,04-Feb-2026 08:42 PM,Rejected-Technical,As per pont no 12 and 46,13-Feb-2026 10:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5843481,M/s SHRI MAHIPAL SINGH,05-Feb-2026 10:42 AM,Accepted-AOC,L1,10-Mar-2026 04:49 PM,,,,,,,,,,AOC
