Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
01-Mar-2026,"INR 1,454,700",90.0,Jagpal Verma,05-Mar-2026 10:56 AM,LOI.pdf (388.00 KB),Under MLA Fund Scheme CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,1,5845583,M/S VK CONSTRUCTION CO.,05-Feb-2026 07:15 PM,Rejected-Finance,not ok,01-Mar-2026 04:32 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1111110_1,601/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,Under MLA Fund Scheme CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,1.0,5843113.0,SARITA CONTRACTOR,INR,"1,454,700",Finance,Financial Bid opening summary,Jagpal Verma,01-Mar-2026 04:30 PM,finance_2052427.pdf,BOQ Comparative Chart,EE,Internal,EE AA,Jagpal Verma,24-Feb-2026 01:47 PM,24-Feb-2026 01:50 PM,techsummary_2052427.pdf (490.81 KB),Technical,Technical Summary,Jagpal Verma,24-Feb-2026 12:59 PM,technical_2052427.pdf,EE,Internal,A E Asst Acct,Jagpal Verma,01-Mar-2026 04:32 PM,finsummary_2052427.pdf (477.00 KB),AOC,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,601/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,2026_SCIDC_1111110_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,31-Jan-2026 11:50 AM,06-Feb-2026 11:00 AM,31-Jan-2026 11:50 AM,06-Feb-2026 09:00 AM,NA ,NA ,31-Jan-2026 11:50 AM,06-Feb-2026 09:00 AM,24-Feb-2026 01:50 PM,1,Fee/PreQual/Technical,.pdf,Under MLA Fund Scheme CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR VILLAGE jaisingh pur dhanraj yadav k,"29,000",No,fixed,,E E U P Scidco,Ayodhya,1,FDR - Fixed Deposit,"1,652",online,Ayodhya,No,Under MLA Fund Scheme CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,Under MLA Fund Scheme CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR VILLAGE jaisingh pur dhanraj yadav ke tubewell se satish ke ghar tak rumbrmload interloking road,Please refer Tender documents. ,NA ,,Construction Works,Under MLA Fund Scheme CONSTRUCTION OF CC ROAD ,Tender,90.0,90.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,03-Feb-2026 11:00 AM ,EE office up scidco,No ,No,AOC
,,,,,,,2,5843113,SARITA CONTRACTOR,04-Feb-2026 05:56 PM,Accepted-AOC,ok,05-Mar-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,AOC
