Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Mar-2026,"INR 1,119,472",90.0,Kuldeep Tiwari,23-Mar-2026 12:19 PM,AL17L1.pdf (205.00 KB),1,5868161,SHIV RAM ENTERPRISES,13-Feb-2026 03:15 PM,Accepted-AOC,LOWEST RATE,23-Mar-2026 02:08 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Irrigation Erection Division Kanpur,2026_UPIDM_1113746_1,17/EE/WEDK/2025-2026/Lot No. 01,"Erection of 03 Nos. old gate shutter assembly after repairing and maintenance at Km. 16.200 Fatehpur feeder under juridiction of Irrigation Division, Kanpur Dehat",1.0,5868161.0,SHIV RAM ENTERPRISES,INR,"1,119,472",Finance,All bidders admitted successfully,Kuldeep Tiwari,16-Mar-2026 01:29 PM,,BOQ Comparative Chart,KULDEEP TIWARI,Internal,,Kuldeep Tiwari,16-Mar-2026 10:52 AM,16-Mar-2026 11:00 AM,techsummary_2063406.pdf (366.51 KB),Technical,ALL BIDS ADMITTED,Kuldeep Tiwari,16-Feb-2026 02:08 PM,,KULDEEP TIWARI,Internal,,Kuldeep Tiwari,16-Mar-2026 01:41 PM,finsummary_2063406.pdf (366.51 KB),AOC,1.0,SBI Bank,"22,950",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,09-Feb-2026 10:30 AM,16-Feb-2026 01:00 PM,09-Feb-2026 10:30 AM,16-Feb-2026 11:00 AM,NA ,NA ,09-Feb-2026 10:30 AM,16-Feb-2026 11:00 AM,16-Mar-2026 11:00 AM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Irrigation Erection Division Kanpur,17/EE/WEDK/2025-2026/Lot No. 01,2026_UPIDM_1113746_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"Erection of 03 Nos. old gate shutter assembly after repairing and maintenance at Km. 16.200 Fatehpur feeder under juridiction of Irrigation Division, Kanpur Dehat","Erection of 03 Nos. old gate shutter assembly after repairing and maintenance at Km. 16.200 Fatehpur feeder under juridiction of Irrigation Division, Kanpur Dehat",Please refer Tender documents. ,NA ,"11,47,000",Miscellaneous Works,NA ,Tender,90.0,90.0,FATEHPUR FEEDER,209214.0,NA ,NA ,NA ,KANPUR NAGAR,No ,No,EXECUTIVE ENGINEER,WORKSHOP ERECTION DIVISION 7/7 LAXSMANBAGH NAWABGANJ KANPUR,766.0,Nil,Nil,No,AOC
,,,,,,2,5868827,Singh Contractor,13-Feb-2026 06:20 PM,Rejected-Finance,Higher Rate,16-Mar-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,5874895,S K ENGINEERING WORKS,15-Feb-2026 05:50 PM,Rejected-Finance,Higher Rate,16-Mar-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
